 "Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.406757450E1,-8.421177524E-1,-2.920507048E0,-3.104725331E-3
4.409240750E1,-7.337495506E-1,-4.261299032E0,1.409810764E0
4.411724550E1,-1.451390022E0,-2.990827417E0,1.304253903E0
4.414207850E1,-5.644293880E-1,-1.609030079E0,1.325692427E-1
4.416691750E1,-2.116662830E-1,-1.659347124E0,-1.766423383E-1
4.419174950E1,-4.306719911E-1,-1.323221979E0,-1.026290427E0
4.421658850E1,9.632013094E-1,1.077694470E-1,-1.101888786E0
4.424142050E1,7.235075676E-1,5.012519771E-1,-1.220092882E0
4.426625950E1,5.206559622E-1,3.900803277E-1,-8.342631876E-1
4.429109250E1,7.968158644E-1,-7.362905312E-2,-6.403373569E-2
4.431593150E1,7.457603163E-1,-9.360860163E-1,-1.730775833E-3
4.434076350E1,1.075414056E-1,-9.947227719E-1,-1.961623907E-1
4.436560250E1,-2.658845901E-1,3.653133494E-1,-6.638417020E-1
4.439043450E1,-2.664751589E-2,8.728407045E-1,-8.977028462E-1
4.441527350E1,-2.162434834E-1,7.107088166E-1,-1.267837152E-1
4.444010650E1,-3.309301865E-1,1.803893072E-1,1.963746446E-1
4.446494450E1,-4.717972130E-1,-1.151027398E0,5.981026259E-1
4.448977750E1,-2.269666922E-1,-2.207547857E0,3.730301392E-1
4.451461613E1,9.903855997E-1,-3.584762440E0,5.550665340E-1
4.453944812E1,-7.291898918E-1,-4.061239180E0,3.465419599E-1
4.456428713E1,1.686832253E0,-4.267378967E0,8.681945801E-3
4.458911913E1,1.611711904E0,-2.824594000E0,1.597377455E-1
4.461395813E1,6.343264192E-1,-1.958916062E0,1.014886164E0
4.463879113E1,7.924322069E-2,-2.056682384E0,2.391579176E0
4.466362912E1,-1.097518870E0,-1.805846919E0,3.010087269E0
4.468846213E1,-1.767712694E0,-1.102333540E0,2.304531676E0
4.471330113E1,-1.914238071E-1,-5.648813778E-1,3.406131756E-1
4.473813313E1,1.938739659E0,-8.048047325E-2,-6.487238722E-1
4.476297213E1,9.132789516E-1,7.374178013E-1,-1.351811793E0
4.478780513E1,-1.600458938E-1,7.339637049E-2,-1.673436575E-1
4.481264313E1,2.056376283E0,9.242182150E-1,-7.822089350E-1
4.483747612E1,2.277157790E0,1.629903031E0,-2.054848551E0
4.486231513E1,9.709500396E-1,1.639948547E0,-6.729957374E-1
4.488714713E1,4.700933343E-1,1.207823815E0,-7.926239225E-1
4.491198612E1,5.019746929E-1,1.520604098E0,-3.946980201E-2
4.493681813E1,-1.856257081E-1,2.306047859E0,-2.058896725E-1
4.496165713E1,-1.049162981E0,1.706690275E0,-5.797549403E-1
4.498649013E1,-1.242168460E0,1.597797578E0,1.262331267E-1
4.501132813E1,-1.227536972E0,1.255381413E0,4.396404505E-1
4.503616112E1,-8.399256313E-1,5.770546961E-1,3.539179301E-1
4.506100013E1,-5.786316901E-1,7.330341437E-1,6.741045157E-1
4.508583213E1,-4.249551684E-1,2.732303595E0,-7.179649919E-4
4.511067113E1,-1.557948511E0,5.235946559E0,-6.355339424E-1
4.513550413E1,-1.265295367E0,6.452139348E0,-6.935930662E-1
4.516034212E1,-3.736955523E-1,5.100960077E0,-1.176869094E0
4.518517513E1,7.613028002E-1,5.601450162E0,-4.117046760E0
4.521001413E1,5.118043302E0,-4.547138708E0,-1.322876116E0
4.523484613E1,5.153416033E0,-9.610846174E0,1.897214488E0
4.525968513E1,-9.288202661E-1,5.470450312E-1,1.951613474E-1
4.528451712E1,-1.344526893E0,6.403277090E0,-8.739853701E-1
4.530935613E1,-9.183636904E-2,3.600490866E0,-1.207772506E0
4.533418912E1,1.056258577E-1,5.206887797E-1,1.065255249E0
4.535902712E1,-1.752644420E-1,-3.129291823E0,4.897461185E-1
4.538386013E1,-3.024647713E-1,-3.620079331E0,2.178558531E-1
4.540869912E1,-7.964761412E-1,-1.787030141E0,8.626467419E-1
4.543353113E1,1.013556361E-2,-1.965174336E0,-5.630050063E-1
4.545837013E1,-3.798538399E-1,-1.701374279E0,-8.426548192E-1
4.548320213E1,8.465867794E-1,-9.381234786E-1,-4.969598284E-1
4.550804188E1,2.906101263E-1,-1.245449333E0,-1.958907875E-1
4.553287488E1,3.570543766E-2,-8.300570662E-1,2.274429479E-1
4.555771388E1,7.057846570E-1,5.523572266E-3,-6.682595658E-1
4.558254587E1,3.937327909E-1,-7.752990610E-1,-3.792571315E-1
4.560738488E1,-4.434089810E-1,-9.780901477E-1,-8.099735615E-1
4.563221688E1,-5.091503960E-1,1.774746895E-1,-1.108778268E0
4.565705587E1,-3.907548040E-1,5.901616685E-1,-4.406973347E-1
4.568188888E1,-5.087323201E-1,8.930364758E-2,-1.720742011E-1
4.570672688E1,-7.105571544E-1,-7.152828741E-1,9.683690786E-2
4.573155988E1,-1.407963921E0,-1.490822329E0,6.649190515E-2
4.575639888E1,1.104632592E-1,-2.144838223E0,-2.392709881E-1
4.578123087E1,1.814820787E0,-1.663887779E0,-4.130426359E-1
4.580606988E1,9.511215466E-1,-6.372209372E-1,2.785207155E-1
4.583090187E1,2.889869392E-1,-8.616087149E-1,1.089294761E0
4.585574088E1,2.694900418E0,-3.678210302E0,1.095767921E0
4.588057388E1,2.396633363E0,-3.167896310E0,9.504646119E-1
4.590541287E1,3.952326018E-1,-2.799218253E0,2.504018063E0
4.593024488E1,-7.759606004E-1,-2.420519239E0,2.865094739E0
4.595508388E1,-8.882236326E-1,-1.332712740E-1,2.074860208E0
4.597991588E1,-8.390970808E-1,1.089558470E0,6.896394713E-1
4.600475488E1,-6.835395098E-3,1.361001716E0,5.138650060E-1
4.602958788E1,4.894669139E-1,1.447778197E0,-2.355245309E-1
4.605442588E1,-5.753262591E-1,2.001218328E0,-1.553745678E0
4.607925887E1,-3.272218823E-1,1.786918459E0,-2.374403418E0
4.610409788E1,6.702078581E-1,8.313384104E-1,-2.582061435E0
4.612892988E1,4.107107663E-1,5.288131204E-1,-1.686073869E0
4.615376887E1,4.921273971E-1,2.222972520E-2,-5.771680590E-1
4.617860088E1,5.085142189E-1,-8.540640526E-1,5.451945336E-1
4.620343988E1,1.163485402E0,-2.019706785E0,1.306734731E0
4.622827288E1,1.291413710E0,-1.632769628E0,9.707665832E-1
4.625311088E1,2.167212009E-1,1.887805002E0,1.647222484E0
4.627794388E1,-5.183182454E-1,2.921270109E0,8.444909911E-1
4.630278288E1,-4.958386248E-1,1.792746525E0,-8.131364666E-2
4.632761487E1,-2.061237073E-1,1.144129949E0,8.898760557E-2
4.635245388E1,-7.914375955E-1,1.141510397E0,3.730278734E-1
4.637728688E1,-8.841960704E-1,2.161268022E0,-4.462421031E-1
4.640212487E1,-1.472505487E0,5.025446795E0,-8.917964275E-1
4.642695788E1,-1.523018999E0,5.254139585E0,3.397714689E-2
4.645179687E1,1.368254310E-1,3.462438397E0,-2.399701689E0
4.647662888E1,1.050743483E0,8.949763480E0,-3.558086858E0
4.650146788E1,4.339647921E0,-2.095944099E0,-3.129399412E0
4.652629912E1,3.453097762E0,-6.186925433E0,-5.330226772E-1
4.655113813E1,-6.526135862E-1,1.005732348E0,-1.312026607E0
4.657597113E1,-2.008474723E0,4.447850647E0,-6.661203620E-1
4.660080912E1,1.762350798E-3,1.225271468E0,-1.082855222E0
4.662564213E1,-7.843922853E-2,-1.031309166E0,7.433468780E-1
4.665048112E1,-1.132005748E0,-2.383719495E0,1.630603673E0
4.667531313E1,-3.388093096E-1,-2.621407934E0,2.613895431E-1
4.670015213E1,-1.069314240E0,-1.519984001E0,-4.474786431E-2
4.672498413E1,-4.497064322E-1,-1.948622331E0,1.453907248E-1
4.674982313E1,2.484505320E-1,-1.797538757E0,-5.141950813E-1
4.677465612E1,6.527878332E-1,-8.828357157E-1,-3.416937411E-1
4.679949513E1,3.950063145E-1,3.532139254E-1,-8.397896835E-1
4.682432713E1,5.273498547E-1,-3.435849499E-2,-2.881674519E-1
4.684916613E1,1.321505821E-1,-5.804710049E-1,-7.391167098E-1
4.687399813E1,-5.163851559E-2,-8.615342360E-1,-4.309892026E-1
4.689883712E1,-3.701562327E-1,-7.327593246E-1,-7.100075161E-1
4.692367013E1,9.956054091E-3,-1.180509059E0,-1.630493161E-1
4.694850813E1,-6.441140735E-1,-1.605085255E0,-3.093586385E-1
4.697334113E1,3.925615937E-1,-1.463156082E0,-2.610594678E-1
4.699818013E1,9.328355491E-2,-6.347204485E-1,1.073484474E-1
4.702301212E1,-1.287381470E-2,-6.209259166E-1,1.831514588E-1
4.704785113E1,-6.681660104E-1,-6.892361596E-1,3.828581393E-1
4.707268313E1,-1.462458801E-1,-8.296837945E-1,-1.762020430E-1
4.709752212E1,1.814344239E0,-1.302916353E0,-2.839302671E-1
4.712235513E1,1.152747576E0,-1.373398544E0,2.494220468E-1
4.714719313E1,2.159260966E0,-1.377477269E0,-6.360162646E-2
4.717202613E1,2.430104579E0,-1.556379118E0,-9.394721389E-3
4.719686513E1,2.175206323E0,-5.157739757E-1,1.873848429E-1
4.722169713E1,7.385302341E-1,-1.284832230E0,1.267826335E0
4.724653613E1,-9.042789173E-1,-2.395243918E0,1.589453601E0
4.727136912E1,-1.031245943E0,-1.583647316E0,1.626791289E0
4.729620713E1,-1.605058358E0,-5.038987193E-1,2.211964259E0
4.732104013E1,-2.626197388E0,-7.787014827E-1,1.933448660E0
4.734587913E1,-2.444638419E0,-1.262139040E0,7.612186003E-1
4.737071113E1,-1.963630672E0,-4.263359883E-1,1.011301748E0
4.739555012E1,5.411820281E-1,6.748490855E-1,-4.667493117E-1
4.742038213E1,2.265686138E0,1.589067392E0,-1.968135513E0
4.744522113E1,1.779742171E0,2.104569034E0,-2.325181557E0
4.747005413E1,8.336153162E-1,1.167816874E0,-3.120538541E0
4.749489213E1,1.394532866E0,9.652262002E-2,-1.483819849E0
4.751972587E1,9.311351788E-1,1.013907779E0,-1.303356063E-1
4.754456488E1,1.598687232E-2,5.438390028E-1,7.571208715E-1
4.756939688E1,1.422919929E-2,-2.948674840E-1,2.133603383E0
4.759423588E1,3.158981645E-1,-7.654341504E-2,2.318722723E0
4.761906788E1,2.203938371E-1,2.123106608E0,1.715430547E0
4.764390687E1,-9.186028415E-1,3.916266823E0,6.390492153E-1
4.766873988E1,-3.636348331E-1,3.643901764E0,-1.267035499E0
4.769357888E1,3.051965904E-1,2.055979841E0,-5.665392096E-1
4.771841088E1,-1.722852856E-1,2.323670344E0,-5.034287493E-1
4.774324988E1,-1.258183984E0,4.003848174E0,-1.009266551E0
4.776808187E1,-1.427172024E0,4.376347970E0,-1.515025270E0
4.779292088E1,-9.809522867E-2,1.657885612E0,-4.646688724E-1
4.781775387E1,1.046525302E0,4.480351518E-1,-1.446345044E0
4.784259187E1,2.475957860E0,3.452007256E0,4.574256340E-1
4.786742488E1,2.364713997E0,-4.366022372E-1,4.519035235E-1
4.789226387E1,-3.857232749E-2,-3.605341131E0,1.863963711E-1
4.791709588E1,-3.334801573E-1,-2.000812823E0,5.877263032E-1
4.794193488E1,-1.992249869E0,2.167934871E0,-3.219631889E-1
4.796676688E1,-1.415923735E0,1.640997684E0,-6.708449122E-1
4.799160588E1,-3.659012139E-1,-1.994668862E0,-5.232629433E-1
4.801643887E1,1.071677685E-1,-2.121046195E0,5.669179630E-1
4.804127688E1,-5.374532586E-1,-1.185026545E0,-4.301182598E-2
4.806610988E1,-6.740067941E-1,-1.355298049E0,-2.488443419E-1
4.809094888E1,7.611683142E-1,-1.252984932E0,-1.145200282E0
4.811578088E1,1.175228366E0,-9.242763948E-1,-7.864972830E-1
4.814061987E1,2.270655102E-1,-1.506359879E-1,-7.573702553E-1
4.816545188E1,1.181991255E-1,3.481002429E-1,-5.735770646E-1
4.819029088E1,2.191290843E-1,9.082181865E-1,-3.989993781E-2
4.821512388E1,3.587500691E-2,7.730238363E-1,-1.783345225E-1
4.823996288E1,-2.139461124E-1,1.490223939E-1,-9.132853836E-2
4.826479487E1,-3.844947749E-1,-1.155761011E-1,3.841416031E-2
4.828963388E1,4.133630633E-2,-4.029601358E-2,-2.307536414E-1
4.831446588E1,-3.527250981E-1,-2.427983209E-1,-2.861802757E-1
4.833930488E1,-4.323939961E-1,-7.464219287E-1,-3.862202883E-1
4.836413788E1,4.051290143E-1,-1.271253095E0,-4.913725215E-1
4.838897587E1,6.707206589E-1,-1.057746840E0,-5.589561018E-1
4.841380888E1,4.095448315E-1,-1.486640839E0,-5.895993125E-1
4.843864788E1,6.500355488E-1,-2.098235622E0,2.120083451E-1
4.846347988E1,4.418290633E-1,-1.786220009E0,-2.331384283E-1
4.848831888E1,1.505676157E0,-2.575740595E0,-7.297763675E-2
4.851315004E1,1.844956167E0,-2.718715835E0,-1.517744225E-1
4.853798904E1,1.160564718E0,-2.343217001E0,-3.895415068E-3
4.856282204E1,5.570940560E-1,-2.625538407E0,3.404044300E-1
4.858766004E1,1.796451759E-1,-1.328495582E0,5.409405380E-1
4.861249304E1,-5.498481864E-1,-4.108622092E-1,8.542513096E-1
4.863733204E1,-1.263610200E0,-7.337496968E-1,1.312567475E0
4.866216404E1,-3.691119200E-1,-9.131397879E-1,1.366404251E0
4.868700304E1,-1.132740158E0,-5.954944023E-1,1.350884279E0
4.871183504E1,-1.902335479E0,-9.567202556E-1,1.339301237E0
4.873667404E1,-4.865807283E-1,-1.928940603E0,1.441998224E0
4.876150704E1,4.325846153E-1,-2.002074945E0,1.051379660E0
4.878634604E1,6.918337852E-1,-1.724245370E0,8.800128262E-1
4.881117804E1,9.419741625E-1,-9.129114541E-1,-2.235179313E-1
4.883601704E1,1.852934108E0,3.964143240E-1,-1.311041644E0
4.886084904E1,1.747778952E0,1.171200073E0,-1.343058658E0
4.888568804E1,1.523427719E0,1.871074072E0,-8.157895676E-1
4.891052104E1,1.158102456E0,2.019274822E0,-4.327406629E-1
4.893535904E1,2.860001814E-1,7.107118133E-1,-3.485852695E-1
4.896019204E1,3.748240650E-2,1.327533715E0,-7.841619051E-1
4.898503104E1,-8.902391678E-1,2.487340927E0,-9.061640596E-1
4.900986304E1,-5.926708549E-1,2.213270527E0,-4.738957787E-1
4.903470204E1,-3.472263765E-1,2.126993691E0,-1.050695536E0
4.905953404E1,-7.245489568E-1,2.440647694E0,-1.585149758E0
4.908437304E1,-1.376028768E0,3.578533401E0,-2.051533034E0
4.910920604E1,-9.857826716E-1,2.991682280E0,-9.828175485E-1
4.913404404E1,-8.710491908E-1,-1.145525095E-1,1.426346397E0
4.915887704E1,-1.813280046E-2,-3.329506042E0,1.987094378E0
4.918371604E1,7.684662241E-1,-2.451957378E0,1.650728547E-1
4.920854804E1,-8.772975254E-1,6.324209286E0,-9.859844005E-1
4.923338704E1,-2.723320810E0,1.510775981E1,-1.341551245E0
4.925822004E1,-1.546831784E0,7.543198798E0,-2.264053595E0
4.928305804E1,6.460472215E0,-9.562707801E0,-4.073075699E0
4.930789104E1,9.685669484E0,-1.314432093E1,1.352792079E0
4.933273004E1,-1.774594283E0,1.094644963E0,2.414675531E0
4.935756204E1,-1.433306923E0,7.956458366E0,-1.358623946E-1
4.938240104E1,-6.371962327E-1,3.453932160E0,-8.192731194E-1
4.940723304E1,7.727381998E-1,-3.255883165E-1,-1.409949635E0
4.943207204E1,1.424931371E-1,-9.625335574E-2,-1.133654662E0
4.945690504E1,-2.593322003E-1,-8.095785820E-1,3.743326065E-1
4.948174304E1,-8.900251597E-1,-7.872708696E-1,1.088716471E0
4.950657604E1,-7.153372532E-1,-1.564029907E0,2.792162418E-2
4.953141563E1,-3.203625137E-1,-1.183163622E0,-1.693236709E-1
4.955624763E1,-6.133863705E-1,-1.454749540E0,-4.328798997E-1
4.958108662E1,2.387681276E-1,-1.828461757E0,4.946042776E-1
4.960591863E1,-1.215261912E-1,-5.286473519E-1,-3.915833545E-1
4.963075763E1,-6.983510917E-1,-6.600525601E-1,-1.155765031E0
4.965559063E1,-5.284163868E-1,-1.664345799E-1,-8.699516684E-1
4.968042963E1,-5.852945924E-2,-2.378837362E-1,-6.681879374E-1
4.970526163E1,-3.293847674E-1,-1.392216053E0,-4.822768852E-1
4.973010063E1,-6.876600426E-1,-3.437426054E-1,-4.177098835E-1
4.975493262E1,-6.213251352E-1,6.922092495E-1,-6.785696688E-1
4.977977163E1,-9.141829312E-2,-1.738692232E-1,-7.857967865E-1
4.980460463E1,9.324262440E-2,7.366007260E-1,-8.640933430E-1
4.982944262E1,3.202578485E-2,1.375844873E0,-5.177490190E-1
4.985427563E1,1.587612605E-1,5.329726835E-1,-5.329301450E-1
4.987911462E1,-3.421702892E-1,4.439153498E-1,5.651094192E-1
4.990394663E1,-1.233774197E-1,2.135538373E-1,5.344881356E-1
4.992878563E1,1.023502475E-1,-1.054167320E0,7.786386251E-1
4.995361762E1,9.686731339E-2,-5.071437412E-1,1.602999553E-1
4.997845663E1,-3.470690864E-1,-9.035293043E-1,6.735322925E-1
5.000328962E1,-1.038576012E0,-3.958043133E-1,4.638756976E-1
5.002812763E1,6.272512883E-1,-9.639672216E-1,-5.530319953E-1
5.005296063E1,6.652032262E-1,-1.325691989E0,-5.830472150E-1
5.007779962E1,4.553688759E-1,-5.375078205E-1,-1.399672277E0
5.010263163E1,-4.673264319E-1,9.664438829E-1,-1.640047219E0
5.012747063E1,-1.542910641E-1,1.574150122E0,-5.031181160E-1
5.015230363E1,4.782285655E-1,-3.484705909E-1,2.079553476E-1
5.017714163E1,-3.129523373E-1,-1.855813570E0,5.934733853E-1
5.020197463E1,-4.216263485E-1,-1.446837818E0,-5.098000216E-1
5.022681363E1,-3.563035941E-1,-1.200214614E0,-5.493143356E-1
5.025164562E1,-8.550149560E-2,-1.084482575E0,-5.621849343E-1
5.027648463E1,9.135397375E-2,-7.507131272E-1,-8.344590694E-2
5.030131663E1,3.757420778E-3,-1.061262624E0,8.409272593E-1
5.032615562E1,6.250463033E-1,-7.004743619E-1,-1.369499767E-1
5.035098863E1,4.473698848E-1,-9.668241712E-1,-3.242158288E-1
5.037582663E1,2.909083343E-1,-1.297291770E0,3.098439574E-2
5.040065963E1,5.724658012E-1,-1.127720323E0,-5.729365021E-2
5.042549863E1,8.397794509E-1,-1.281033002E0,7.855316153E-1
5.045033062E1,6.811661249E-1,-6.278686081E-1,-4.153306514E-2
5.047516963E1,1.016331450E0,-1.366859895E0,2.254429078E-1
5.050000163E1,1.303688185E0,-2.415022564E0,2.938823743E-1
5.052484012E1,2.089677930E-1,-2.504135007E0,4.755916174E-1
5.054967313E1,-2.842173654E-1,-1.545861293E0,-1.741663349E-1
5.057451113E1,3.044978482E-1,-2.471779951E-1,-1.536217772E0
5.059934413E1,4.786378706E-1,4.781699471E-1,-1.927587265E0
5.062418313E1,-1.199421805E-1,9.557205279E-1,-2.608144695E0
5.064901513E1,-5.750602108E-1,6.128259149E-1,-3.802105200E0
5.067385413E1,-5.289426363E-1,3.552931222E-1,-2.233649097E0
5.069868712E1,-3.190983456E-1,8.986638361E-1,-1.491319488E0
5.072352513E1,-7.314475018E-1,1.646465415E0,-1.945477406E0
5.074835813E1,-1.309140714E0,1.671953136E0,-2.108550403E0
5.077319713E1,-5.124944186E-1,1.612480375E0,-1.434759371E0
5.079802913E1,-5.106162930E-1,2.042856058E0,-1.023607725E0
5.082286812E1,-1.022361099E0,1.788415931E0,-1.507718589E0
5.084770013E1,-6.545630479E-1,1.388236146E0,-1.568240780E0
5.087253913E1,-3.080792677E-1,1.391789353E0,-1.508556057E0
5.089737213E1,-3.309395421E-1,7.433039010E-1,-1.203037723E0
5.092221013E1,-7.748262405E-2,2.562543721E-1,-1.060294179E0
5.094704312E1,-5.957903445E-2,-4.445588359E-1,-9.586276174E-1
5.097188213E1,-5.137585866E-1,-2.206632476E-1,-1.107822979E0
5.099671413E1,-3.196807283E-1,1.686309220E-1,-7.739431648E-1
5.102155312E1,-7.103957713E-1,1.361111644E0,-9.329349518E-2
5.104638513E1,-4.465220386E-1,1.318996634E0,1.866035087E-1
5.107122412E1,8.956472576E-2,4.208926983E0,2.791767147E0
5.109605713E1,-1.821378440E-1,4.125869624E0,1.410155457E0
5.112089513E1,-7.815750968E-1,3.987534442E0,-6.202039316E-2
5.114572813E1,4.242692900E-1,1.157598426E0,-9.092736089E-1
5.117056713E1,3.837504244E-1,2.690925188E0,-1.627702724E0
5.119539912E1,-6.899024498E-1,3.651616580E0,-1.648618068E0
5.122023813E1,1.905818081E-1,-7.326703008E-1,-2.814023696E0
5.124507113E1,1.969709437E0,-3.405518968E0,-1.271216989E0
5.126990912E1,1.058930755E-2,-1.832897016E0,1.459202779E0
5.129474213E1,-8.196930957E-1,8.598193207E-1,1.185969701E0
5.131958112E1,6.809538710E-1,1.051601562E0,-3.254805815E-1
5.134441313E1,9.673306131E-1,-7.421502453E-1,-2.241354704E-1
5.136925213E1,-1.003457635E0,-5.374002682E-1,-2.262705812E-1
5.139408413E1,-9.149079859E-1,-4.939512898E-1,-1.373987505E0
5.141892313E1,-4.956228626E-1,-1.889326009E-1,-1.862900687E0
5.144375612E1,-4.278612345E-1,-1.076690941E-1,-1.590276304E0
5.146859413E1,7.657922924E-2,-3.253272383E-1,2.848348314E-1
5.149342713E1,4.277834666E-1,-4.765869597E-1,3.308237672E-1
5.151826604E1,-5.109413981E-2,1.087727561E-1,-1.021020040E0
5.154309804E1,-9.803827679E-1,1.158244835E0,-1.312968886E0
5.156793704E1,1.680396223E-1,7.718094427E-1,1.928204146E-1
5.159276904E1,7.237508118E-1,-2.639747433E-2,-3.958714101E-1
5.161760804E1,1.472305512E-1,-5.518650372E-1,-2.834145427E-3
5.164244104E1,-2.900359297E-1,9.071355745E-1,-1.183129123E0
5.166727904E1,-5.315943485E-1,7.322786104E-1,-7.859713259E-1
5.169211204E1,-1.227774954E-1,-1.447446952E0,-1.194118381E-1
5.171695104E1,-3.438303137E-1,-1.522841243E0,4.965891150E-1
5.174178304E1,-2.030661982E-1,-7.138800540E-1,4.155762345E-2
5.176662204E1,-3.532776600E-1,-4.280384052E-1,1.303367758E-1
5.179145504E1,-1.097432331E0,3.362777576E-1,-3.116565943E-1
5.181629304E1,-1.987398434E-1,9.746009680E-1,2.944850761E-1
5.184112604E1,2.740829712E-1,-1.035786013E-1,-8.019427031E-2
5.186596504E1,-4.475751221E-2,-3.088299040E-1,-8.538510677E-1
5.189079704E1,-9.010266960E-2,2.444166110E-1,-1.059276617E0
5.191563604E1,8.554008722E-2,7.391377598E-2,-3.232574701E-1
5.194046804E1,-2.196079713E-1,5.919151023E-2,-1.338541976E0
5.196530704E1,-5.788714260E-1,-4.483102633E-1,-1.101359613E0
5.199014004E1,-3.482350212E-1,-9.762425007E-1,-9.865699992E-1
5.201497804E1,-2.618324697E-1,-9.103296161E-2,-4.013341713E-1
5.203981104E1,-3.717981309E-1,2.030435403E-1,-3.860521808E-1
5.206465004E1,-4.358286506E-1,1.325466140E0,-3.019572330E-1
5.208948204E1,-1.720040345E-1,8.926090443E-1,2.303919911E-2
5.211432104E1,4.249469823E-1,-2.286470358E-1,4.204402408E-1
5.213915304E1,2.757956207E-1,-5.404727608E-3,-2.033869180E-1
5.216399204E1,-1.107548014E0,2.366890039E-1,-2.064719090E-1
5.218882504E1,-1.120737578E0,-2.707135132E-1,-8.814987499E-1
5.221366304E1,8.570030093E-1,-7.368253322E-1,-1.962866440E-1
5.223849604E1,1.008162305E0,5.806285143E-4,1.193100965E-1
5.226333504E1,2.102635360E-1,1.905838546E-1,1.292187881E-1
5.228816704E1,-3.698398983E-1,4.267489479E-1,-1.230818430E-1
5.231300604E1,-2.348616028E-1,-1.159220736E-1,-1.609875879E-1
5.233783904E1,-3.062221920E-1,-6.585442708E-1,-6.084445962E-1
5.236267704E1,-6.667240870E-1,-4.533682510E-1,-4.761691761E-1
5.238751004E1,-7.355902541E-1,-8.632298554E-1,-5.781478330E-1
5.241234904E1,-1.589723450E-1,-1.290132000E0,-3.829329836E-1
5.243718104E1,-4.459221143E-1,8.106945232E-3,-6.018068370E-1
5.246202004E1,-1.131652576E-1,3.969271979E-1,-8.334653351E-1
5.248685204E1,-1.856315553E-2,4.584956744E-1,-1.149104176E0
5.251169104E1,-3.377176344E-2,2.030474871E-2,-5.567578411E-1
5.253652404E1,-9.561717868E-2,-3.330049979E-1,-1.490966901E-1
5.256136204E1,-8.479515195E-2,3.975703186E-1,-4.666791451E-1
5.258619504E1,-2.000408489E-1,6.431826121E-1,-5.977982783E-1
5.261103404E1,-2.599672079E-1,1.306492510E0,-4.971291053E-1
5.263586604E1,-3.847280788E-1,1.097157512E0,-1.055176842E-1
5.266070504E1,3.769869500E-1,3.500790138E-2,2.323989017E-1
5.268553704E1,-4.788109481E-2,-2.145287874E-1,4.159884632E-1
5.271037604E1,-3.043113220E-1,3.409767263E-3,-2.674180225E-1
5.273520904E1,1.140294760E-1,-1.503549561E-1,-5.580332650E-1
5.276004804E1,-6.434849131E-1,-1.915313082E0,-1.599906961E0
5.278488004E1,-8.036348873E-1,-2.645976765E0,-5.528264657E-1
5.280971904E1,3.192831177E-1,-1.631025258E0,1.610733958E-1
5.283455104E1,6.003769004E-1,-1.293651147E0,3.941258700E-1
5.285939004E1,-5.680803895E-1,-1.962941869E0,1.276870369E0
5.288422304E1,-7.489534807E-1,-2.895032776E0,1.560336514E0
5.290906104E1,-7.488991016E-1,-3.835859714E0,9.030792148E-1
5.293389404E1,-2.209288573E-1,-4.051524908E0,1.010748382E0
5.295873304E1,1.401651852E0,-2.266888033E0,1.362669196E0
5.298356504E1,1.700211852E0,7.126007563E-1,4.308756204E-1
5.300840404E1,8.786458933E-1,3.150083352E0,-2.216901648E0
5.303323604E1,6.067521197E-1,3.127683254E0,-1.484072303E0
5.305807504E1,-1.716181183E-1,2.311201741E0,4.737662628E-2
5.308290804E1,-4.310362726E-1,1.398581186E0,6.431950374E-1
5.310774604E1,-7.422017008E-1,-1.435561609E-1,9.934243977E-1
5.313257904E1,-8.823004031E-1,-3.988488123E-1,7.696152020E-1
5.315741804E1,-7.007893807E-1,2.018017378E-1,1.204526424E-1
5.318225004E1,-1.057255527E0,1.949891469E-1,-2.827245712E-2
5.320708904E1,-9.141034091E-1,-1.262929876E-1,-3.038118236E-1
5.323192104E1,-7.132644153E-1,7.503704073E-1,-2.544660012E-1
5.325676004E1,-1.899176813E0,1.676735281E0,-2.464531231E-1
5.328159304E1,-2.252956749E0,1.731683175E0,2.006916440E-1
5.330643204E1,-6.508477271E-1,1.603780010E0,-1.697563648E-2
5.333126404E1,1.791276973E0,5.772298202E-1,3.644978821E-1
5.335610304E1,5.287711374E0,-4.351318087E-1,-1.307780359E0
5.338093504E1,2.892417608E0,9.318649844E-1,1.468510816E0
5.340577404E1,1.569784445E-1,1.012947081E0,2.125404418E0
5.343060704E1,-5.070529997E-2,2.718354185E0,-1.102957657E0
5.345544504E1,-2.271467865E-1,3.206580904E0,-1.555783871E0
5.348027804E1,-2.674282551E-2,1.888413844E0,-9.974578071E-1
5.350511704E1,-1.101899019E0,1.056265886E0,-1.443420267E-1
5.352994954E1,-9.396200734E-1,-5.211450818E-1,-6.828612328E-2
5.355478854E1,-2.442276728E-1,-2.764809728E0,8.077782243E-2
5.357962054E1,3.721694291E-2,-3.481758182E0,2.376685587E-1
5.360445954E1,-8.509704369E-1,-2.353294093E0,-6.848443159E-1
5.362929254E1,-5.453481692E-1,-1.890087024E0,-3.536746860E-1
5.365413054E1,1.845357871E-1,-5.486743578E-1,-7.759196699E-1
5.367896354E1,8.250362813E-2,7.383334753E-1,-8.673201290E-1
5.370380254E1,2.160546184E-3,1.460724225E0,-4.475376999E-1
5.372863454E1,5.771201849E-4,9.644689858E-1,-6.780267549E-1
5.375347354E1,-2.495229113E-1,8.807458112E-2,-5.319138989E-1
