Time (s)	X (m/s^2)	Y (m/s^2)	Z (m/s^2)
1.487037417	-0.03737014	-0.058390515	0.014896659
1.511868417	-0.088550234	-0.113932851	0.062611693
1.536704417	-0.057971635	-0.054796304	0.022424072
1.561535417	-0.097225163	-0.064004646	-0.029537502
1.586371417	-0.064801183	-0.030583788	-0.045962331
1.611202417	-0.013980108	0.001897568	-0.033872628
1.636038417	-0.061942479	-0.09919392	-0.022004242
1.660868417	-0.054052831	-0.116955861	-0.027890926
1.685705417	-0.03451319	-0.022262689	-0.075161279
1.710535417	0.015262987	-0.022518943	-0.037886741
1.735372417	-0.039424267	-0.101738921	-0.020164708
1.760202417	-0.074781795	-0.143932429	-0.023262563
1.785039417	-0.094330207	-0.189729211	0.068632571
1.809869417	-0.070145538	-0.165716377	0.08707235
1.834706417	-0.049326527	-0.059919196	-0.090721597
1.859536417	0.006586304	0.012000387	-0.155856071
1.884373417	-0.007851056	0.083986774	-0.067771568
1.909203417	-0.0528676	0.076581422	-0.049707473
1.934040417	-0.099345363	0.045716017	0.001860292
1.958870417	-0.05332076	-0.005726178	0.022036986
1.983707417	-0.071792699	-0.071591189	-0.033745159
2.008537042	-0.058494376	-0.09478702	-0.013779841
2.033374042	-0.057447724	-0.105238333	0.016366064
2.058204042	-0.050116485	-0.087523024	0.013250668
2.083040042	-0.021882035	0.00353318	-0.020188097
2.107871042	-0.019342589	0.087026157	-0.041476055
2.132707042	-0.062330149	0.19712762	-0.065614238
2.157538042	-0.028653696	0.201705259	-0.043800323
2.182374042	-0.038781658	0.08835384	-0.010631115
2.207205042	-0.049170991	0.019956255	-0.035310166
2.232041042	-0.039919526	0.023819729	-0.004660816
2.256872042	-0.047896298	-0.00389505	0.012516842
2.281708042	-0.054208952	-0.0575051	0.014947237
2.306539042	-0.050793008	-0.087445256	0.010580829
2.331375042	-0.062211451	-0.138017898	0.030755477
2.356206042	-0.042744901	-0.110811388	0.040042025
2.381042042	-0.051298208	-0.10942991	-0.012369492
2.405873042	-0.056167769	-0.101276553	-0.021636744
2.430709042	-0.041770754	-0.077773669	0.017244316
2.455540042	-0.019782885	-0.049585485	0.000254062
2.480376042	-0.063900127	0.00661956	-0.044041813
2.505207042	-0.056927322	0.045428188	-0.035735843
2.530043042	-0.03886118	0.045458082	-0.022902082
2.554874042	-0.058861581	0.021022641	-0.045758848
2.579710042	-0.013600624	0.02045473	-0.018263193
2.604541042	-0.028499329	0.010305279	-0.02691795
2.629377042	-0.061055456	-0.002032419	-0.027165872
2.654208042	-0.03084991	0.0280833	-0.063312482
2.679044042	-0.025992043	0.012089411	-0.035124224
2.703875042	-0.055298873	0.001325856	-0.005492874
2.728711042	-0.028404019	0.034547543	-0.010447513
2.753542042	-0.060678896	0.051509584	-0.035297302
2.778378042	-0.06394632	-0.007731189	-0.014848419
2.803209042	-0.014956593	0.015509009	0.006730438
2.828045042	-0.082875511	-0.032573084	-0.010284083
2.852876042	-0.058062267	-0.015556371	-0.014103777
2.877712042	-0.045480228	-0.009819449	-0.019361008
2.902543042	-0.054018332	-0.023845238	-0.027241008
2.927379042	-0.022007166	-0.070653515	-0.007766564
2.952210042	-0.054185563	-0.047060146	-0.019955378
2.977046042	-0.04365999	-0.06054748	-0.014278024
3.001879458	-0.014404031	-0.083703769	-0.018028135
3.026715458	-0.043380493	-0.076560518	-0.025758739
3.051546458	-0.055938558	-0.039293435	-0.047810051
3.076382458	-0.022055697	0.031435362	0.013941809
3.101213458	-0.041480148	0.039983041	0.000436495
3.126049458	-0.086284438	0.025185273	-0.013614657
3.150880458	-0.084086469	0.027039718	-0.022710878
3.175716458	-0.042884649	0.010632431	0.008631367
3.200547458	-0.038282306	-0.01114377	0.013839482
3.225383458	-0.049761559	-0.049476946	0.012923224
3.250214458	-0.035580892	-0.052527877	0.005296993
3.275050458	-0.056619174	-0.01881634	-0.009713395
3.299881458	-0.068748053	-0.005175809	-0.029672573
3.324717458	-0.04948674	0.039359217	-0.009965702
3.349548458	-0.052657685	0.043748794	0.016261691
3.374384458	-0.065858944	0.012648112	-0.026116589
3.399215458	-0.04722913	0.017811569	-0.039253236
3.424051458	-0.036733963	0.011950686	-0.019232954
3.448882458	-0.053896126	0.013721222	0.002441505
3.473718458	-0.033541968	-0.008807076	-0.003060433
3.498548458	-0.026903624	-0.022679815	-0.015210654
3.523385458	-0.059253345	-0.005797222	-0.02805611
3.548215458	-0.072814792	-0.001763228	-0.021182123
3.573052458	-0.030949897	0.002533745	-0.011087783
3.597882458	-0.045714701	-0.015655335	-0.015585169
3.622719458	-0.061888685	-0.019997039	-0.027186337
3.647549458	-0.035277421	-0.008174919	-0.015949742
3.672386458	-0.032086011	-0.045423145	-0.00854132
3.697216458	-0.017763256	-0.04804394	-0.011611986
3.722053458	-0.047005767	-0.030978402	-0.008603885
3.746883458	-0.050922816	-0.01515993	0.004760511
3.771720458	-0.076243599	0.029527562	0.012840193
3.796550458	-0.054580835	0.015438257	0.001063024
3.821387458	-0.065853097	-0.022595469	-0.005471532
3.846217458	-0.03365248	-0.009057337	0.002267258
3.871054458	-0.047132066	0.020593601	0.004615792
3.895884458	-0.054222985	0.01414785	0.002886478
3.920720458	-0.044859254	-0.012279153	-0.015491613
3.945551458	-0.04398568	-0.013850227	-0.006743594
3.970387458	-0.041801745	-0.020784878	-0.00232573
3.995216167	-0.042468327	0.005258036	-0.006769322
4.020052167	-0.056304594	-0.004043715	-0.024378796
4.044883167	-0.033836083	0.004069662	-0.02154582
4.069719167	-0.059760883	0.000714676	-0.012855688
4.094550167	-0.040475011	-0.001415611	-0.0053809
4.119386167	-0.05241678	-0.004072147	0.003710935
4.144217167	-0.060637965	-0.004088958	-0.014518929
4.169053167	-0.044147648	-0.021224662	-0.021024249
4.193884167	-0.025371069	-0.050792131	-0.02255388
4.218720167	-0.037470127	-0.056519333	-0.023965398
4.243551167	-0.059456828	-0.037105334	-0.010301332
4.268387167	-0.045897135	0.000546568	0.004724258
4.293218167	-0.041577212	0.00166134	0.010728179
4.318054167	-0.062958725	-0.005145988	-0.027421395
4.342885167	-0.060591772	-0.004693633	-0.030197068
4.367721167	-0.031319441	0.004400615	-0.006381359
4.392552167	-0.047982836	-0.031842402	0.003793966
4.417388167	-0.055015867	-0.020997351	-0.013545952
4.442219167	-0.046043315	0.002955621	-0.026651901
4.467055167	-0.039178099	0.006542523	-0.007003503
4.491886167	-0.042547849	-0.014988022	-0.01035922
4.516722167	-0.045296625	-0.03026051	-0.029582233
4.541553167	-0.040981965	-0.013733209	-0.02111108
4.566389167	-0.047398115	-0.006191324	-0.01436924
4.591220167	-0.042679412	-0.011915018	-0.018552046
4.616056167	-0.030102051	-0.022047073	-0.032645297
4.640887167	-0.042179475	-0.013758206	-0.029839219
4.665723167	-0.057120865	-0.021585874	-0.034278717
4.690554167	-0.051785865	-0.017811057	-0.025312889
4.715390167	-0.047517398	-0.014910546	-0.014131258
4.740221167	-0.053873906	-0.033509223	-0.009950499
4.765057167	-0.045156877	-0.056203291	-0.020949112
4.789888167	-0.052862338	-0.045375855	-0.021722699
4.814724167	-0.036364419	-0.046853447	-0.014369825
4.839555167	-0.044317217	-0.043623591	-0.011440662
4.864391167	-0.036695956	-0.03290316	0.008012732
4.889222167	-0.058063436	-0.037380811	-0.014511035
4.914058167	-0.042097614	-0.006837149	-0.025736227
4.938889167	-0.052093429	0.008754159	-0.022261227
4.963725167	-0.035572121	-0.047158087	-0.003445764
4.988556167	-0.028596978	-0.015851729	0.004065569
5.013391917	-0.037794063	0.014463819	0.001746856
5.038222917	-0.065502264	0.016678159	-0.005205191
5.063058917	-0.076786805	0.029092821	-0.013822525
5.087889917	-0.060623932	-0.004325185	-0.024208642
5.112725917	-0.034717843	-0.023222948	-0.020105066
5.137556917	-0.039362286	-0.018294841	-0.033172131
5.162392917	-0.031401887	-0.009203225	-0.025419893
5.187223917	-0.042615092	0.008795089	-0.033683763
5.212059917	-0.045981334	-0.020993843	-0.021421567
5.236890917	-0.040714163	-0.037535982	-0.013017949
5.261726917	-0.040233521	-0.018241997	-0.010942479
5.286557917	-0.048892078	-0.00229167	-0.017041125
5.311393917	-0.059693055	0.018719642	-0.022519674
5.336224917	-0.074632691	0.018216489	-0.014641136
5.361060917	-0.046375437	0.015789675	-0.009723627
5.385891917	-0.036557377	0.029486924	0.007138281
5.410727917	-0.134076655	0.072889709	-0.025817504
5.435558917	-0.002690889	0.11481695	-0.020604126
5.460394917	-0.104422501	0.07736853	-0.150916344
5.485225917	-0.054625273	0.049020717	-0.152821659
5.510061917	0.058656929	0.053486455	-0.095102331
5.534892917	0.042351968	-0.224840279	0.085575463
5.559728917	-0.050512927	-0.388019038	0.083328378
5.584558917	-0.052034372	-0.186446876	0.119276475
5.609395917	-0.164635373	-0.140655211	0.116381519
5.634225917	-0.020446544	-0.018284974	0.104271058
5.659062917	-0.136511436	0.384610842	-0.188488797
5.683892917	-0.145979832	0.298247467	-0.207909447
5.708729917	-0.045149276	0.101922597	-0.065039457
5.733559917	-0.029576971	-0.280410389	0.021213406
5.758396917	0.084439641	-0.473898264	-0.010794252
5.783226917	0.114495499	-0.311089268	0.073209771
5.808063917	0.043951181	-0.125887776	-0.011259691
5.832893917	-0.093898682	0.015667395	-0.047281463
5.857730917	-0.180170256	0.337590457	0.043857626
5.882560917	-0.200412732	0.438823521	0.080681636
5.907397917	-0.122282236	0.34753701	0.014297319
5.932227917	-0.069466676	0.203675551	-0.021702233
5.957063917	-0.035110776	-0.035601211	0.0386767
5.981894917	-0.014785854	-0.180562019	0.010108082
6.006730792	0.004555566	-0.184145997	-0.094763193
6.031561792	-0.01352461	-0.074116894	-0.097878589
6.056397792	-0.059121782	0.00930292	-0.014703408
6.081228792	-0.08063135	-0.011170228	0.029223214
6.106064792	-0.087674906	0.046371124	-0.014139445
6.130895792	0.027654991	0.109870936	-0.079992249
6.155731792	-0.049378567	0.027133273	-0.113080765
6.180562792	-0.055107669	-0.068232329	-0.079710413
6.205398792	0.035850449	-0.091733385	-0.00062419
6.230229792	-0.034414957	-0.250152364	0.103558867
6.255065792	-0.030812488	-0.217996552	0.130331513
6.279896792	-0.056001708	-0.109464774	0.068561235
6.304732792	-0.100909494	-0.007906897	0.002932963
6.329563792	-0.096670847	0.188530459	-0.037317807
6.354399792	-0.112166553	0.278140939	-0.055511127
6.379230792	-0.096826968	0.13480668	-0.048690934
6.404066792	-0.023107027	-0.127038361	0.007752823
6.428897792	0.014827369	-0.151211116	0.031635191
6.453733792	0.003765022	-0.038897287	-0.019456318
6.478564792	-0.050573738	0.062405652	-0.046975069
6.503400792	-0.079188842	0.207071541	-0.033775856
6.528231792	-0.065756618	0.172032101	-0.01593951
6.553067792	-0.109017243	-0.011188501	-0.038882522
6.577898792	-0.033571204	-0.117479041	-0.037723897
6.602734792	0.010843661	-0.231163093	-0.038683132
6.627565792	0.035975579	-0.269605904	-0.037058776
6.652401792	0.001638975	-0.196193162	0.04633743
6.677232792	-0.051160213	-0.049404733	0.081449668
6.702068792	-0.190281261	0.120436782	0.086829398
6.726899792	-0.117930154	0.248903837	0.071918706
6.751735792	-0.095349376	0.178495175	-0.045578169
6.776566792	-0.067364017	0.0587757	-0.114699859
6.801402792	0.020571089	-0.004405731	-0.076774819
6.826233792	0.017382018	-0.110199257	-0.027524014
6.851069792	0.006171151	-0.172014267	0.067796711
6.875900792	-0.054806537	-0.017603481	0.045529637
6.900736792	-0.174058746	0.182515062	-0.037628879
6.925567792	-0.043801492	0.215663586	-0.105896291
6.950403792	0.005021589	-0.005676404	-0.133943046
6.975234792	-0.074686486	-0.160666283	-0.089164776
7.000071292	0.011902007	-0.226092607	-0.031411827
7.024902292	0.052592196	-0.23749168	0.088227468
7.049738292	0.059255683	-0.225736146	0.164638882
7.074569292	-0.170009549	-0.06478598	0.093594042
7.099405292	-0.204768907	0.196395548	0.068561235
7.124236292	-0.078659084	0.329774046	0.024489601
7.149072292	-0.079340284	0.136159872	-0.072460743
7.173903292	-0.064856147	0.035652667	-0.133330843
7.198739292	0.064560277	-0.180567867	-0.032470758
7.223570292	0.058219557	-0.286787363	0.020098927
7.248406292	-0.071265864	-0.13778072	0.058198799
7.273237292	-0.178754645	0.133946627	0.038750814
7.298073292	-0.022238131	0.35534582	-0.04416402
7.322904292	-0.072399055	0.25397944	-0.152543185
7.347740292	-0.044538826	0.109653566	-0.16039585
7.372571292	-0.008743926	-0.009569115	-0.067114634
7.397407292	-0.001902099	-0.319659678	0.079039153
7.422238292	-0.023640878	-0.255468287	0.14293811
7.447074292	-0.160990219	0.029058104	0.111973156
7.471905292	0.018908726	0.176843556	0.039500865
7.496741292	-0.058178626	0.147604042	-0.151347868
7.521572292	-0.056056672	0.093106677	-0.150268764
7.546408292	-0.052979282	-0.054655825	0.038204245
7.571239292	-0.021306669	-0.197657816	0.133683722
7.596075292	0.03058737	-0.135669071	0.088622885
7.620906292	-0.068095504	0.004431897	0.055435113
7.645742292	-0.145748282	0.157693632	0.000746251
7.670573292	-0.03238305	0.254220126	0.019636997
7.695409292	-0.104642356	0.105595452	-0.050124671
7.720239292	-0.134899943	0.013864552	-0.052662948
7.745076292	-0.02917936	-0.090549251	0.023640001
7.769906292	0.013446842	-0.275162586	-0.003933861
7.794743292	0.043012118	-0.285541029	-0.021384729
7.819573292	0.012622384	-0.228273253	0.028637323
7.844410292	-0.006392761	0.027847511	0.043007733
7.869240292	-0.037032171	0.173222448	0.017406284
7.894077292	-0.182281101	0.373350932	-0.046879321
7.918907292	-0.142805963	0.379989349	0.010268588
7.943744292	-0.10684968	0.175545839	0.075926972
7.968574292	-0.070223306	-0.009559174	-0.017265951
7.993410667	-0.013539228	-0.104175894	-0.070275638
8.018240667	0.004584802	-0.139931984	-0.063430449
8.043077667	0.001451279	-0.200463164	-0.026585828
8.067907667	-0.012298449	-0.257625325	0.020156668
8.092743667	-0.033181779	-0.27228773	0.011174906
8.117574667	-0.057397438	-0.157381171	-0.028224802
8.142410667	-0.038882815	-0.040484221	-0.022713217
8.167241667	-0.052865261	-0.007240461	-0.010048732
8.192077667	-0.071490982	0.033408213	-0.002131018
8.216908667	-0.075902122	0.071033584	-0.04004144
8.241744667	-0.049146432	0.126121957	-0.03205239
8.266575667	-0.006792126	0.110997987	0.016834134
8.291411667	-0.059267378	-0.025740613	0.008205982
8.316242667	-0.029657078	-0.055728789	-0.026695755
8.341078667	-0.013131677	-0.024220483	-0.012742545
8.365909667	-0.00711957	-0.034038104	0.034564061
8.390745667	-0.078312344	-0.02513031	0.027929518
8.415576667	-0.094506208	0.006030672	0.041129023
8.440412667	-0.057610862	0.042151554	0.064728385
8.465243667	-0.063573852	0.016723695	0.024369002
8.490079667	-0.10980077	0.021052023	-0.085283979
8.514910667	-0.039614301	0.025509136	-0.043262233
8.539746667	-0.007504317	-0.070201233	-0.003524994
8.564577667	0.001545419	-0.133697463	-0.044621272
8.589413667	-0.01011159	-0.07478925	-0.120679222
8.614244667	-0.030356405	-0.012862413	-0.085466412
8.639080667	-0.022258596	0.001393391	0.002668669
8.663911667	-0.018104734	-0.024317035	0.004328255
8.688747667	-0.07498177	-0.015168554	0.01161257
8.713578667	-0.069057956	0.029305952	0.015303333
8.738414667	-0.07713413	0.080150416	0.034150078
8.763245667	-0.068302495	0.068744399	0.018864579
8.788081667	-0.049804829	0.009278362	0.004855528
8.812912667	-0.030973871	0.003033535	-0.041636853
8.837748667	-0.017414178	-0.007531725	-0.048779666
8.862579667	-0.006675766	-0.027148184	-0.045819074
8.887415667	-0.02915948	-0.037026397	-0.02228447
8.912246667	-0.007489699	-0.015496803	-0.020262795
8.937082667	-0.090247096	0.028970103	-0.048941049
8.961913667	-0.085055353	0.06149429	0.00302301
8.986749667	-0.066913782	0.063364668	0.049521531
9.011580667	-0.079630306	0.022571422	0.039138923
9.036416667	-0.072128913	-0.031860893	-0.02536873
9.061247667	-0.044156418	-0.023244729	-0.035203747
9.086083667	-0.022142821	-0.043202372	0.019826885
9.110914667	-0.04330331	-0.05895499	0.018058833
9.135750667	-0.03196205	-0.088156935	-0.037867592
9.160581667	0.009138029	-0.113004459	-0.021803682
9.185417667	-0.046671306	-0.070373433	-0.015519972
9.210248667	-0.057466435	-0.049677506	-0.024482584
9.235084667	-0.029967565	-0.036026596	-0.000962159
9.259915667	-0.039863393	-0.057793368	0.01523609
9.284751667	-0.04307176	-0.022007166	-0.007969755
9.309581667	-0.048365244	0.006574025	-0.038900356
9.334418667	-0.046998165	0.025899657	-0.041449742
9.359248667	-0.057259444	0.012648112	-0.025212024
9.384085667	-0.040431742	-0.003843521	0.010586676
9.408915667	-0.035597264	-0.00131577	-0.002619845
9.433752667	-0.038044909	-0.014904407	-0.056766231
9.458582667	-0.046898763	-0.005751175	-0.036070012
9.483419667	-0.030565735	0.003133011	0.002571898
9.508249667	-0.045890703	-0.028002462	-0.032173427
9.533086667	-0.033869997	-0.045808403	-0.031332013
9.557916667	-0.045874915	-0.002133284	-0.016782386
9.582752667	-0.064679561	0.054973475	0.001726098
9.607583667	-0.068800678	0.071846566	-0.017819682
9.632419667	-0.048232512	0.03241901	-0.032331594
9.657250667	-0.035125394	0.017133657	-0.014524776
9.682086667	-0.042132697	0.020686572	-0.039528347
9.706917667	-0.066371745	-0.030033273	-0.028307248
9.731753667	-0.056961236	-0.03263258	0.012294063
9.756584667	-0.036135208	0.001431837	0.040054889
9.781420667	-0.07944495	0.007603865	-0.052066824
9.806251667	-0.051925614	-0.011180973	-0.055617253
9.831087667	-0.038710322	0.006384867	-0.014809828
9.855918667	-0.035100251	-0.01756065	0.020376377
9.880754667	-0.077633482	-0.015161392	-0.028164576
9.905585667	-0.05795994	0.002260534	-0.037095321
9.930421667	-0.042545511	-0.045368692	0.013929529
9.955252667	-0.040400167	-0.092874031	0.005073629
9.980088667	-0.02491674	-0.046370028	-0.041782741
10.00491954	-0.011596783	-0.0416207	-0.040122132
10.02975554	-0.041742688	-0.073965743	0.004496801
10.05458654	-0.011257644	-0.080577701	-0.004397399
10.07942254	-0.022760287	-0.088371163	-0.011186601
10.10425354	-0.025648811	-0.07493565	-0.022994176
10.12908954	-0.056726178	-0.002351531	-0.043356519
10.15392054	-0.042099953	0.003975814	-0.030689111
10.17875654	-0.022097213	-0.061907396	-0.007793169
10.20358754	-0.03081775	-0.084534366	-0.024983398
10.22842354	-0.040693697	-0.189728261	-0.046262293
10.25325454	-0.059846252	-0.200872469	-0.003368873
10.27809054	-0.087453296	0.056125669	-0.018109412
10.30292154	-0.137839338	0.214383192	-0.031446326
10.32775754	-0.165295524	0.234446962	-0.064639215
10.35258854	-0.163290514	0.188504292	-0.032305282
10.37742454	-0.00397903	0.237371008	-0.487762889
10.40225554	-0.25993037	0.408662121	-0.398774991
10.42709154	-0.005884638	0.386247185	-0.353406883
10.45192254	-0.09342038	0.212154452	-0.039585065
10.47675854	-0.14973199	0.059033343	0.19684213
10.50158954	-0.14756969	0.000351418	0.143045114
10.52642554	-0.114072745	0.105636748	0.083000349
10.55125654	-0.010451313	0.258972012	-0.130569495
10.57609254	0.016845828	0.211673592	-0.050351543
10.60092254	-0.062814299	0.235757908	-0.152589232
10.62575954	-0.135161313	0.387479194	0.042931427
10.65058954	0.013077298	0.668172808	0.077738878
10.67542654	0.001454787	1.061956689	0.192840003
10.70025654	-0.326667566	1.172817559	-0.00997418
10.72509354	-0.067405533	1.725371544	0.224671075
10.74992354	0.087439263	1.881160957	0.648343657
10.77476054	-0.018898201	2.100195317	0.936728625
10.79959054	-0.352039804	1.854605535	0.935205133
10.82442654	-0.830340875	0.074933823	1.289730881
10.84925754	-0.84649147	-1.427606765	1.259972354
10.87409354	-0.267032983	-1.760036908	0.054211583
10.89892454	0.086723564	-1.477818414	-0.918078639
10.92376054	0.129317606	-0.972355272	-0.605549201
10.94859154	0.05233375	-0.752888072	-0.654028612
10.97342754	-0.044851652	0.43217648	-0.605811303
10.99825854	-0.320960099	1.335636494	-0.240997379
11.02309504	-0.838085513	2.007008826	0.806085455
11.04792604	-0.790923041	1.410925974	1.290543791
11.07276204	-0.030644088	-0.875931762	1.358896572
11.09759304	0.29615621	-1.752886494	1.134319637
11.12242904	-0.086627669	-0.527823625	0.271862783
11.14726004	-0.002454076	0.05389978	0.204791712
11.17209604	0.094348918	0.492514629	0.151446394
11.19692704	0.11453526	-0.078188383	0.306493503
11.22176304	0.139216942	-0.663899589	0.363928217
11.24659404	0.324371949	-0.885473979	0.706633819
11.27143004	0.348993405	-1.196362542	1.158521701
11.29626104	0.576825485	-1.084874851	0.844685411
11.32109704	0.417692342	-0.346131193	0.622948322
11.34592804	0.0395225	0.450239114	0.099244791
11.37076404	0.597978373	-0.550168906	-3.073076692
11.39559504	-0.094608534	-1.787532709	-2.055654151
11.42043104	-0.703591951	0.306737624	-0.187038395
11.44526204	-0.120777163	0.430714383	-0.280117882
11.47009804	-0.428488641	-1.177967201	0.993222084
11.49492904	-0.790137759	-0.903818595	1.162470911
11.51976504	-0.009677142	-0.728024834	0.215039249
11.54459604	0.19097591	-1.080430967	-0.526403775
11.56943204	0.025221965	-0.516924123	-0.392766831
11.59426304	-0.065098806	0.075697177	-0.473907473
11.61909904	-0.433265231	0.080759842	0.152983334
11.64393004	-0.353756547	-0.462980489	0.274245816
11.66876604	-0.256115062	-0.723056163	0.086893425
11.69359604	-0.224806731	-0.721938906	0.124776366
11.71843304	-0.12537249	-0.75417826	-0.44836625
11.74326304	-0.12414282	-0.500034294	-0.502721382
11.76810004	-0.213401152	-0.389469586	-0.21369936
11.79293004	0.026691955	-0.277089902	-0.47131014
11.81776704	0.059218261	0.342234024	-0.678632526
11.84259704	-0.047611538	0.463851139	-0.222695886
11.86743304	0.161453319	0.565236011	-0.526083348
11.89226404	0.504317672	0.843155926	-0.727277852
11.91710004	0.191707982	1.295733341	-0.648633679
11.94193104	-0.017175027	1.185475319	-0.537140433
11.96676704	0.068956214	0.740372692	-0.154135236
11.99159804	0.221630523	0.674279567	0.034734508
12.01643329	-0.031334644	0.836407654	-0.327055529
12.04126429	-0.015406244	0.944444319	-0.185857258
12.06610029	-0.131436052	0.851878802	-0.108947661
12.09093129	0.201699704	0.837634107	-0.191246344
12.11576729	-0.019035026	0.935429082	-0.347533063
12.14059829	-0.051529173	0.561780307	-0.380388568
12.16543429	0.037712202	-0.333979802	0.200850981
12.19026529	0.070552504	-0.591354939	-0.059941854
12.21510129	0.248447608	-0.207352792	-0.159153316
12.23993229	-0.169148839	0.041722524	-0.270707081
12.26476829	0.028202875	-0.004014095	-0.317670748
12.28959929	-0.017853888	-0.119109574	-0.441039397
12.31443529	0.028682347	0.099205359	-0.277258302
12.33926629	0.289323154	0.362662258	-0.052895667
12.36410229	0.023537967	0.545008227	-0.230754226
12.38893329	-0.276478575	0.608557155	-0.33682418
12.41376929	-0.344599807	0.465539742	-0.279237584
12.43860029	-0.558935344	0.49850152	-0.168592477
12.46343629	-0.512257606	0.555617122	-0.034366133
12.48826729	-0.799312626	0.883377606	-0.126511235
12.51310329	-0.710984001	1.166827963	-0.167934372
12.53793429	-0.421440407	1.193762431	-0.348677948
12.56277029	-0.697396241	0.957716329	0.290401965
12.58760129	-0.459105247	0.887510272	0.779323334
12.61243729	-0.387398502	0.904647292	1.330869552
12.63726829	-0.660162342	0.803910437	1.425818686
12.66210429	0.112804484	1.108863637	1.569394435
12.68693529	0.70456025	1.943491691	0.164192154
12.71177129	0.716925942	2.364147256	0.238219366
12.73660129	0.536548694	1.91349796	0.387146926
12.76143829	-0.102029235	-0.05032757	-0.462215381
12.78626829	-0.664550677	-1.219598207	-0.605064321
12.81110529	-0.819482011	-2.054877641	-0.608185565
12.83593529	-0.68456745	-2.227214967	-0.651057057
12.86077129	-0.422874144	-1.026852637	-0.199821578
12.88560229	-0.389377785	-0.590754722	-0.353625569
12.91043829	-0.646497399	-0.61516502	0.402129246
12.93526929	-0.689393742	-0.754487066	0.587516681
12.96010529	-0.477111747	-0.985874765	1.06038905
12.98493629	-0.506084701	-1.091962261	1.250782578
13.00977279	-0.343031584	-0.782780062	0.452637495
13.03460379	-0.2068435	-1.063813764	0.426743832
13.05943979	-0.181534411	-0.902336618	0.171800551
13.08427079	-0.261623139	-0.347290842	0.167459579
13.10910679	0.021416012	0.039125474	0.057582064
13.13393779	-0.006402701	0.102606502	0.072908055
13.15877379	-0.355017791	-0.179442716	0.493121424
13.18360479	-0.233571707	-0.192718381	0.770828938
13.20844079	-0.297198769	-0.693202326	0.878938108
13.23327179	-0.151185023	-1.382437024	0.856521345
13.25810779	0.104761639	-2.119779396	0.782663848
13.28293879	0.145355934	-2.800718357	0.095748156
