Time (s);X (m/s^2);Y (m/s^2);Z (m/s^2);absolute;sliding average
68239468790,00;-211824157,80;2,86E+09;-3,30E+07;211824157,8;231646673,7
68264299790,00;-669515547,80;2,83E+09;-7,08E+08;669515547,8;295640031,1
68289135790,00;-842879059,90;2,56E+09;-4,37E+08;842879059,9;376669641,1
68313966790,00;-1333696096,00;2,55E+09;3,29E+08;1333696096;491023767,6
68338802790,00;-2232783855,00;3,89E+09;3,97E+08;2232783855;693862249,2
68363633790,00;-2944547875,00;6,00E+09;-1,18E+07;2944547875;988698743
68388469790,00;-2910261557,00;7,56E+09;2,05E+09;2910261557;1278692768
68413299790,00;-3401553971,00;6,37E+09;1,92E+09;3401553971;1648198400
68438136790,00;-2160198274,00;3,21E+09;3,06E+09;2160198274;1856362266
68462966790,00;-1113580002,00;-3,52E+07;1,11E+09;1113580002;1956557360
68487802790,00;-3671339239,00;-1,73E+09;-1,21E+09;3671339239;2290093325
68512633790,00;-3811086524,00;-2,67E+09;-1,81E+09;3811086524;2619894155
68537469790,00;-1615430734,00;-3,05E+08;-1,64E+09;1615430734;2651198003
68562300790,00;-1186208267,00;3,96E+08;-3,76E+09;1186208267;2534911827
68587136790,00;-2035118145,00;-2,13E+09;-2,59E+09;2035118145;2433864079
68611967790,00;-1582706791,00;-3,34E+09;-1,70E+09;1582706791;2286357994
68636803790,00;-1030258348,00;-5,52E+09;-7,73E+08;1030258348;2022880703
68661634790,00;219752397,50;-5,24E+09;-5,87E+08;219752397,5;1807275605
68686470790,00;1444185083,00;-4,46E+09;-1,21E+09;1444185083;1844009503
68711301790,00;1136507519,00;-5,17E+09;-1,24E+09;1136507519;1562361534
68736137790,00;1270177208,00;-6,42E+09;-6,24E+08;1270177208;1280038277
68760967790,00;2331261492,00;-6,08E+09;-1,98E+08;2331261492;1359575028
68785804790,00;3167253116,00;-4,57E+09;-6,52E+07;3167253116;1579691122
68810634790,00;3410490271,00;-4,47E+09;3,38E+08;3410490271;1732510247
68835470790,00;2559950189,00;-4,03E+09;9,99E+08;2559950189;1841092847
68860301790,00;1846139644,00;-2,13E+09;1,21E+09;1846139644;1931746324
68885137790,00;-1030270042,00;2,49E+09;7,40E+07;1030270042;2021803840
68909968790,00;-2532541366,00;7,71E+09;-7,91E+08;2532541366;2142732316
68934804790,00;-1621591360,00;1,05E+10;-6,08E+08;1621591360;2196630521
68959635790,00;545621818,90;6,29E+09;7,65E+07;545621818,9;2116124367
68984471790,00;2674864933,00;-3,40E+09;-4,59E+09;2674864933;2154302527
69009302790,00;-2478282128,00;-1,22E+10;1,93E+09;2478282128;2077750195
69034138790,00;-9571365774,00;6,14E+09;1,11E+10;9571365774;2762291917
69058969790,00;-4822768852,00;9,99E+09;-1,43E+10;4822768852;3013716213
69083805540,00;-526390326,60;-1,34E+10;3,45E+09;526390326,6;2867077400
69108635540,00;5947938620,00;-1,65E+10;6,64E+09;5947938620;3413485020
69133471540,00;-653919854,20;-1,57E+09;-6,89E+09;653919854,2;3204749296
69158302540,00;-2899254173,00;1,79E+09;-4,87E+09;2899254173;3346711831
69183138540,00;581181076,20;-1,48E+09;-9,90E+08;581181076,2;3350662860
69207969540,00;926054533,10;-1,72E+09;-4,03E+08;926054533,1;3156350593
69232805540,00;-21644638,18;-3,46E+08;-1,40E+08;21644638,18;2883390872
69257636540,00;-187044827,30;-4,58E+08;1,43E+08;187044827,3;1840688545
69282472540,00;694056311,80;-3,13E+08;-3,80E+08;694056311,8;1381942707
69307303540,00;846067546,60;-2,02E+08;-4,27E+08;846067546,6;1417462398
69332139540,00;459020462,00;7,62E+08;-2,82E+07;459020462;807582602,5
69356970540,00;199987639,20;1,10E+09;-3,14E+08;199987639,2;757145689,7
69381806540,00;267552216,10;8,80E+08;2,34E+08;267552216,1;464734361,2
69406637540,00;692736010,60;2,07E+08;5,51E+08;692736010,6;477129353,9
69431473540,00;419884463,00;3,48E+08;1,52E+08;419884463;420888235
69456303540,00;248251726,60;8,46E+08;-7,55E+07;248251726,6;446066800,4
69481139540,00;415052908,70;1,05E+09;1,86E+08;415052908,7;471401031,6
69505970540,00;175615859,60;1,42E+09;2,71E+08;175615859,6;413796536,9
69530806540,00;30356404,78;1,92E+09;2,06E+08;30356404,78;323161965,6
69555637540,00;-351234642,90;2,36E+09;-4,73E+08;351234642,9;311185763,5
69580473540,00;-1009750993,00;2,34E+09;-6,25E+08;1009750993;401159469,5
69605304540,00;-954821080,00;2,43E+09;5,65E+07;954821080;477522676,6
69630140540,00;-2061796067,00;3,30E+09;3,40E+08;2061796067;629640460,6
69654971540,00;-2699964107,00;5,31E+09;8,83E+07;2699964107;882982643,3
69679807540,00;-3594651836,00;7,47E+09;8,55E+08;3594651836;1254804878
69704638540,00;-4007464092,00;6,65E+09;2,02E+09;4007464092;1653961676
69729474540,00;-1940059376,00;3,17E+09;4,30E+09;1940059376;1850010955
69754304540,00;-471103733,20;-2,18E+08;2,54E+09;471103733,2;1898982881
69779141540,00;-2929087252,00;-1,90E+09;-6,73E+08;2929087252;2185410948
69803971540,00;-4867090747,00;-2,20E+09;-1,47E+09;4867090747;2614004254
69828807540,00;-3043409674,00;-1,07E+09;-1,27E+09;3043409674;2846069654
69853638540,00;-1688233831,00;1,99E+08;-3,89E+09;1688233831;2804562739
69878474540,00;-1310538783,00;-1,71E+09;-3,42E+09;1310538783;2650182147
69903305540,00;-1543238086,00;-3,24E+09;-1,57E+09;1543238086;2422247286
69928141540,00;-807748403,50;-5,16E+09;-1,44E+09;807748403,5;2066723321
69952972540,00;458490704,30;-5,53E+09;-1,59E+09;458490704,3;1902104579
69977808540,00;1698964056,00;-5,00E+09;-9,67E+08;1698964056;2038533504
70002639540,00;1742342795,00;-5,42E+09;-1,19E+09;1742342795;1906673009
70027475540,00;1906657741,00;-6,84E+09;-1,34E+09;1906657741;1577736008
70052306540,00;2244155520,00;-6,56E+09;-9,19E+08;2244155520;1488929991
70077143170,00;2586668456,00;-5,16E+09;-3,81E+08;2586668456;1588756061
70101973170,00;2507969027,00;-4,58E+09;2,04E+08;2507969027;1721803865
70126809170,00;1531255971,00;-3,46E+09;1,49E+09;1531255971;1720472519
70151640170,00;574829245,80;-1,32E+09;2,32E+09;574829245,8;1694592613
70176476170,00;-1751934568,00;1,63E+09;4,50E+08;1751934568;1838308598
70201307170,00;-2195027799,00;5,12E+09;1,25E+08;2195027799;1893426791
70226143170,00;-903843299,70;7,10E+09;1,00E+08;903843299,7;1800260181
70250974170,00;957870402,90;5,27E+09;-8,80E+07;957870402,9;1694839365
70275810170,00;-552270103,10;-2,09E+09;-3,56E+09;552270103,1;1506852097
70300641170,00;-7529327449,00;-4,76E+09;5,92E+09;7529327449;2056036430
70325477170,00;-4414472986,00;7,87E+09;-1,01E+08;4414472986;2267870203
70350308170,00;-473416307,00;1,50E+09;-9,66E+09;473416307;2150332462
70375144170,00;364370997,50;-1,13E+10;1,75E+09;364370997,5;2126948212
70399974170,00;2424692397,00;-1,00E+10;5,04E+09;2424692397;2201699082
70424811170,00;-306430352,90;-1,70E+09;-3,29E+09;306430352,9;1991854922
70449641170,00;-870386701,20;-9,45E+08;-2,97E+09;870386701,2;1988137522
70474477170,00;-655100407,00;-1,82E+09;-1,03E+09;655100407;1954496411
70499308170,00;592295463,70;-1,78E+09;-1,20E+09;592295463,7;1958943673
70524144170,00;-107547837,50;-2,45E+09;-3,10E+08;107547837,5;1134301494
70548975170,00;-306929120,40;-2,31E+09;-1,91E+08;306929120,4;677907731,6
70573811170,00;31170337,20;-1,84E+09;-9,03E+08;31170337,2;628769290,5
70598642170,00;305612912,20;-1,83E+09;-1,42E+09;305612912,2;622240614,3
70623478170,00;-47871154,55;-9,93E+08;-8,19E+08;47871154,55;358149365,2
70648309170,00;-401948713,70;-3,63E+08;-3,03E+07;401948713,7;368762516,4
70673145170,00;38783411,98;1,42E+08;2,29E+08;38783411,98;276362150,9
70697975170,00;303804368,40;1,18E+08;-9,41E+07;303804368,4;237329257,7
70722812170,00;133675535,90;1,28E+08;-4,80E+08;133675535,9;186371488
70747642170,00;-36707650,42;-2,97E+07;-7,53E+08;36707650,42;178500356,1
70772478170,00;-168937169,90;-1,15E+09;-2,39E+08;168937169,9;163167917,1
70797309170,00;-97064949,27;-1,53E+09;2,41E+08;97064949,27;170489540,7
70822145170,00;296134575,60;-1,39E+09;-2,40E+07;296134575,6;169436392,2
70846976170,00;70808612,11;-9,82E+08;-3,05E+08;70808612,11;171984998,6
70871812170,00;-252895585,30;-4,12E+07;-2,13E+08;252895585,3;155423539,9
70896643170,00;201569895,70;5,06E+06;-2,10E+08;201569895,7;173510927
70921479170,00;726573847,50;-8,57E+08;-5,62E+08;726573847,5;220485313,5
70946310170,00;-248679742,80;-5,97E+08;-1,18E+09;248679742,8;233263558,7
70971146170,00;-979116261,00;8,00E+08;-1,40E+09;979116261;337975626,6
70995977170,00;-210685704,90;5,05E+08;-5,02E+08;210685704,9;342614352,7
71020813170,00;167197038,50;-1,09E+09;2,25E+08;167197038,5;350406807
71045643170,00;-17946859,00;-1,52E+09;6,86E+08;17946859;319497060,8
71070479540,00;-630788269,00;-1,17E+09;2,96E+08;630788269;381717022,6
71095309540,00;-263225276,50;-2,62E+08;6,10E+06;263225276,5;382864766,1
71120145540,00;203676062,80;1,94E+08;-4,95E+07;203676062,8;383098784,7
71144976540,00;96719963,55;3,02E+08;-2,16E+08;96719963,55;313115019,8
71169812540,00;-150938855,40;1,02E+08;-3,31E+08;150938855,4;302254921,2
71194643540,00;-161422328,40;-2,03E+08;2,74E+08;161422328,4;211400039,8
71219479540,00;-237534949,80;-6,40E+08;5,61E+08;237534949,8;214383289,2
71244310540,00;-23625674,84;-8,75E+08;1,68E+08;23625674,84;198430915,5
71269146540,00;-6848258,97;-5,25E+08;-6,00E+07;6848258,972;197197737,7
71293977540,00;-80961132,65;-5,00E+08;-9,12E+07;80961132,65;136105833,7
71318813540,00;-139922116,40;-4,46E+08;-1,46E+08;139922116,4;122405482,5
71343643540,00;30074568,99;-1,25E+08;-1,84E+08;30074568,99;103116427,7
71368480540,00;3921142,82;-5,89E+07;-1,06E+08;3921142,817;92805447,59
71393310540,00;15896240,47;-3,91E+08;-7,29E+06;15896240,47;77800712,59
71418146540,00;-32700553,54;-3,44E+07;-2,46E+08;32700553,54;63498293,16
71442977540,00;-47703339,46;6,39E+07;-2,22E+08;47703339,46;42405892,02
71467813540,00;-114301956,30;-5,01E+08;1,52E+08;114301956,3;52481034,4
71492644540,00;-34926003,81;-1,78E+08;-1,31E+07;34926003,81;55600783,83
71517480540,00;15388702,15;3,46E+08;-2,57E+08;15388702,15;48314958,22
71542311540,00;-3407757,28;2,74E+08;-2,98E+08;3407757,282;33146696,09
71567147540,00;-27670193,91;-1,82E+08;-2,31E+08;27670193,91;32879543,3
71591978540,00;-66622005,70;-2,37E+07;-2,54E+07;66622005,7;39846305,85
71616814540,00;-126709747,90;-1,27E+08;1,35E+08;126709747,9;52158917,78
71641645540,00;-40373269,92;-4,21E+08;2,53E+08;40373269,92;53011441,83
71666481540,00;27482498,29;-3,03E+08;-2,54E+08;27482498,29;50764681,7
71691311540,00;40521204,47;-8,04E+07;-2,44E+08;40521204,47;42566820,38
71716148540,00;-155718369,50;-1,11E+08;3,53E+07;155718369,5;55988194,35
71740978540,00;-5496967,44;-1,07E+07;-1,33E+07;5496967,435;54889112,71
71765814540,00;-18853177,43;2,40E+07;-1,25E+08;18853177,43;56605270,51
71790645540,00;-84774101,97;-9,74E+07;3,58E+07;84774101,97;62950149,18
71815481540,00;-47877001,76;-4,17E+08;5,62E+07;47877001,76;60867370,96
71840312540,00;5351956,49;-2,28E+08;-8,86E+06;5351956,487;47383171,92
71865148540,00;-52902683,62;-9,92E+06;-8,42E+07;52902683,62;48775329
71889979540,00;-80202164,05;-5,10E+07;-7,89E+07;80202164,05;54633069,64
71914815540,00;-30311965,94;-1,82E+08;-2,53E+07;30311965,94;53498709,8
71939646540,00;11212620,74;-2,53E+08;-2,83E+07;11212620,74;37442515,49
71964482540,00;-134243885,30;-2,20E+08;3,40E+07;134243885,3;51747728,59
71989312540,00;-81427740,45;-2,02E+08;7,93E+07;81427740,45;58700457,81
72014149540,00;-1925488,11;-1,35E+08;4,72E+07;1925488,114;49495056,27
72038979540,00;-69929190,87;-1,51E+08;-1,73E+07;69929190,87;51945299,51
72063815540,00;-64830418,83;-2,64E+08;-2,96E+07;64830418,83;58554017,55
72088646540,00;13514084,82;-1,07E+08;-2,14E+07;13514084,82;54177506,57
72113482540,00;-44631797,08;-9,46E+07;-6,06E+07;44631797,08;50225243,57
72138313540,00;-84284105,30;-6,45E+07;1,26E+07;84284105,3;56222147,94
72163149540,00;-50793592,93;-9,53E+07;1,08E+07;50793592,93;60620033,74
72187980540,00;-73519966,01;-9,88E+07;4,18E+07;73519966,01;53872931,6
72212816540,00;-15651242,14;1,17E+07;-7,25E+07;15651242,14;46564431,79
72237647540,00;-37460187,08;-1,79E+07;-3,03E+07;37460187,08;50512731,67
72262483540,00;-65813920,50;-3,91E+07;-8,83E+06;65813920,5;50055479,41
72287313540,00;-56585844,76;-2,11E+06;-9,51E+07;56585844,76;49139415,62
72312150540,00;-25875098,71;-6,44E+07;8,01E+07;25875098,71;50512861,61
72336980540,00;-29662925,00;-5,26E+07;9,46E+07;29662925;48849653,6
72361816540,00;-93125680,09;4,44E+07;-9,56E+07;93125680,09;49832050,8
72386647540,00;-96949759,13;3,61E+06;-1,20E+08;96949759,13;54960513,71
72411483540,00;16519553,66;-1,42E+08;1,40E+08;16519553,66;48627134,56
72436314540,00;11150640,25;-2,34E+07;-3,74E+07;11150640,25;48127067,69
72461150540,00;-77627635,00;-4,80E+07;-2,10E+08;77627635;52590117,46
72485981540,00;-65764219,16;-2,23E+08;1,51E+07;65764219,16;52584595,08
72510817540,00;-2240653,04;-4,97E+07;8,79E+06;2240653,038;46546240,45
72535648540,00;-27093658,45;3,39E+07;-5,01E+07;27093658,45;46681635,98
72560484540,00;-103444261,60;-6,95E+07;-4,75E+07;103444261,6;54879562,26
72585315540,00;-65982905,03;-1,28E+08;1,43E+07;65982905,03;51863698,37
72610151540,00;-1502734,42;-5,27E+07;2,50E+06;1502734,423;41258473,4
72634981540,00;-63550463,32;-9,43E+07;-6,79E+07;63550463,32;46484130,03
72659817540,00;-63587300,78;-4,36E+07;-2,44E+07;63587300,78;52310425,64
72684648540,00;-53045355,68;3,17E+07;-2,10E+07;53045355,68;49579061,28
72709484540,00;-30377454,76;2,07E+07;-1,04E+08;30377454,76;45647198,56
72734315540,00;-50035209,06;-1,12E+08;-1,96E+07;50035209,06;50957704,79
72759151540,00;-57734237,91;-2,03E+08;-1,15E+07;57734237,91;54362213,62
72783982540,00;-43355934,62;-1,16E+08;-2,04E+07;43355934,62;47685732,84
72808818540,00;-14966533,18;-6,37E+07;-7,69E+07;14966533,18;42017247,08
72833649540,00;-4301796,56;2,55E+07;-8,73E+07;4301796,556;42328253,99
72858485540,00;-51602262,85;-5,43E+07;-6,03E+07;51602262,85;41000676,16
72883316540,00;-93143806,46;-1,18E+08;-1,91E+07;93143806,46;44284732,34
72908152540,00;-15910273,79;2,15E+07;-4,40E+07;15910273,79;40158612,13
72932982540,00;-19378257,39;5,85E+07;-9,95E+07;19378257,39;38936479,09
72957818540,00;-84295215,01;-1,30E+08;-4,64E+07;84295215,01;42743146,42
72982649540,00;519232,75;-6,80E+07;-7,11E+07;519232,7499;36385923,62
73007485540,00;-44887320,40;1,90E+07;-7,13E+07;44887320,4;36556077,6
73032316540,00;-27442737,22;-3,21E+07;-6,50E+07;27442737,22;37942322,49
73057152540,00;-28554877,64;-4,55E+07;-3,20E+07;28554877,64;40637109,28
73081984170,00;-30481535,20;5,96E+06;-3,24E+07;30481535,2;38290361,76
73106820170,00;-76487427,95;-2,85E+07;-1,09E+08;76487427,95;36439653,04
73131651170,00;-34951146,84;-1,10E+08;3,50E+07;34951146,84;38555305,6
73156487170,00;-39517237,54;-2,80E+07;-1,20E+07;39517237,54;40792970,06
73181318170,00;-102907487,20;-1,08E+07;-9,40E+07;102907487,2;42861000,3
73206154170,00;-32902282,48;-4,22E+06;-7,12E+07;32902282,48;46459116,94
73230984170,00;-39893798,23;-6,22E+07;3,36E+07;39893798,23;45904281,14
73255821170,00;-24971703,89;-2,15E+08;2,41E+07;24971703,89;45629721,89
73280651170,00;-32453801,04;-1,10E+08;-3,28E+07;32453801,04;46062935,6
73305487170,00;-39212012,89;4,05E+06;-1,32E+07;39212012,89;47032988,67
73330318170,00;-65098806,02;-4,39E+07;3,97E+07;65098806,02;45767586,24
73355154170,00;-72059331,54;-5,10E+07;-8,60E+07;72059331,54;49890717,87
73379985170,00;-45077354,91;2,61E+07;-7,73E+07;45077354,91;50508508,69
73404821170,00;-34276378,15;-3,22E+07;7,08E+07;34276378,15;42882829,91
73429652170,00;-14460164,31;-3,20E+07;2,02E+07;14460164,31;40833705,66
73454488170,00;-57834225,30;5,94E+07;-1,22E+08;57834225,3;42827086,45
73479319170,00;-74178947,21;1,29E+07;-7,24E+07;74178947,21;48294557,93
73504155170,00;-60622177,72;-1,17E+08;7,69E+06;60622177,72;51424377,56
73528985170,00;-63082686,07;-1,02E+08;7,73E+06;63082686,07;54076674,58
73553821170,00;-68997729,42;-3,23E+07;-3,77E+06;68997729,42;54509888,29
73578652170,00;6074672,34;-8,27E+07;9,44E+06;6074672,341;47178259,49
73603488170,00;-50816397,07;1,09E+07;-1,11E+08;50816397,07;47815930,84
73628319170,00;-125425114,60;-9,14E+07;-7,65E+07;125425114,6;57943568,23
73653155170,00;-26305453,78;-1,09E+08;7,34E+07;26305453,78;59259711,5
73677986170,00;-37787046,43;9,54E+07;-1,21E+07;37787046,43;57032247,18
73702822170,00;-133897730,10;5,99E+07;2,25E+07;133897730,1;63667667,5
73727653170,00;-65885256,53;6,79E+07;-1,03E+07;65885256,53;64252454,04
73752489170,00;-25684479,48;1,29E+08;3,34E+07;25684479,48;60097097,75
73777320170,00;-96467948,56;2,05E+07;-4,35E+07;96467948,56;63149344,32
73802156170,00;13493034,84;-8,02E+07;4,89E+06;13493034,84;63973606,82
73826986170,00;-20254755,02;-1,21E+08;3,82E+07;20254755,02;60577868,82
73851822170,00;-99799107,31;-2,68E+08;1,01E+08;99799107,31;57730534,67
73876653170,00;-171778916,70;-2,65E+08;5,30E+07;171778916,7;73894252,77
73901489170,00;39416665,43;-1,12E+08;1,21E+08;39416665,43;74075321,55
73926320170,00;92176676,99;-4,34E+07;9,24E+07;92176676,99;69439648,98
73951156170,00;-97481271,03;3,34E+07;-1,73E+08;97481271,03;72950317,26
73975987170,00;-71923091,41;9,89E+05;-1,21E+08;71923091,41;78087940,81
74000823170,00;-40079739,69;-6,50E+07;1,26E+08;40079739,69;71822584,27
74025654170,00;-15032606,72;-1,06E+08;2,32E+08;15032606,72;71993647,81
74050490170,00;-102382407,20;-1,39E+08;6,09E+07;102382407,2;81118942,5
74075321170,00;-105974936,50;-7,44E+07;-3,00E+07;105974936,5;81805145,74
74100157170,00;-75834878,68;-7,29E+07;6,06E+07;75834878,68;71144697,07
74124987170,00;5059595,70;-2,06E+07;5,86E+07;5059595,704;67327244,88
74149823170,00;-21879111,53;-9,85E+07;9,23E+07;21879111,53;59516404,27
74174654170,00;-107919720,40;-2,80E+07;4,35E+07;107919720,4;60676231,98
74199490170,00;-64825156,33;2,83E+07;-1,24E+07;64825156,33;59887572,53
74224321170,00;-16166381,84;7,24E+07;4,69E+07;16166381,84;57230532,77
74249157170,00;-58711892,37;1,06E+08;2,94E+07;58711892,37;62083786,73
74273988170,00;-140493974,10;9,80E+07;-3,73E+07;140493974,1;66318405,27
74298824170,00;-15451852,08;1,39E+08;6,32E+07;15451852,08;56260284,78
74323655170,00;1131436,23;6,10E+07;3,35E+07;1131436,229;47959902,29
74348491170,00;-29892135,86;-1,11E+08;-3,27E+07;29892135,86;50719073,42
74373322170,00;-45608282,09;-1,22E+08;-6,97E+07;45608282,09;53355647,92
74398158170,00;22669070,36;-6,39E+07;-1,01E+08;22669070,36;43883353,47
74422988170,00;43353595,73;1,01E+07;-7,71E+07;43353595,73;41497624,52
74447824170,00;-23650233,15;-4,90E+07;-6,68E+07;23650233,15;42329163,55
74472655170,00;-84398710,73;-6,30E+07;4,19E+07;84398710,73;45183254,48
74497491170,00;-124359751,90;-6,78E+07;1,74E+07;124359751,9;43390563,13
74522322170,00;-69195365,31;-2,12E+07;-1,02E+07;69195365,31;49362064,6
74547158170,00;-96727564,93;2,14E+08;-1,64E+07;96727564,93;59983856,67
74571989170,00;-116450808,00;1,74E+08;1,98E+07;116450808;69601486,91
74596825170,00;-85219075,08;1,17E+08;-4,97E+07;85219075,08;74002686,13
74621656170,00;-53230712,41;4,24E+07;-2,56E+07;53230712,41;77398424,14
74646492170,00;-73674,92;-1,48E+07;-1,72E+07;73674,91722;72589544,05
74671322170,00;-58840531,11;-1,32E+07;-7,97E+07;58840531,11;76499577,15
74696159170,00;-46200020,31;-1,01E+08;-2,17E+07;46200020,31;72255278,22
74720989170,00;41554992,20;5,39E+07;7,03E+07;41554992,2;63054749,36
74745825170,00;-73831622,60;2,11E+07;-2,81E+07;73831622,6;63569889,06
74770656170,00;-94620228,41;-3,04E+08;-5,95E+07;94620228,41;63335740,56
74795492170,00;-20737150,31;-2,32E+08;1,14E+08;20737150,31;52700889,71
74820323170,00;-72220714,69;-1,40E+08;3,39E+07;72220714,69;51256627,44
74845159170,00;-135065419,10;-2,91E+08;-4,62E+07;135065419,1;60349372,63
74869990170,00;-148502905,40;-1,51E+08;1,55E+08;148502905,4;76841509,35
74894826170,00;-43726648,09;-2,75E+08;1,64E+08;43726648,09;75162189,01
74919657170,00;-11903176,90;-1,82E+08;-1,36E+08;11903176,9;71351428,63
74944493170,00;-59927528,50;4,22E+07;-1,73E+08;59927528,5;73392821,56
74969323170,00;-80611469,15;8,26E+07;-2,49E+07;80611469,15;74146137,84
74994160170,00;-31748042,11;-5,97E+07;1,64E+07;31748042,11;67160339,36
75018990170,00;82208343,74;-3,90E+07;-3,11E+07;82208343,74;73990471,96
75043826170,00;-109709553,10;5,68E+07;-6,69E+07;109709553,1;78155898,45
75068656710,00;-129567866,90;-5,77E+07;7,84E+07;129567866,9;77545059,32
75093492710,00;-2652297,02;-3,22E+07;7,59E+07;2652297,02;61339436,17
75118323710,00;4018206,60;1,02E+08;3,62E+07;4018206,596;56927387,11
75143159710,00;-94286352,40;-1,06E+08;1,02E+08;94286352,4;66081073,28
75167990710,00;-9334495,07;1,60E+08;-6,77E+07;9334495,068;60459625,12
75192826710,00;-88980004,19;4,48E+08;-2,88E+08;88980004,19;61389462,35
75217657710,00;-128577348,60;1,57E+08;3,79E+07;128577348,6;72148274,18
75242493710,00;41412320,14;-5,05E+06;-1,02E+08;41412320,14;67615382,67
75267323710,00;80872839,69;3,33E+08;-7,91E+07;80872839,69;64411303,4
75292160710,00;-136289241,30;4,63E+07;-3,96E+07;136289241,3;65158122,78
75316990710,00;17277352,81;4,95E+07;2,05E+08;17277352,81;66783128,98
75341826710,00;-182672864,20;4,99E+07;2,47E+08;182672864,2;86633646,49
75366657710,00;-93980543,02;-6,48E+07;-1,41E+08;93980543,02;86599667,67
75391493710,00;214728469,80;-2,63E+07;-4,20E+08;214728469,8;109421220,4
75416324710,00;-90806089,64;6,34E+07;-3,06E+08;90806089,64;109624118,8
75441160710,00;-127566365,00;6,44E+07;-1,59E+08;127566365;109511787,3
75465991710,00;-15971669,55;2,94E+08;-2,26E+08;15971669,55;106685048,3
75490827710,00;-149571776,40;-2,56E+07;6,41E+07;149571776,4;114318263,5
75515658710,00;78884786,37;1,02E+07;-3,05E+08;78884786,37;107939990,8
75540494710,00;155382154,60;1,19E+08;-7,39E+08;155382154,6;123284968,7
75565324710,00;-36607663,04;-1,20E+08;-2,71E+08;36607663,04;107055501,9
75590160710,00;33760653,73;-3,18E+08;-1,59E+08;33760653,73;100364403,1
75614991710,00;-10503938,20;1,31E+07;-1,93E+08;10503938,2;77672788,5
75639827710,00;14287086,73;1,05E+08;-3,07E+08;14287086,73;69170677,07
75664658710,00;79988155,96;2,68E+08;-1,56E+08;79988155,96;63884209,4
75689494710,00;-74844945,07;2,52E+08;-9,71E+07;74844945,07;70425684,46
75714325710,00;-28112243,41;1,82E+08;-1,82E+08;28112243,41;56930180,79
75739161710,00;38747743,96;8,29E+07;-2,04E+08;38747743,96;52470509,41
75763992710,00;-114750437,70;1,41E+08;-4,21E+07;114750437,7;47955874,2
75788828710,00;-60885887,15;1,80E+07;1,01E+08;60885887,15;50653454,66
75813659710,00;-38824342,49;-5,92E+07;-1,93E+07;38824342,49;51216086,74
75838495710,00;46390639,54;-6,20E+07;-3,01E+08;46390639,54;55203498
75863325710,00;50834523,44;-6,47E+07;-8,27E+07;50834523,44;59264324,3
75888161710,00;-76261140,70;1,91E+08;-9,17E+07;76261140,7;58850211,5
75912992710,00;-141317262,10;2,13E+08;5,89E+07;141317262,1;66236024,5
75937828710,00;32967771,29;2,22E+08;1,87E+07;32967771,29;66775527,6
75962659710,00;-30392072,80;2,80E+08;-1,94E+08;30392072,8;65847119,69
75987495710,00;-27672532,80;1,07E+08;-1,84E+08;27672532,8;56171796,92
76012326710,00;-9726258,52;-8,77E+07;3,55E+08;9726258,516;50487393,74
76037162710,00;-173145411,00;-6,23E+07;-6,11E+06;173145411;65411956,91
76061993710,00;-86578552,72;3,45E+07;-1,36E+08;86578552,72;69877280,6
76086830170,00;-4291271,57;-3,19E+08;2,24E+08;4291271,567;64705808,17
76111660170,00;-160611319,50;-4,59E+08;1,34E+08;160611319,5;74078050,25
76136496170,00;-38153666,85;-5,92E+07;-1,87E+08;38153666,85;62615428,56
76161327170,00;-46902270,91;-6,19E+07;9,54E+06;46902270,91;64163706,3
76186163170,00;-85627795,46;-1,39E+08;5,09E+07;85627795,46;70301008,81
76210994170,00;-56746643,19;2,20E+06;-1,38E+08;56746643,19;73531465,52
76235830170,00;-56902179,12;2,38E+07;1,58E+08;56902179,12;78773234,48
76260661170,00;-124015350,90;-3,93E+07;1,83E+08;124015350,9;73314338,91
76285497170,00;-53887939,45;1,12E+08;-1,01E+08;53887939,45;69682048,55
76310328170,00;-28070143,46;8,86E+07;-9,98E+07;28070143,46;72324145,43
76335164170,00;-67071656,58;-1,46E+08;1,02E+07;67071656,58;61930849,55
76359994170,00;-3836942,91;-1,82E+08;7,60E+07;3836942,911;58117880,22
76384831170,00;-87714666,72;1,24E+08;-8,53E+06;87714666,72;62652590,87
76409661170,00;-142206623,60;2,01E+07;1,65E+08;142206623,6;68939127,33
76434497170,00;-8482555,75;1,79E+07;-3,46E+06;8482555,747;63576450,94
76459328170,00;-44859838,49;1,66E+08;-7,57E+07;44859838,49;62238413,1
76484164170,00;-97050331,23;9,03E+07;6,95E+07;97050331,23;59242299,8
76508995170,00;-94514393,81;-9,66E+06;5,58E+07;94514393,81;63756350,28
76533831170,00;-72082720,40;5,25E+07;-5,29E+07;72082720,4;68646636,61
76558662170,00;-62844704,39;7,10E+07;-1,09E+07;62844704,39;68176975,26
76583498170,00;-108825454,10;-2,31E+08;2,14E+08;108825454,1;79842365,39
76608329170,00;-20036069,15;-2,57E+08;-6,87E+07;20036069,15;72322521,21
76633165170,00;-19550165,53;-1,82E+08;-9,23E+07;19550165,53;58694025,87
76657995170,00;-73783090,71;-3,10E+08;1,01E+08;73783090,71;65949640,87
76682831170,00;-64156234,86;-1,54E+08;7,48E+07;64156234,86;68093684,91
76707662170,00;-18941470,38;1,15E+08;-9,29E+07;18941470,38;59414922,59
76732498170,00;-72738778,00;2,23E+08;-4,48E+07;72738778;56995409,72
