Time (s);X (m/s^2);Y (m/s^2);Z (m/s^2);absolute;sliding average
21858916,62;69896446,47;-1,91E+08;-1,42E+08;69896446,47;48926942,42
46694916,67;-14971210,96;1,64E+07;5,68E+07;14971210,96;45119381,77
71525916,57;-88390604,85;-3,58E+07;4,50E+07;88390604,85;51287901,92
96361916,63;-65450808,41;-1,09E+08;-2,72E+07;65450808,41;44627996,39
121192916,60;-60064353,35;-1,22E+08;-3,61E+06;60064353,35;45782090,58
146028916,60;-36668474,08;-1,70E+08;4,80E+07;36668474,08;45530733,39
170859916,60;-19882287,38;-1,10E+08;6,37E+06;19882287,38;40986642,84
195695916,70;-36091353,89;3,44E+07;-8,14E+07;36091353,89;47509211,9
220526916,70;-39435961,25;-4,09E+05;-5,82E+07;39435961,25;47872388,96
245362916,60;-64319372,18;5,20E+07;3,74E+07;64319372,18;47252714,04
270193916,60;-35111360,55;4,39E+07;2,54E+07;35111360,55;49490508,44
295029916,60;-74683561,92;2,43E+07;2,46E+07;74683561,92;47967503,67
319859916,60;-58053495,88;6,02E+07;-2,08E+07;58053495,88;47145580,05
344696916,60;315749,65;1,12E+08;-8,36E+07;315749,6452;40506846,31
369526916,60;-72062839,87;7,20E+07;-1,30E+08;72062839,87;44439553,62
394363916,60;1105708,48;7,76E+07;-9,89E+07;1105708,48;42353267,07
419193916,60;-113597951,50;-1,02E+07;-2,46E+07;113597951,5;50965111,25
444030916,70;-44022517,20;5,96E+07;-3,33E+07;44022517,2;51474728,58
468860916,70;-55499432,09;3,20E+07;-1,66E+07;55499432,09;50494735,24
493697916,60;-43966968,66;-3,26E+07;-7,92E+07;43966968,66;51478691,69
518527916,60;-34408525,23;-7,09E+07;-7,81E+07;34408525,23;47003687,62
543363916,60;-53456414,94;-9,79E+07;-2,90E+07;53456414,94;46492900,85
568194916,60;-56686416,86;-8,36E+07;3,42E+07;56686416,86;52756308,31
593030916,60;-90913093,69;-7,59E+07;5,00E+07;90913093,69;54850780,96
617861916,70;-59597745,54;-2,88E+07;3,31E+07;59597745,54;61349896,19
642697916,60;-38761192,56;7,12E+07;2,57E+07;38761192,56;53034700,75
667528916,60;-77704233,53;6,28E+07;1,36E+07;77704233,53;56777113,68
692364916,70;-68166255,35;1,12E+08;-3,52E+06;68166255,35;58184538,48
717195916,60;-60461379,29;9,83E+07;-2,25E+06;60461379,29;60017250,78
742031916,60;-55761972,07;-1,13E+06;2,27E+06;55761972,07;62389855,98
766862916,60;-14126288,29;-5,19E+06;1,87E+07;14126288,29;58019841,91
791698916,60;-27536877,39;-9,67E+07;-5,18E+07;27536877,39;54781004,19
816529916,60;-46301177,14;-1,51E+08;-3,96E+07;46301177,14;49824124,57
841365916,70;-18998773,10;-1,35E+08;5,02E+06;18998773,1;45313127,64
866196916,70;-12777335,64;-1,10E+08;-9,17E+06;12777335,64;42426032,42
891032916,60;-44245296,12;-6,35E+07;-5,13E+07;44245296,12;38708372,71
915863916,60;-49332373,74;2,53E+06;-3,24E+07;49332373,74;36615719,2
940699916,60;-36116496,92;1,06E+08;-1,70E+07;36116496,92;33910732,27
965530916,60;-64717567,56;1,27E+08;-5,04E+06;64717567,56;34905798,43
990367416,60;-53663406,37;1,28E+08;-2,10E+07;53663406,37;39298811,55
1015198417,00;-33231480,72;7,54E+07;-4,25E+07;33231480,72;39931545,26
1040034417,00;-52788662,91;3,45E+07;-2,45E+07;52788662,91;40652377,01
1064865417,00;-58883800,51;8,21E+06;-2,68E+06;58883800,51;45084046,72
1089701417,00;-46452035,31;-7,38E+07;1,14E+07;46452035,31;48825680,02
1114532417,00;-45465025,31;-9,11E+07;3,53E+07;45465025,31;48961205,48
1139368417,00;-28174223,90;-1,57E+07;2,33E+06;28174223,9;46610299,95
1164199417,00;-59914079,90;1,99E+07;-2,21E+07;59914079,9;49254475,83
1189035417,00;-70574723,48;-1,30E+07;4,79E+06;70574723,48;49905270,93
1213866417,00;-41901147,37;-7,42E+06;2,37E+07;41901147,37;48598353,27
1238702417,00;-89154251,22;3,11E+07;6,95E+06;89154251,22;54811994,43
1263533417,00;-50201269,98;3,88E+07;1,38E+07;50201269,98;54524506,33
1288369417,00;-71798545,72;4,03E+07;1,32E+07;71798545,72;55959478,02
1313200417,00;-83616353,27;6,71E+06;-1,57E+07;83616353,27;60088846,68
1338036417,00;-65731474,76;1,43E+07;7,61E+06;65731474,76;62340674,4
1362867417,00;-29537209,87;6,51E+07;2,16E+07;29537209,87;62492117,29
1387703417,00;3894830,35;8,62E+07;1,38E+07;3894830,346;56267756,22
1412534417,00;-15416768,79;5,44E+07;2,07E+07;15416768,79;50139094,59
1437370417,00;-23630937,34;-1,49E+07;6,65E+06;23630937,34;48109071,26
1462201417,00;37428027,39;-6,26E+06;-2,63E+07;37428027,39;42361713,05
1487037417,00;-37370139,96;-5,84E+07;1,49E+07;37370139,96;40936031,94
1511868417,00;-88550233,84;-1,14E+08;6,26E+07;88550233,84;42797330,62
1536704417,00;-57971634,86;-5,48E+07;2,24E+07;57971634,86;39947917,46
1561535417,00;-97225162,98;-6,40E+07;-2,95E+07;97225162,98;43447216,15
1586371417,00;-64801182,75;-3,06E+07;-4,60E+07;64801182,75;47365435,36
1611202417,00;-13980107,90;1,90E+06;-3,39E+07;13980107,9;48486021,76
1636038417,00;-61942479,01;-9,92E+07;-2,20E+07;61942479,01;53655545,11
1660868417,00;-54052830,93;-1,17E+08;-2,79E+07;54052830,93;57035755,51
1685705417,00;-34513190,39;-2,23E+07;-7,52E+07;34513190,39;56711884,74
1710535417,00;15262987,02;-2,25E+07;-3,79E+07;15262987,02;54255534,41
1735372417,00;-39424266,82;-1,02E+08;-2,02E+07;39424266,82;48797093,63
1760202417,00;-74781795,14;-1,44E+08;-2,33E+07;74781795,14;50664889,22
1785039417,00;-94330206,51;-1,90E+08;6,86E+07;94330206,51;50343227,39
1809869417,00;-70145537,85;-1,66E+08;8,71E+07;70145537,85;50937044,62
1834706417,00;-49326526,52;-5,99E+07;-9,07E+07;49326526,52;54864424,47
1859536417,00;6586303,71;1,20E+07;-1,56E+08;6586303,711;48713738,32
1884373417,00;-7851056,46;8,40E+07;-6,78E+07;7851056,457;43580207,82
1909203417,00;-52867600,32;7,66E+07;-4,97E+07;52867600,32;45619586,71
1934040417,00;-99345363,38;4,57E+07;1,86E+06;99345363,38;54962072,97
1958870417,00;-53320759,53;-5,73E+06;2,20E+07;53320759,53;56506127,71
1983707417,00;-71792698,50;-7,16E+07;-3,37E+07;71792698,5;56174005,86
2008537042,00;-58494375,94;-9,48E+07;-1,38E+07;58494375,94;52192246,91
2033374042,00;-57447724,34;-1,05E+08;1,64E+07;57447724,34;50781378,74
2058204042,00;-50116485,36;-8,75E+07;1,33E+07;50116485,36;50869151,95
2083040042,00;-21882035,14;3,53E+06;-2,02E+07;21882035,14;52568677,66
2107871042,00;-19342589,38;8,70E+07;-4,15E+07;19342589,38;53845514,65
2132707042,00;-62330149,41;1,97E+08;-6,56E+07;62330149,41;54896909
2157538042,00;-28653695,58;2,02E+08;-4,38E+07;28653695,58;47042279,24
2182374042,00;-38781657,81;8,84E+07;-1,06E+07;38781657,81;45426823,5
2207205042,00;-49170990,59;2,00E+07;-3,53E+07;49170990,59;42913300,39
2232041042,00;-39919525,98;2,38E+07;-4,66E+06;39919525,98;40849428,18
2256872042,00;-47896297,57;-3,90E+06;1,25E+07;47896297,57;39788158,54
2281708042,00;-54208951,59;-5,75E+07;1,49E+07;54208951,59;40242877,01
2306539042,00;-50793008,21;-8,74E+07;1,06E+07;50793008,21;43455207,35
2331375042,00;-62211450,93;-1,38E+08;3,08E+07;62211450,93;48218414,19
2356206042,00;-42744900,58;-1,11E+08;4,00E+07;42744900,58;46042275,43
2381042042,00;-51298207,64;-1,09E+08;-1,24E+07;51298207,64;48558332,32
2405873042,00;-56167768,84;-1,01E+08;-2,16E+07;56167768,84;50490122,44
2430709042,00;-41770754,46;-7,78E+07;1,72E+07;41770754,46;49667873,98
2455540042,00;-19782884,72;-4,96E+07;2,54E+05;19782884,72;47430469,39
2480376042,00;-63900126,81;6,62E+06;-4,40E+07;63900126,81;49208672,64
2505207042,00;-56927322,15;4,54E+07;-3,57E+07;56927322,15;49510713,82
2530043042,00;-38861179,95;4,55E+07;-2,29E+07;38861179,95;48184955,12
2554874042,00;-58861581,09;2,10E+07;-4,58E+07;58861581,09;47812747,36
2579710042,00;-13600623,61;2,05E+07;-1,83E+07;13600623,61;44574494,36
2604541042,00;-28499329,09;1,03E+07;-2,69E+07;28499329,09;42041285,64
2629377042,00;-61055456,40;-2,03E+06;-2,72E+07;61055456,4;42584362,03
2654208042,00;-30849909,78;2,81E+07;-6,33E+07;30849909,78;41370934,84
2679044042,00;-25992043,02;1,21E+07;-3,51E+07;25992043,02;42060841,32
2703875042,00;-55298872,59;1,33E+06;-5,49E+06;55298872,59;41105146,41
2728711042,00;-28404019,47;3,45E+07;-1,04E+07;28404019,47;37935890,56
2753542042,00;-60678895,71;5,15E+07;-3,53E+07;60678895,71;40360081,2
2778378042,00;-63946319,82;-7,73E+06;-1,48E+07;63946319,82;40925052,17
2803209042,00;-14956592,92;1,55E+07;6,73E+06;14956592,92;41075715,42
2828045042,00;-82875511,05;-3,26E+07;-1,03E+07;82875511,05;47117513,42
2852876042,00;-58062266,71;-1,56E+07;-1,41E+07;58062266,71;46784936,79
2877712042,00;-45480228,07;-9,82E+06;-1,94E+07;45480228,07;48410527,71
2902543042,00;-54018332,36;-2,38E+07;-2,72E+07;54018332,36;51524559,86
2927379042,00;-22007165,55;-7,07E+07;-7,77E+06;22007165,55;47825481,3
2952210042,00;-54185562,73;-4,71E+07;-2,00E+07;54185562,73;50690097,21
2977046042,00;-43659989,83;-6,05E+07;-1,43E+07;43659989,83;48799107,67
3001879458,00;-14404031,04;-8,37E+07;-1,80E+07;14404031,04;43294408,92
3026715458,00;-43380492,93;-7,66E+07;-2,58E+07;43380492,93;46452620,03
3051546458,00;-55938557,98;-3,93E+07;-4,78E+07;55938557,98;43459625,24
3076382458,00;-22055697,44;3,14E+07;1,39E+07;22055697,44;39458895,33
3101213458,00;-41480147,84;4,00E+07;4,36E+05;41480147,84;39014441,97
3126049458,00;-86284437,78;2,52E+07;-1,36E+07;86284437,78;42599564,79
3150880458,00;-84086469,41;2,70E+07;-2,27E+07;84086469,41;49497265,22
3175716458,00;-42884649,04;1,06E+07;8,63E+06;42884649,04;48241608,14
3200547458,00;-38282305,60;-1,11E+07;1,38E+07;38282305,6;47644087,67
3225383458,00;-49761559,37;-4,95E+07;1,29E+07;49761559,37;51572701,93
3250214458,00;-35580891,97;-5,25E+07;5,30E+06;35580891,97;50706079,6
3275050458,00;-56619173,88;-1,88E+07;-9,71E+06;56619173,88;50781703,59
3299881458,00;-68748053,31;-5,18E+06;-2,97E+07;68748053,31;55969743,13
3324717458,00;-49486740,23;3,94E+07;-9,97E+06;49486740,23;56859364,51
3349548458,00;-52657685,28;4,37E+07;1,63E+07;52657685,28;53123058,68
3374384458,00;-65858944,06;1,26E+07;-2,61E+07;65858944,06;51097778,08
3399215458,00;-47229130,27;1,78E+07;-3,93E+07;47229130,27;51580498,22
3424051458,00;-36733962,89;1,20E+07;-1,92E+07;36733962,89;51408460,14
3448882458,00;-53896125,56;1,37E+07;2,44E+06;53896125,56;51867856,38
3473718458,00;-33541967,87;-8,81E+06;-3,06E+06;33541967,87;51641309,26
3498548458,00;-26903623,94;-2,27E+07;-1,52E+07;26903623,94;48339581,49
3523385458,00;-59253344,54;-5,80E+06;-2,81E+07;59253344,54;47284613,85
3548215458,00;-72814791,80;-1,76E+06;-2,12E+07;72814791,8;49876619,58
3573052458,00;-30949897,17;2,53E+06;-1,11E+07;30949897,17;47464643,12
3597882458,00;-45714701,41;-1,57E+07;-1,56E+07;45714701,41;45226393,94
3622719458,00;-61888684,63;-2,00E+07;-2,72E+07;61888684,63;46855233,31
3647549458,00;-35277421,47;-8,17E+06;-1,59E+07;35277421,47;46693395,38
3672386458,00;-32086011,17;-4,54E+07;-8,54E+06;32086011,17;44270049,33
3697216458,00;-17763256,43;-4,80E+07;-1,16E+07;17763256,43;42516859,17
3722053458,00;-47005766,63;-3,10E+07;-8,60E+06;47005766,63;44750430,58
3746883458,00;-50922816,40;-1,52E+07;4,76E+06;50922816,4;43824816,35
3771720458,00;-76243599,06;2,95E+07;1,28E+07;76243599,06;44205794,93
3796550458,00;-54580834,51;1,54E+07;1,06E+06;54580834,51;46831454,63
3821387458,00;-65853096,84;-2,26E+07;-5,47E+06;65853096,84;49069054,13
3846217458,00;-33652480,24;-9,06E+06;2,27E+06;33652480,24;45931698,08
3871054458,00;-47132066,49;2,06E+07;4,62E+06;47132066,49;47248880,86
3895884458,00;-54222984,91;1,41E+07;2,89E+06;54222984,91;49708544,61
3920720458,00;-44859253,76;-1,23E+07;-1,55E+07;44859253,76;52719210,98
3945551458,00;-43985679,75;-1,39E+07;-6,74E+06;43985679,75;52383645,77
3970387458,00;-41801744,70;-2,08E+07;-2,33E+06;41801744,7;51370193,36
3995216167,00;-42468327,28;5,26E+06;-6,77E+06;42468327,28;47617385,39
4020052167,00;-56304593,68;-4,04E+06;-2,44E+07;56304593,68;47808914,18
4044883167,00;-33836082,82;4,07E+06;-2,15E+07;33836082,82;44251468,18
4069719167,00;-59760882,85;7,15E+05;-1,29E+07;59760882,85;47152401,8
4094550167,00;-40475011,47;-1,42E+06;-5,38E+06;40475011,47;46412729,02
4119386167,00;-52416779,99;-4,07E+06;3,71E+06;52416779,99;46212039,59
4144217167,00;-60637965,20;-4,09E+06;-1,45E+07;60637965,2;47965229,75
4169053167,00;-44147647,62;-2,12E+07;-2,10E+07;44147647,62;47983226,18
4193884167,00;-25371068,72;-5,08E+07;-2,26E+07;25371068,72;46157595,51
4218720167,00;-37470127,34;-5,65E+07;-2,40E+07;37470127,34;45602239,97
4243551167,00;-59456827,64;-3,71E+07;-1,03E+07;59456827,64;45952488,18
4268387167,00;-45897134,54;5,47E+05;4,72E+06;45897134,54;47292605,04
4293218167,00;-41577211,62;1,66E+06;1,07E+07;41577211,62;45272197,13
4318054167,00;-62958725,09;-5,15E+06;-2,74E+07;62958725,09;47770387,53
4342885167,00;-60591772,20;-4,69E+06;-3,02E+07;60591772,2;48678720
4367721167,00;-31319441,20;4,40E+06;-6,38E+06;31319441,2;45421106,22
4392552167,00;-47982836,37;-3,18E+07;3,79E+06;47982836,37;45847238,3
4417388167,00;-55015867,35;-2,10E+07;-1,35E+07;55015867,35;49141104,82
4442219167,00;-46043314,93;2,96E+06;-2,67E+07;46043314,93;50093681,22
4467055167,00;-39178099,04;6,54E+06;-7,00E+06;39178099,04;47840489,15
4491886167,00;-42547849,42;-1,50E+07;-1,04E+07;42547849,42;47468346,36
4516722167,00;-45296625,49;-3,03E+07;-2,96E+07;45296625,49;47881614,57
4541553167,00;-40981965,07;-1,37E+07;-2,11E+07;40981965,07;45439752,34
4566389167,00;-47398114,80;-6,19E+06;-1,44E+07;47398114,8;43973790,41
4591220167,00;-42679411,77;-1,19E+07;-1,86E+07;42679411,77;45236009,36
4616056167,00;-30102050,90;-2,20E+07;-3,26E+07;30102050,9;43249255,42
4640887167,00;-42179474,83;-1,38E+07;-2,98E+07;42179474,83;41822989,58
4665723167,00;-57120864,99;-2,16E+07;-3,43E+07;57120864,99;43053828,48
4690554167,00;-51785865,43;-1,78E+07;-2,53E+07;51785865,43;44454691,41
4715390167,00;-47517398,00;-1,49E+07;-1,41E+07;47517398;45006863,48
4740221167,00;-53873906,14;-3,35E+07;-9,95E+06;53873906,14;45959894,66
4765057167,00;-45156877,04;-5,62E+07;-2,09E+07;45156877,04;46423773,77
4789888167,00;-52862337,83;-4,54E+07;-2,17E+07;52862337,83;47030909,66
4814724167,00;-36364418,86;-4,69E+07;-1,44E+07;36364418,86;46329243,78
4839555167,00;-44317216,87;-4,36E+07;-1,14E+07;44317216,87;47908706,67
4864391167,00;-36695955,99;-3,29E+07;8,01E+06;36695955,99;47299426,79
4889222167,00;-58063436,15;-3,74E+07;-1,45E+07;58063436,15;47404156,92
4914058167,00;-42097613,81;-6,84E+06;-2,57E+07;42097613,81;46327684,52
4938889167,00;-52093428,97;8,75E+06;-2,23E+07;52093428,97;46836132,41
4963725167,00;-35572121,14;-4,72E+07;-3,45E+06;35572121,14;44802600,74
4988556167,00;-28596977,59;-1,59E+07;4,07E+06;28596977,59;42962611,91
5013391917,00;-37794063,09;1,45E+07;1,75E+06;37794063,09;41288359,16
5038222917,00;-65502263,90;1,67E+07;-5,21E+06;65502263,9;44525897,5
5063058917,00;-76786805,39;2,91E+07;-1,38E+07;76786805,39;48133629,56
5087889917,00;-60623931,88;-4,33E+06;-2,42E+07;60623931,88;50792293,55
5112725917,00;-34717842,94;-2,32E+07;-2,01E+07;34717842,94;48198338,75
5137556917,00;-39362286,33;-1,83E+07;-3,32E+07;39362286,33;47894413,47
5162392917,00;-31401886,94;-9,20E+06;-2,54E+07;31401886,94;45595353,24
5187223917,00;-42615092,40;8,80E+06;-3,37E+07;42615092,4;46377905,61
5212059917,00;-45981334,45;-2,10E+07;-2,14E+07;45981334,45;48309500,81
5236890917,00;-40714162,59;-3,75E+07;-1,30E+07;40714162,59;48633956,31
5261726917,00;-40233521,46;-1,82E+07;-1,09E+07;40233521,46;45826318,26
5286557917,00;-48892078,40;-2,29E+06;-1,70E+07;48892078,4;42726904,15
5311393917,00;-59693055,15;1,87E+07;-2,25E+07;59693055,15;42623473,41
5336224917,00;-74632691,14;1,82E+07;-1,46E+07;74632691,14;47058456,54
5361060917,00;-46375436,78;1,58E+07;-9,72E+06;46375436,78;47837695,48
5385891917,00;-36557376,98;2,95E+07;7,14E+06;36557376,98;48410527,71
5410727917,00;-134076654,90;7,29E+07;-2,58E+07;134076654,9;58572923,54
5435558917,00;-2690888,64;1,15E+08;-2,06E+07;2690888,643;53762874
5460394917,00;-104422500,70;7,74E+07;-1,51E+08;104422500,7;60841578,24
5485225917,00;-54625273,35;4,90E+07;-1,53E+08;54625273,35;62440661,78
5510061917,00;58656928,54;5,35E+07;-9,51E+07;58656928,54;63525645,13
5534892917,00;42351967,69;-2,25E+08;8,56E+07;42351967,69;61598857,64
5559728917,00;-50512926,58;-3,88E+08;8,33E+07;50512926,58;58918883,8
5584558917,00;-52034372,09;-1,86E+08;1,19E+08;52034372,09;59547654,39
5609395917,00;-164635373,40;-1,41E+08;1,16E+08;164635373,4;73778542,88
5634225917,00;-20446543,69;-1,83E+07;1,04E+08;20446543,69;61152974,96
5659062917,00;-136511435,50;3,85E+08;-1,88E+08;136511435,5;76021924,62
5683892917,00;-145979831,80;2,98E+08;-2,08E+08;145979831,8;80639405,85
5708729917,00;-45149275,66;1,02E+08;-6,50E+07;45149275,66;79586517,22
5733559917,00;-29576970,93;-2,80E+08;2,12E+07;29576970,93;76355410,82
5758396917,00;84439641,24;-4,74E+08;-1,08E+07;84439641,24;81031818,99
5783226917,00;114495499,10;-3,11E+08;7,32E+07;114495499,1;88140993,71
5808063917,00;43951181,17;-1,26E+08;-1,13E+07;43951181,17;87242861,39
5832893917,00;-93898682,00;1,57E+07;-4,73E+07;93898682;79383229,01
5857730917,00;-180170255,90;3,38E+08;4,39E+07;180170255,9;97130308,14
5882560917,00;-200412731,80;4,39E+08;8,07E+07;200412731,8;104230452,2
5907397917,00;-122282236,20;3,48E+08;1,43E+07;122282236,2;101597386
5932227917,00;-69466676,12;2,04E+08;-2,17E+07;69466676,12;104299319,4
5957063917,00;-35110775,83;-3,56E+07;3,87E+07;35110775,83;104914186,6
5981894917,00;-14785854,22;-1,81E+08;1,01E+07;14785854,22;97174876,93
6006730792,00;4555565,72;-1,84E+08;-9,48E+07;4555565,715;84959328,77
6031561792,00;-13524609,80;-7,41E+07;-9,79E+07;13524609,8;81578598,62
6056397792,00;-59121782,18;9,30E+06;-1,47E+07;59121782,18;77714498,64
6081228792,00;-80631349,68;-1,12E+07;2,92E+07;80631349,68;66654620,17
6106064792,00;-87674905,66;4,64E+07;-1,41E+07;87674905,66;54128195,05
6130895792,00;27654991,15;1,10E+08;-8,00E+07;27654991,15;43614056,71
6155731792,00;-49378566,74;2,71E+07;-1,13E+08;49378566,74;41382044,55
6180562792,00;-55107668,64;-6,82E+07;-7,97E+07;55107668,64;43603921,53
6205398792,00;35850448,61;-9,17E+07;-6,24E+05;35850448,61;45944432,02
6230229792,00;-34414957,17;-2,50E+08;1,04E+08;34414957,17;49262142,18
6255065792,00;-30812487,60;-2,18E+08;1,30E+08;30812487,6;51183017,49
6279896792,00;-56001707,91;-1,09E+08;6,86E+07;56001707,91;50836342,57
6304732792,00;-100909493,60;-7,91E+06;2,93E+06;100909493,6;53089469,68
6329563792,00;-96670846,94;1,89E+08;-3,73E+07;96670846,94;54089018,71
6354399792,00;-112166553,10;2,78E+08;-5,55E+07;112166553,1;63479192,26
6379230792,00;-96826967,60;1,35E+08;-4,87E+07;96826967,6;68751236,8
6404066792,00;-23107026,82;-1,27E+08;7,75E+06;23107026,82;65195609,93
6428897792,00;14827369,45;-1,51E+08;3,16E+07;14827369,45;62859712,24
6453733792,00;3765022,16;-3,89E+07;-1,95E+07;3765022,159;59454163,91
6478564792,00;-50573737,62;6,24E+07;-4,70E+07;50573737,62;61649858,36
6503400792,00;-79188841,58;2,07E+08;-3,38E+07;79188841,58;64226206,54
6528231792,00;-65756617,78;1,72E+08;-1,59E+07;65756617,78;60320331,45
6553067792,00;-109017242,80;-1,12E+07;-3,89E+07;109017242,8;61692153,21
6577898792,00;-33571203,95;-1,17E+08;-3,77E+07;33571203,95;52959336,64
6602734792,00;10843661,43;-2,31E+08;-3,87E+07;10843661,43;43405635,95
6627565792,00;35975579,02;-2,70E+08;-3,71E+07;35975579,02;44835475,09
6652401792,00;1638974,55;-1,96E+08;4,63E+07;1638974,547;43370097,88
6677232792,00;-51160213,35;-4,94E+07;8,14E+07;51160213,35;48636230,23
6702068792,00;-190281261,20;1,20E+08;8,68E+07;190281261,2;64159288,41
6726899792,00;-117930153,60;2,49E+08;7,19E+07;117930153,6;68463878,63
6751735792,00;-95349376,20;1,78E+08;-4,56E+07;95349376,2;71751962,9
6776566792,00;-67364017,37;5,88E+07;-1,15E+08;67364017,37;67123826,74
6801402792,00;20571089,39;-4,41E+06;-7,68E+07;20571089,39;65679369,57
6826233792,00;17382017,97;-1,10E+08;-2,75E+07;17382017,97;66405853,63
6851069792,00;6171151,40;-1,72E+08;6,78E+07;6171151,4;63094250,56
6875900792,00;-54806537,03;-1,76E+07;4,55E+07;54806537,03;69001757,5
6900736792,00;-174058746,10;1,83E+08;-3,76E+07;174058746,1;82657150,03
6925567792,00;-43801492,45;2,16E+08;-1,06E+08;43801492,45;66381620,17
6950403792,00;5021588,80;-5,68E+06;-1,34E+08;5021588,802;53836224,08
6975234792,00;-74686485,53;-1,61E+08;-8,92E+07;74686485,53;51540347,34
7000071292,00;11902007,46;-2,26E+08;-3,14E+07;11902007,46;45377901,79
7024902292,00;52592196,46;-2,37E+08;8,82E+07;52592196,46;48935802,58
7049738292,00;59255683,42;-2,26E+08;1,65E+08;59255683,42;53588432,07
7074569292,00;-170009549,30;-6,48E+07;9,36E+07;170009549,3;71792698,51
7099405292,00;-204768907,40;1,96E+08;6,86E+07;204768907,4;88455184,1
7124236292,00;-78659083,84;3,30E+08;2,45E+07;78659083,84;77855221,63
7149072292,00;-79340284,47;1,36E+08;-7,25E+07;79340284,47;81803976,3
7173903292,00;-64856146,57;3,57E+07;-1,33E+08;64856146,57;88452260,49
7198739292,00;64560277,46;-1,81E+08;-3,25E+07;64560277,46;87327126,26
7223570292,00;58219556,81;-2,87E+08;2,01E+07;58219556,81;92473520,64
7248406292,00;-71265864,37;-1,38E+08;5,82E+07;71265864,37;94548372,63
7273237292,00;-178754645,00;1,34E+08;3,88E+07;178754645;107826035
7298073292,00;-22238130,57;3,55E+08;-4,42E+07;22238130,57;91406988,5
7322904292,00;-72399054,77;2,54E+08;-1,53E+08;72399054,77;76699227,1
7347740292,00;-44538826,35;1,10E+08;-1,60E+08;44538826,35;72908087,37
7372571292,00;-8743926,29;-9,57E+06;-6,71E+07;8743926,287;65064047,58
7397407292,00;-1902099,25;-3,20E+08;7,90E+07;1902099,252;58069153,43
7422238292,00;-23640877,60;-2,55E+08;1,43E+08;23640877,6;53522553,45
7447074292,00;-160990219,10;2,91E+07;1,12E+08;160990219,1;64941515,92
7471905292,00;18908725,98;1,77E+08;3,95E+07;18908725,98;59124056,1
7496741292,00;-58178626,30;1,48E+08;-1,51E+08;58178626,3;45726720,69
7521572292,00;-56056671,74;9,31E+07;-1,50E+08;56056671,74;49484336,38
7546408292,00;-52979282,14;-5,47E+07;3,82E+07;52979282,14;47326583,86
7571239292,00;-21306669,12;-1,98E+08;1,34E+08;21306669,12;44745233,06
7596075292,00;30587369,80;-1,36E+08;8,86E+07;30587369,8;47172282,34
7620906292,00;-68095504,05;4,43E+06;5,54E+07;68095504,05;54527105,09
7645742292,00;-145748282,10;1,58E+08;7,46E+05;145748282,1;68094594,48
7670573292,00;-32383049,73;2,54E+08;1,96E+07;32383049,73;53804909
7695409292,00;-104642356,00;1,06E+08;-5,01E+07;104642356;63330867,89
7720239292,00;-134899942,90;1,39E+07;-5,27E+07;134899942,9;71855458,62
7745076292,00;-29179360,27;-9,05E+07;2,36E+07;29179360,27;68869090,68
7769906292,00;13446841,84;-2,75E+08;-3,93E+06;13446841,84;64476597,31
7794743292,00;43012118,34;-2,86E+08;-2,14E+07;43012118,34;66888313,89
7819573292,00;12622384,43;-2,28E+08;2,86E+07;12622384,43;64892204,41
7844410292,00;-6392760,87;2,78E+07;4,30E+07;6392760,873;58036344,05
7869240292,00;-37032170,89;1,73E+08;1,74E+07;37032170,89;45956776,14
7894077292,00;-182281100,70;3,73E+08;-4,69E+07;182281100,7;62612115,14
7918907292,00;-142805963,20;3,80E+08;1,03E+07;142805963,2;66852515,94
7943744292,00;-106849679,90;1,76E+08;7,59E+07;106849679,9;63735820,05
7968574292,00;-70223305,82;-9,56E+06;-1,73E+07;70223305,82;68296258,44
7993410667,00;-13539227,84;-1,04E+08;-7,03E+07;13539227,84;68306523,55
8018240667,00;4584801,79;-1,40E+08;-6,34E+07;4584801,793;64036821,72
8043077667,00;1451278,93;-2,00E+08;-2,66E+07;1451278,925;62795587,77
8067907667,00;-12298448,68;-2,58E+08;2,02E+07;12298448,68;63451775,31
8092743667,00;-33181779,38;-2,72E+08;1,12E+07;33181779,38;63023954,03
8117574667,00;-57397438,29;-1,57E+08;-2,82E+07;57397438,29;49147991,54
8142410667,00;-38882814,65;-4,05E+07;-2,27E+07;38882814,65;37600975,03
8167241667,00;-52865261,44;-7,24E+06;-1,00E+07;52865261,44;31602706,31
8192077667,00;-71490982,17;3,34E+07;-2,13E+06;71490982,17;31743559,24
8216908667,00;-75902121,66;7,10E+07;-4,00E+07;75902121,66;38672769,67
8241744667,00;-49146432,28;1,26E+08;-3,21E+07;49146432,28;43624061,94
8266575667,00;-6792125,70;1,11E+08;1,68E+07;6792125,702;44217489,36
8291411667,00;-59267377,85;-2,57E+07;8,21E+06;59267377,85;49436259,27
8316242667,00;-29657077,79;-5,57E+07;-2,67E+07;29657077,79;49044625,76
8341078667,00;-13131676,91;-2,42E+07;-1,27E+07;13131676,91;44126207,83
8365909667,00;-7119569,78;-3,40E+07;3,46E+07;7119569,778;40596958,4
8390745667,00;-78312343,96;-2,51E+07;2,79E+07;78312343,96;43424412,01
8415576667,00;-94506207,70;6,03E+06;4,11E+07;94506207,7;45981659,29
8440412667,00;-57610861,66;4,22E+07;6,47E+07;57610861,66;43949297,07
8465243667,00;-63573852,18;1,67E+07;2,44E+07;63573852,18;45552343,73
