Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,0.096774474,-0.150524139,-0.247941971
0.01,-0.04402772,-0.050920486,-0.12052834
0.02,-0.042906027,-0.090064049,0.041880012
0.03,-0.042411227,-0.090792656,0.047866106
0.04,0.009699926,0.023355484,-0.161195397
0.05,0.009841375,0.022566795,-0.154610157
0.06,-0.063366994,0.096102715,-0.110634208
0.07,-0.395183384,0.169819832,0.085009217
0.08,-0.392259002,0.169352531,0.088789344
0.09,-0.522821903,0.084879875,-0.286503911
0.1,-0.521718025,0.084155083,-0.280420303
0.11,-0.082304485,-0.193823814,0.066612124
0.12,0.285438418,-0.399577141,0.453599095
0.13,0.194190174,-0.353824616,0.542868972
0.14,-0.035963587,-0.164616585,0.465730071
0.15,-0.033130996,-0.164731026,0.466460109
0.16,-0.200048745,-0.018957138,0.200546503
0.17,0.228436127,-0.124568939,-0.120520711
0.18,0.408608377,-0.177168846,-0.046624303
0.19,0.295270085,-0.135940552,0.033216953
0.2,0.013079189,-0.096869469,0.388468146
0.21,-0.103172354,-0.081738472,0.65241611
0.22,-0.100415453,-0.081003189,0.645942569
0.23,-0.292962074,0.07779026,0.667951822
0.24,-0.123214804,0.054346085,0.342619419
0.25,0.028399803,-0.039159775,0.029855013
0.26,-0.055334713,-0.051553726,-0.067378759
0.27,-0.124141857,-0.104728699,-0.247726262
0.28,-0.112002507,-0.1891222,-0.298097968
0.29,-0.203983381,-0.18241787,-0.351561248
0.3,-0.197967053,-0.180307388,-0.344383121
0.31,-0.111447573,-0.168260574,-0.223021627
0.32,-0.214533791,-0.081738472,0.217095375
0.33,-0.214378014,-0.081049919,0.211402774
0.34,-0.249723986,0.053836823,0.561298609
0.35,-0.136185348,0.136096954,1.107295752
0.36,-0.126591653,0.091585159,1.024851799
0.37,-0.067992538,0.082816124,0.814477921
0.38,0.009957481,-0.122420311,0.325216532
0.39,0.013046969,-0.194190025,-0.190271497
0.4,-0.013091978,-0.290583611,-0.51324445
0.41,-0.011033583,-0.291384697,-0.506840408
0.42,-0.088841997,-0.203457832,-0.39131093
0.43,-0.007731542,-0.206252098,-0.349670172
0.44,-0.008138079,-0.206520081,-0.347413898
0.45,-0.009783,-0.137218475,-0.224352598
0.46,-0.345685303,0.05218792,0.214043617
0.47,-0.289367259,0.028681755,0.303709626
0.48,-0.00085216,-0.131114006,0.440007091
0.49,0.097817987,-0.166218758,0.744831801
0.5,0.021521073,-0.047948837,0.536152601
0.51,0.018936023,-0.047455788,0.532320976
0.52,0.308381796,-0.162542343,0.2512362
0.53,0.137961626,-0.114619255,0.416302085
0.54,-0.090697706,0.014944077,0.445281863
0.55,-0.089454718,0.01523304,0.442819834
0.56,-0.805943608,0.192277908,-0.324866176
0.57,-0.800123513,0.191422463,-0.318217158
0.58,-0.882732868,0.106805801,-0.627791941
0.59,-0.427768529,-0.118701935,-0.700605869
0.6,0.390973479,-0.45848465,-0.443306625
