Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,-0.147852898,0.030898094,0.032007396
0.01,-0.307128936,0.03096199,0.124825329
0.02,-0.243604988,0.031032562,0.090613991
0.03,-0.190368623,0.031067848,-0.064932629
0.04,-0.247160494,0.076533318,-0.13021408
0.05,-0.197631925,0.167542458,-0.034423873
0.06,-0.195424795,0.167566299,-0.031711116
0.07,0.02386412,0.033481598,0.310830236
0.08,-0.039276183,0.031104088,0.485408306
0.09,-0.036762744,0.03116703,0.487560511
0.1,-0.054900199,-0.064505577,0.380020261
0.11,0.020727426,-0.014116287,0.256097138
0.12,-0.022934586,0.000369072,-0.020496026
0.13,-0.018763155,0.000441551,-0.015473232
0.14,0.082008779,-0.025860786,0.112991527
0.15,0.032209188,0.017241478,0.415709406
0.16,0.03188917,0.01728344,0.413155019
0.17,-0.059735358,0.031713486,0.497990012
0.18,-0.133951455,0.026990891,0.305776477
0.19,-0.134929478,-0.02077961,0.141700894
0.2,-0.214171201,-0.015911102,0.034621984
0.21,-0.163329154,-0.056517601,0.007924795
0.22,-0.100290477,-0.039671898,-0.012755722
0.23,-0.061295927,0.032185555,-0.094161212
0.24,-0.058264285,0.032216072,-0.088187978
0.25,-0.025996566,0.092108727,0.221873924
0.26,0.070201278,0.06101799,0.270442009
0.27,0.072425425,0.061014175,0.276059866
0.28,0.081118315,0.008290291,0.229274258
0.29,0.034272999,-0.073158264,0.296926975
0.3,-0.005728543,-0.173775673,0.33938843
0.31,-0.014631689,-0.240847588,0.304592401
0.32,-0.051947534,-0.31267643,0.226119608
0.33,-0.113000989,-0.31506443,0.231089845
0.34,-0.055960238,-0.305397034,0.126893863
0.35,-0.19751972,-0.214325905,0.108444601
0.36,-0.393214405,-0.089627266,0.124497816
0.37,-0.291224599,0.03030777,0.09609513
0.38,-0.221127272,0.040091515,0.129813194
0.39,-0.103381753,0.066612244,0.142614082
0.4,-0.100671053,0.066777229,0.141979873
0.41,-0.104792416,0.160303116,0.121446118
0.42,0.017972171,0.100587845,0.249412358
0.43,0.129844874,0.062361717,0.353316635
0.44,0.133417249,0.028897285,0.418529034
0.45,0.124944925,-0.097938538,0.29161489
0.46,0.125907064,-0.097902298,0.292164356
0.47,-0.162519217,-0.181659699,-0.137454271
0.48,-0.255958259,-0.025928497,-0.015934363
0.49,-0.248830438,-0.018624306,0.092412993
0.5,-0.19885093,0.029387474,0.288384646
0.51,-0.044346869,-0.027982712,0.69386822
0.52,0.087994665,-0.145200729,0.683939874
0.53,-0.001793921,-0.178627014,0.540322602
0.54,0.000708401,-0.17844677,0.538700581
0.55,-0.1321643,-0.101656914,0.125702754
0.56,-0.155645967,-0.063269615,-0.266727567
0.57,-0.13842684,0.003727913,-0.243976817
0.58,-0.106168389,0.044387817,0.126205802
0.59,-0.019992232,0.044307709,0.457386851
0.6,-0.022468865,0.044259071,0.452484489
0.61,-0.174092948,0.096972466,0.505642057
0.62,-0.218512118,0.046806335,0.342543304
0.63,-0.141780853,-0.024905205,0.183429182
0.64,-0.138678491,-0.024781227,0.186371654
0.65,0.022058189,-0.194689751,0.060985431
0.66,0.052823305,-0.242517471,-0.02896072
0.67,0.004414558,-0.223324776,-0.023212463
0.68,-0.025057971,-0.129911423,-0.005496338
0.69,-0.062282026,0.006591797,0.135523826
0.7,-0.080558062,0.037744522,0.17285715
0.71,-0.106519759,0.071255684,0.1239288
0.72,-0.120766163,0.099969864,0.101777613
0.73,-0.12107569,0.099905014,0.103749201
0.74,-0.093531251,0.049529076,0.177870527
0.75,-0.075863838,0.035041809,0.19453159
0.76,-0.091764092,-0.003405571,0.160878986
0.77,-0.131168187,0.008461952,0.134801433
0.78,-0.103377044,-0.029924393,0.04573971
0.79,-0.116743147,-0.046803474,0.040387616
0.8,-0.146505833,-0.046867371,0.153624058
0.81,-0.096901715,-0.092400551,0.19384332
0.82,-0.253035545,0.015336037,0.334120035
0.83,-0.252359867,0.015402794,0.332467586
0.84,0.02796787,-0.113854408,0.299956679
0.85,0.027783155,-0.113863945,0.300089955
0.86,-0.058175445,-0.116254807,0.145264074
0.87,-0.058074594,-0.116266251,0.145677909
0.88,0.020260215,-0.015740395,0.088286623
0.89,-0.089003682,0.034439087,0.028787494
