Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,-0.13725239,0.106024742,0.063736916
0.01,0.042515874,0.080010414,0.260822654
0.02,0.10672313,0.044444084,0.308080316
0.03,0.093675971,0.042409897,0.293700516
0.04,0.037448406,0.026054382,0.298901141
0.05,0.039157391,0.026382446,0.300616145
0.06,-0.021595299,-0.026046753,0.227484286
0.07,-0.056580722,-0.174282074,0.037047625
0.08,-0.055805266,-0.174176216,0.037480176
0.09,-0.14777714,0.007863998,0.096777678
0.1,-0.147125125,0.007678032,0.094225645
0.11,-0.152058184,0.107959747,0.19235301
0.12,-0.011439145,0.107681274,0.568485677
0.13,-0.01231432,0.107330322,0.565768242
0.14,-0.005554378,0.013879776,0.306774437
0.15,-0.09831512,-0.014743805,-0.154743671
0.16,-0.053423464,0.02167511,-0.340527475
0.17,-0.021755695,0.108358383,-0.013068974
0.18,0.082516134,0.108417511,0.45078373
0.19,0.108935297,0.160801888,0.737193048
0.2,0.106404364,0.160289764,0.734446347
0.21,-0.125768423,0.073739052,0.112987101
0.22,-0.243428171,-0.033846855,0.038116336
0.23,-0.161435545,-0.165267944,0.013959527
0.24,-0.060463548,-0.184018135,0.098904788
0.25,0.078907788,-0.140475273,0.351771832
0.26,0.148696244,-0.15682888,0.326654017
0.27,0.096185088,-0.10124588,0.223703027
0.28,0.053950489,-0.047931671,0.130934
0.29,0.054481506,-0.047365189,0.135981441
0.3,0.016328216,-0.080403328,0.106904566
0.31,-0.03871268,-0.056056976,0.062807858
0.32,-0.065666676,-0.017526627,0.094334364
0.33,0.004293084,-0.022339821,0.042852819
0.34,-0.036684275,0.023038864,0.096844912
0.35,-0.103877366,0.0588274,0.126562238
0.36,-0.096310735,0.025208473,0.15122807
0.37,-0.097573161,0.02511692,0.151416898
0.38,-0.034099936,0.015439987,0.187448442
0.39,-0.008271217,-0.116224289,0.214357793
0.4,0.065215528,-0.116336823,0.230736613
0.41,0.063959599,-0.11653614,0.230005384
0.42,0.06472677,-0.114472389,0.247344613
0.43,0.01764679,-0.124556541,0.382862091
0.44,0.099107444,-0.120340347,0.31002909
0.45,0.151399434,-0.063481331,0.234744608
0.46,0.057614028,-0.032988548,0.238287628
0.47,-0.007354736,-0.028815269,0.167633712
0.48,-0.033811033,0.01131916,0.092557967
0.49,-0.088996649,0.005982399,0.189955711
0.5,-0.125048757,0.017471313,0.153784573
0.51,-0.127627015,0.017186165,0.153225243
0.52,-0.163428485,-0.011532784,-0.074561834
0.53,-0.157597542,0.105910301,0.014027417
0.54,-0.21355015,0.096505165,0.119252026
0.55,-0.214299798,0.096629143,0.121175706
0.56,0.073778987,-0.078306198,0.669347227
0.57,0.136561573,-0.148166657,0.599691153
0.58,-0.020405531,-0.222852707,0.232626021
0.59,-0.063500285,-0.172837257,-0.112337112
0.6,-0.149567723,-0.065184593,-0.309764743
0.61,-0.06624639,0.023326874,-0.017954946
0.62,0.049945712,0.080134392,0.32576859
0.63,0.014033258,0.103131294,0.507267177
0.64,0.00987798,0.102216721,0.501866758
0.65,-0.086904287,-0.018136978,0.009946883
0.66,-0.07784003,-0.059326172,0.017237306
0.67,-0.042332888,-0.083664894,0.176036954
0.68,0.064853489,-0.103248596,0.25566709
0.69,0.062091827,-0.103544235,0.255027056
0.7,0.038455963,-0.031859398,0.238509715
0.71,0.027072012,0.032711983,0.026047587
0.72,-0.053763807,0.049529076,0.004261732
0.73,-0.007573724,0.0807724,0.095434606
0.74,-0.033707082,0.100002289,0.12429446
0.75,-0.036052406,0.100117683,0.127438605
0.76,-0.165179253,0.100197792,0.165897727
0.77,-0.135651946,0.092974663,0.245845795
0.78,-0.137800932,0.092692375,0.244832218
0.79,-0.151679754,0.099580765,0.166723192
0.8,-0.138813138,0.039467812,0.22051549
0.81,-0.201828122,0.034510612,0.197861671
0.82,-0.167954087,-0.011089325,0.146211207
0.83,-0.13865453,-0.056681633,0.125654161
0.84,-0.059159637,-0.075942039,0.093021691
0.85,-0.078781307,-0.069030762,0.234379232
0.86,-0.060678542,-0.023970604,0.465585828
0.87,-0.013942897,0.052065849,0.400796831
0.88,0.08729589,0.097010612,0.245931327
0.89,-0.008258224,0.096633911,0.234416544
0.9,-0.009534597,0.096408844,0.233218253
0.91,-0.091586769,0.096382141,0.171155334
0.92,-0.10962075,0.09641552,0.134277821
0.93,0.132404327,0.094017029,0.25578022
0.94,0.073487282,0.096161842,0.474223852
0.95,0.024080634,0.095759392,0.370208561
0.96,-0.161159575,0.09544754,0.113587439
0.97,-0.162332475,0.0953722,0.11378324
0.98,-0.268532276,0.095340729,0.164510191
0.99,0.019619882,0.004270554,0.480780661
1,0.084997177,-0.166150093,0.580397368
1.01,0.161477506,-0.161941528,0.544801295
1.02,0.124056399,-0.121876717,0.541515112
1.03,-0.150724292,-0.055515289,0.117141187
1.04,-0.15062815,-0.055682182,0.115303457
1.05,-0.158234537,-0.079435349,-0.275103748
1.06,-0.159803271,-0.079415321,-0.273730695
1.07,-0.004564881,-0.072651863,0.511860371
1.08,-0.00838387,-0.073209763,0.509232402
1.09,0.019025445,-0.138249397,-0.00667125
1.1,-0.006677032,-0.119440079,-0.062075019
1.11,-0.176270604,-0.126996994,0.083485305
1.12,-0.064696074,-0.091391563,0.04216361
1.13,0.080271602,-0.010250092,0.121269941
1.14,0.075894237,-0.010566711,0.121319652
1.15,0.115148902,0.082447052,0.33367765
1.16,0.041994572,0.089349747,0.175446272
1.17,-0.104454517,0.070124626,0.169665158
1.18,-0.106151581,0.070220947,0.171907961
1.19,-0.079090655,-0.077915192,-0.180516422
1.2,-0.080488741,-0.077533722,-0.175614059
1.21,-0.184704661,-0.12988472,-0.176217973
1.22,-0.211926997,-0.16556263,-0.079914629
1.23,-0.188380837,-0.06005764,-0.092369497
1.24,-0.188292742,-0.059924126,-0.091047883
1.25,-0.089859247,0.031071663,0.117265761
1.26,-0.116019726,0.086080551,0.329560697
1.27,-0.115315676,0.085976601,0.327960849
1.28,-0.135790646,0.090685844,0.462972641
1.29,-0.103272378,0.090664864,0.330041289
1.3,-0.093121529,0.026031494,-0.077221036
1.31,0.014282405,0.00199604,-0.046962798
1.32,-0.015384436,-0.029513359,0.021888971
1.33,-0.016292989,-0.02997303,0.017657638
1.34,-0.033526003,-0.020976067,0.160574317
1.35,-0.126994312,-0.019073486,0.258584797
1.36,0.02807802,-0.007465363,0.135728657
1.37,0.012972116,0.018533707,0.175818265
1.38,0.124472618,0.027729988,0.182216167
1.39,0.065518439,0.036964417,0.249244273
1.4,-0.139207125,0.043725014,0.090199828
1.41,-0.201193512,0.086447716,-0.124640048
1.42,-0.201607823,0.086168289,-0.127193809
1.43,-0.024465203,0.00920105,0.155689538
1.44,0.198392004,-0.056123734,0.405794978
1.45,0.191817075,-0.057020187,0.401276052
1.46,0.101804555,-0.053005219,0.206093013
1.47,-0.12246412,-0.032219887,0.581795573
1.48,-0.125378668,-0.03293705,0.576079011
1.49,0.034146309,0.040785789,-0.080506384
1.5,-0.050345421,0.081131935,0.013633251
1.51,-0.111078262,0.080612183,0.33374542
1.52,-0.115177274,0.079800606,0.327973843
1.53,-0.23084408,0.079068184,0.367787063
1.54,-0.243107557,-0.141815186,0.085163355
1.55,-0.125637651,-0.204619408,0.181278765
1.56,-0.070545733,-0.131024361,0.333967149
1.57,0.013172627,-0.074228287,0.18720752
1.58,0.010052145,-0.074774742,0.18335259
1.59,0.244853884,-0.015546799,0.213099957
1.6,0.240556568,-0.016235352,0.208658755
1.61,0.045882344,0.035939217,0.051816344
1.62,0.052160323,0.025911331,0.106617034
1.63,0.019807577,0.027828217,0.348106206
1.64,-0.086521447,0.072793007,0.435210943
1.65,0.046968102,0.072283745,0.053420067
1.66,0.035976827,0.062403679,-0.143835783
1.67,-0.027803183,0.071673393,0.004024804
1.68,-0.017407715,0.071253777,0.286849141
1.69,-0.11959213,0.029984474,0.350124538
1.7,-0.26292491,-0.015849113,0.182289243
1.71,-0.161000192,-0.090312958,0.060599744
1.72,-0.161942542,-0.09058857,0.058009148
1.73,-0.152512312,-0.110121727,0.154124022
1.74,-0.123589575,0.032938004,0.503645122
1.75,-0.003321886,0.029921532,0.368751109
1.76,-0.002873302,0.029449463,0.362693727
1.77,0.11466071,0.002742767,0.084986627
1.78,0.021158755,0.021503448,0.168886304
1.79,0.02096504,0.021051407,0.163262606
1.8,0.010995448,0.01578331,0.203219652
1.81,-0.032657862,0.048872948,0.255727232
1.82,-0.086144745,0.060470581,0.261052489
1.83,-0.025786221,-0.006930351,0.145348787
1.84,-0.027665317,-0.057620049,0.055609226
1.85,-0.063049614,0.044986725,-0.002468824
1.86,-0.107618153,0.063853264,0.20558238
1.87,-0.108764589,0.063509941,0.201968908
1.88,-0.095307112,-0.013525009,0.668948531
1.89,0.013022125,-0.102546692,0.034918845
1.9,-0.046493351,-0.11465168,-0.111137211
1.91,-0.114482164,-0.035661697,0.179006696
1.92,-0.05209887,-0.019116402,0.348384172
1.93,-0.057260811,-0.002626419,0.18471843
1.94,-0.058027923,-0.002799034,0.182980061
1.95,-0.078429997,0.006496429,0.235299349
