Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,-0.01522994,-0.007066727,0.034225345
0.01,-0.007741928,-0.056922913,0.020196736
0.02,-0.00758785,-0.049343109,-0.018146932
0.03,-0.031104982,0.022880554,0.082008481
0.04,-0.144860774,0.01127243,0.133495688
0.05,-0.150148183,-0.038675308,0.059444368
0.06,-0.126650542,-0.033596039,0.02793926
0.07,-0.084418118,-0.062157631,0.109764755
0.08,-0.058836877,-0.033358574,0.204502285
0.09,-0.043068588,-0.035769463,0.185632765
0.1,-0.068012357,0.016900063,0.257936209
0.11,0.012629926,0.031264305,0.263085425
0.12,0.13356711,0.031238556,0.167461753
0.13,0.132322386,0.031251907,0.168340266
0.14,-0.000443816,-0.038190842,0.092056036
0.15,-0.001389563,-0.038234711,0.091942072
0.16,-0.005422235,-0.028770447,0.143716514
0.17,0.007335365,-0.057695389,0.257040709
0.18,-0.098722309,0.035608292,0.133993387
0.19,-0.13912952,0.047599792,0.175105214
0.2,-0.138596714,0.047654152,0.175436676
0.21,0.021266729,0.026052475,0.447981834
0.22,0.020530224,-0.045635223,0.141262054
0.23,-0.132674128,-0.114928246,0.279728949
0.24,-0.050865173,-0.086208344,0.437472254
0.25,-0.096106529,-0.050260544,-0.00511086
0.26,-0.007318139,-0.01893425,-0.095910966
0.27,0.049031526,0.002656937,0.14738375
0.28,0.070376366,0.019264221,0.266207874
0.29,0.067281902,0.01900959,0.264038086
0.3,-0.03147921,0.052266121,0.202004463
0.31,-0.119710147,0.049726486,0.105202436
0.32,-0.178288043,0.047361374,0.105897963
0.33,-0.032720387,-0.019573212,0.021564603
0.34,-0.033646256,-0.019323349,0.02542305
0.35,0.051475912,-0.076515198,0.152062893
0.36,0.112425029,-0.04753685,0.043216169
0.37,0.103890225,-0.032920837,0.143090546
0.38,0.131265134,0.024721146,0.244370073
0.39,0.048118502,0.048800468,0.261234015
0.4,-0.003279746,0.048958778,0.192276895
0.41,-0.01627171,0.006069183,-0.022449732
0.42,-0.09398362,-0.015236855,0.026842594
0.43,-0.054811805,0.018457413,0.08993715
0.44,-0.078106523,-0.012487412,0.150374949
0.45,-0.086863458,-0.005125999,0.150985718
0.46,-0.140707135,-0.026451111,0.14247179
0.47,-0.195402563,-0.011842728,0.17192024
0.48,-0.120263785,0.005111694,0.147640765
0.49,-0.083219796,0.019633293,0.096515119
0.5,-0.127899975,0.050885201,0.169790626
0.51,-0.126986086,0.048530579,0.188891053
0.52,-0.077881247,0.048583031,0.21060431
0.53,-0.042784095,0.029514313,0.180053353
0.54,-0.019302607,0.029678345,0.174089253
0.55,-0.017200083,0.029873848,0.175817668
0.56,0.061121762,0.051650047,0.194815159
0.57,0.04809761,0.049550056,0.238647342
0.58,0.080417931,0.033061981,0.222421587
0.59,0.066677749,0.021363258,0.20642674
0.6,-0.014292717,0.052710533,0.044033945
0.61,0.015920341,0.141600609,0.104574621
0.62,0.064722329,0.053245544,0.454504579
0.63,0.155560717,0.05325985,0.701205492
0.64,0.113234535,0.017134666,0.383366108
0.65,0.112298414,0.017081261,0.383091986
0.66,-0.269855022,-0.088247299,0.265507758
0.67,-0.169084817,-0.076292038,0.249757946
0.68,-0.184626967,-0.083405495,-0.193876743
0.69,-0.082552105,-0.047157288,-0.236914635
0.7,-0.018042058,-0.032684326,0.1298787
0.71,0.083445966,-0.011266708,0.333648175
0.72,0.056637228,0.048340797,0.323435783
0.73,0.063376725,0.052939415,0.218398094
0.74,0.046385884,0.0528965,0.162843466
0.75,-0.029992998,0.052918434,0.076936007
0.76,-0.133732468,0.069806099,0.087288201
0.77,-0.130962998,0.070012093,0.088746548
0.78,-0.201446623,0.082259178,0.320451647
