Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,-0.045857459,0.033577919,0.247247487
0.01,-0.046631217,0.033560753,0.245754033
0.02,0.014117152,0.026304245,0.181526572
0.03,-0.068709314,0.026239395,0.106392704
0.04,-0.069415122,0.026181221,0.108792752
0.05,-0.214714229,0.102801323,-0.026227281
0.06,-0.16401577,0.026159287,-0.15551126
0.07,-0.057368338,-0.167868614,-0.078986958
0.08,0.006532311,-0.2182827,0.440781117
0.09,0.065981418,-0.249494553,0.803509176
0.1,0.057346493,-0.225568771,0.566902816
0.11,0.057418972,-0.108234406,0.047282718
0.12,-0.040332764,-0.010061264,-0.360387057
0.13,-0.040309966,-0.010103226,-0.356568366
0.14,-0.176344395,0.025766373,-0.273161471
0.15,-0.105697423,0.099915504,0.23406902
0.16,-0.17819649,0.135812759,0.781850934
0.17,-0.034499139,0.049617767,0.461399466
0.18,-0.067019254,0.025672913,0.045274511
0.19,-0.067503661,0.006484032,-0.169107229
0.2,-0.048444748,-0.065379143,-0.166111559
0.21,0.02568689,-0.086952209,0.013505153
0.22,0.001044303,-0.048690796,0.134133086
0.23,0.000698119,-0.048707962,0.134489059
0.24,-0.149506986,0.023143768,0.324031919
0.25,-0.096267819,0.025531769,0.319332719
0.26,-0.047983408,0.01831913,0.246605918
0.27,-0.047471821,0.018276215,0.251715243
0.28,0.000251055,-0.012910843,0.095181137
0.29,-0.034170002,0.010949135,-0.035001896
0.3,-0.035327941,0.010848999,-0.029321514
0.31,-0.074873328,0.02272892,0.065388426
0.32,-0.047652006,-0.0228405,0.061709814
0.33,-0.242441207,-0.015716553,0.21778065
0.34,-0.242051482,-0.015711784,0.219311521
0.35,-0.189722598,-0.113890648,0.243914217
0.36,-0.082769036,-0.176172257,0.257990509
0.37,-0.058094978,-0.188204765,0.235053808
0.38,-0.032934725,-0.145130158,0.252265036
0.39,-0.047704458,-0.111617088,0.214241952
0.4,-0.047651112,-0.111590385,0.21211955
0.41,-0.114194393,0.024912834,0.293721378
0.42,-0.020244569,0.024952888,0.206885159
0.43,0.156020507,-0.010962486,0.066293485
0.44,0.165710628,-0.030202866,-0.087852545
0.45,-0.006524533,0.027163506,-0.136489153
0.46,-0.112907499,0.094182014,-0.094447263
0.47,-0.207120538,0.094163895,0.133613884
0.48,-0.209530085,0.094103813,0.129764229
0.49,0.130964905,-0.044855118,0.586222708
0.5,0.166254312,-0.167110443,0.531855464
0.51,0.104355633,-0.152849197,0.411132395
0.52,0.101464599,-0.152897835,0.406699389
0.53,-0.031895161,-0.049998283,-0.343598843
0.54,-0.145512462,0.021770477,-0.311784118
0.55,-0.121183217,0.045694351,0.063758776
0.56,-0.124966115,0.045630455,0.057327285
0.57,-0.036672384,0.033581734,0.423017949
0.58,0.051461726,-0.045497894,0.367428988
0.59,-0.00082022,-6.96182E-05,0.233875319
0.6,-0.141902179,0.023881912,0.159744144
0.61,-0.142803073,0.023900986,0.156328782
0.62,-0.157695383,0.014340401,0.168237671
0.63,-0.067456752,-0.033535957,0.240193442
0.64,0.022324353,-0.045516014,0.097248942
0.65,0.054731846,-0.024022102,0.026164234
0.66,0.013143331,-0.033651352,0.044512287
0.67,-0.001897722,0.023755074,0.151543826
0.68,0.007041365,0.026118279,0.185996562
0.69,0.08485958,0.033262253,0.195829675
0.7,0.083271146,0.033198357,0.196010873
0.71,0.074617073,0.02358532,0.175913855
0.72,-0.225387603,0.023607254,0.315431833
0.73,-0.387965053,0.042777061,0.345306516
0.74,-0.255027562,-0.033777237,0.181367725
0.75,-0.108167261,-0.127137184,-0.00945121
0.76,-0.162688464,-0.117557526,0.044733822
0.77,-0.160851002,-0.117501259,0.044473127
0.78,-0.232357681,0.023873329,0.31559968
0.79,-0.229857385,0.024017334,0.312759489
0.8,-0.040514678,0.024148941,0.458002508
0.81,0.057436407,0.014689446,0.395458609
0.82,0.092521787,-0.030708313,0.21436356
0.83,0.065098464,-0.045044899,0.073666558
0.84,0.042005062,-0.064199448,0.055646926
0.85,0.042315006,-0.064194679,0.056253076
0.86,-0.063290566,-0.049823761,0.151617825
0.87,-0.051505238,0.031581879,0.136611536
0.88,-0.094422728,0.024424553,0.260863066
0.89,-0.036908835,-0.045015335,0.298840642
0.9,0.046405047,-0.097702026,0.372448802
0.91,-0.129388094,-0.114459992,0.310800374
0.92,-0.258631438,-0.109638214,0.275535762
0.93,-0.213669986,0.022128105,0.183882862
0.94,-0.127391011,0.005417824,0.120905653
0.95,-0.024914235,-0.059211731,-0.134546489
0.96,-0.026381731,-0.092766762,-0.21657449
0.97,-0.132019609,-0.054520607,0.054361939
0.98,-0.214133829,-0.006644249,0.342900693
0.99,-0.234126091,-0.032943726,0.365352392
1,-0.179502755,-0.006558418,0.237621829
1.01,-0.200882107,0.024587631,0.071037963
1.02,-0.223678947,0.022220612,-0.004658788
1.03,-0.159559518,0.003090858,0.021505728
1.04,-0.117467135,-0.030437469,0.079818726
1.05,-0.080595851,-0.040035248,0.090157971
1.06,0.02953887,-0.054459572,0.071835473
1.07,0.081449389,-0.073681831,0.106408551
1.08,-0.001162976,-0.00194931,0.033097237
1.09,0.212547571,-0.136142731,0.086432308
1.1,0.153624907,-0.100380898,0.302957475
1.11,0.075899929,-0.095669746,0.332013249
1.12,0.0726991,-0.095763206,0.329862803
1.13,-0.057150036,0.011906624,0.129525885
1.14,-0.059249043,0.011852264,0.128818035
1.15,-0.220784694,0.033379555,0.123509258
1.16,-0.362195611,0.033383369,0.211249292
1.17,-0.36225158,0.033371925,0.211381391
1.18,-0.199386537,0.014192581,-0.011984155
1.19,-0.058618426,-0.043297768,0.092713863
1.2,0.026729673,-0.052914619,0.191283613
1.21,0.025920272,-0.052934647,0.190579847
1.22,-0.076242685,-0.045703888,0.328435421
1.23,-0.074867904,-0.045640945,0.32707113
1.24,-0.071101636,0.007107735,0.3565045
1.25,-0.010874301,-0.00962925,0.099523321
1.26,-0.116376996,-0.062311172,0.180688426
1.27,-0.116586864,-0.062293053,0.179325908
1.28,-0.148144096,0.021510124,0.130134016
1.29,-0.148393989,0.021511078,0.130096614
1.3,0.037591547,-0.071908951,-0.012317777
1.31,0.093648091,-0.086354256,0.240278781
1.32,-0.013637722,-0.088798523,0.481172293
1.33,-0.191651642,-0.021748543,0.41659826
1.34,-0.284305006,0.014225006,0.347852349
1.35,-0.155559629,0.023855209,0.087204322
1.36,-0.153540552,0.02385807,0.090887398
1.37,-0.082540929,-0.028855324,-0.30821842
1.38,-0.022415757,-0.016922951,-0.132264435
1.39,-0.023402572,-0.016946793,-0.132712781
1.4,-0.103917778,0.023763657,0.553244174
1.41,-0.126301944,0.033397675,0.677616239
1.42,-0.12615028,0.033474922,0.672635555
1.43,-0.099558711,0.023932457,0.271648288
1.44,-0.260607898,0.023990631,0.116416171
1.45,-0.310697198,0.02643013,0.21181415
1.46,-0.36320591,0.024072647,0.362887204
1.47,-0.185197145,0.012166977,0.20783852
1.48,-0.02777335,0.021705627,0.005771711
1.49,0.120747373,-0.011945724,-0.12872766
1.5,0.119413063,-0.01212883,-0.118913524
1.51,0.358264566,0.016366005,-0.266900599
1.52,0.132886738,0.023352623,0.002404794
1.53,0.102248445,0.032821655,0.093264341
1.54,0.100371108,0.03273201,0.095970675
1.55,0.005474478,0.02307415,0.262538761
1.56,-0.042963684,-0.08467865,0.293738574
1.57,-0.193234265,-0.194803238,0.217073262
1.58,-0.344497442,-0.18994236,0.162284926
1.59,-0.363104731,-0.208993912,0.133286476
1.6,-0.252242029,-0.218464851,0.17132777
1.61,-0.225567341,-0.194430351,0.067975305
1.62,-0.222259253,-0.194304466,0.067469105
1.63,-0.208633751,-0.050513268,-0.083273768
1.64,-0.134766191,0.014295578,-0.157424972
1.65,-0.166240901,0.024020195,-0.154135212
1.66,-0.12111339,0.03375721,-0.098931283
1.67,0.047125369,0.024285316,-0.08266703
1.68,0.048087806,0.024335861,-0.08425869
1.69,0.011755735,0.024360657,0.178352311
1.7,0.046996057,0.115376473,0.382018387
1.71,0.045431286,0.115365982,0.377725661
1.72,0.062769115,0.048304558,0.425239474
1.73,-0.018989652,-0.033164024,0.377331257
1.74,-0.20063442,-0.107415199,0.428926349
1.75,-0.314021409,-0.066684723,0.424169511
1.76,-0.160120159,0.019568443,0.28691265
1.77,-0.114034623,-0.009120941,0.010712981
1.78,-0.039600939,-0.025912285,-0.128391773
1.79,0.097946286,-0.05711937,-0.042093314
1.8,0.044191688,0.012199402,0.347988784
1.81,0.061194301,0.031252861,0.613582134
1.82,0.120427355,0.04314518,0.701524615
1.83,0.041452676,0.045516968,0.605130196
