Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,-0.040833116,0.02193737,0.576830924
0.01,0.058925956,-0.143300057,0.255466104
0.02,0.112973094,-0.145713806,0.142964274
0.03,0.02700752,-0.140996933,-0.008029506
0.04,-0.152243853,-0.107522965,-0.186973065
0.05,-0.16578877,-0.081235886,-0.20440951
0.06,-0.089242607,-0.062144279,-0.03092004
0.07,-0.013554573,2.00272E-05,0.21926637
0.08,-0.016491503,-5.05447E-05,0.220685005
0.09,-0.102090567,-0.024047852,0.282668948
0.1,-0.174149394,0.014269829,0.290751278
0.11,-0.156636596,-0.024009705,0.341903687
0.12,-0.036022991,-0.038330078,0.12703377
0.13,0.021287322,-0.023962021,-0.00262136
0.14,-0.163586199,0.021538734,0.004024141
0.15,-0.182313412,0.031149864,0.012154404
0.16,-0.181886703,0.031186104,0.014943156
0.17,-0.068930835,-0.03822422,0.067595497
0.18,-0.138041586,-0.031020164,0.012797158
0.19,-0.137477815,-0.030978203,0.01622187
0.2,-0.115621001,-0.035722733,0.043903802
0.21,-0.079485923,-0.026116371,0.195957094
0.22,-0.068800002,-0.17210865,0.311961234
0.23,0.03399688,-0.145733833,0.141043454
0.24,0.034823477,-0.186458588,0.06183935
0.25,0.075800061,-0.105069161,0.080877662
0.26,0.075597301,-0.13625145,0.043556456
0.27,-0.072453111,-0.052484512,0.046633963
0.28,-0.312775761,0.02175045,-0.017975293
0.29,-0.297333151,0.112800598,0.052133139
0.3,-0.216946989,0.02189064,0.182386607
0.31,-0.185584694,-0.011595726,0.005271003
0.32,-0.125931233,-0.009175301,-0.004148357
0.33,-0.014011443,0.005191803,0.68033123
0.34,0.084075212,-0.078640938,0.654391766
0.35,-0.045477211,-0.095411301,0.116809316
0.36,0.08026576,-0.047442436,-0.127592146
0.37,-0.06594345,-0.145535469,-0.167395383
0.38,-0.066806197,-0.145514488,-0.16322425
0.39,-0.148603946,0.022012711,0.096743345
0.4,0.034964725,0.024298668,0.521603227
0.41,0.03550671,0.002578735,0.491283864
0.42,0.032793358,0.002477646,0.488927066
0.43,-0.22878322,-0.064582825,0.06791757
0.44,-0.03776288,-0.107680321,0.097736083
0.45,-0.09891361,-0.112472534,0.173936039
0.46,0.046182632,-0.066981316,0.166581288
0.47,0.054264814,-0.126862526,0.087633282
0.48,0.052023768,-0.126866341,0.090061381
0.49,0.054473937,0.02152729,0.366769016
0.5,-0.076157779,0.021497726,0.217056066
0.51,-0.081112057,-0.004797935,0.050844416
0.52,-0.08091858,-0.004693031,0.057261303
0.53,-0.09007892,0.007385254,-0.012758583
0.54,-0.166213483,-0.014062881,0.10254699
0.55,-0.1660887,-0.013988495,0.10780184
0.56,-0.054303914,-0.018712044,0.026441351
0.57,-0.089002728,0.01246357,0.100429326
0.58,-0.020767361,-0.016249657,0.129895896
0.59,-0.064589381,0.022089958,0.135250181
0.6,-0.06519407,0.022123337,0.138424724
0.61,0.004426926,0.012617111,0.129156768
0.62,0.004673034,0.012677193,0.13317886
0.63,-0.221762508,-0.135655403,0.05087845
0.64,-0.134688884,-0.157131195,-0.051643461
0.65,0.055466011,-0.157154083,-0.060607404
0.66,-0.069593251,-0.116537094,0.139879242
0.67,-0.12167716,-0.016084671,0.419900149
0.68,0.06347616,0.022115707,0.45897615
0.69,0.060958043,0.021989822,0.4559986
0.7,0.099876449,0.021914482,0.437237263
0.71,-0.046285659,0.091345787,0.128644139
0.72,-0.046381831,0.091396332,0.131525829
0.73,-0.070233971,0.019664764,-0.038571298
0.74,-0.136719823,-0.001786232,0.025602281
0.75,-0.136616081,-0.00170517,0.029569432
0.76,-0.247726053,-0.037479401,-0.058707327
0.77,-0.298688799,-0.121240616,-0.065683916
0.78,0.196664006,-0.274544716,0.174028829
0.79,0.189787686,-0.27478981,0.169920802
0.8,0.200881258,-0.145788193,0.512443781
0.81,-0.02906023,0.016801834,0.645544291
0.82,-0.026506394,0.002363205,0.119186871
0.83,-0.086243138,-0.004825592,-0.567912698
0.84,-0.079400808,0.021572113,-0.463935494
0.85,0.007191807,0.043082237,0.132487372
0.86,-0.099212736,0.160236359,0.589858294
0.87,-0.047835678,0.018751144,0.757359564
0.88,0.104312822,-0.014979362,0.538906753
0.89,-0.016762197,0.004016876,0.24867475
0.9,-0.018193096,0.003952026,0.246822417
0.91,-0.099180222,0.023123741,0.106803477
0.92,-0.064759046,0.020798683,0.179128498
0.93,-0.006015465,-0.060520172,0.141890287
0.94,-0.004826844,-0.060411453,0.146533132
0.95,0.007695735,-0.148909569,0.093383148
0.96,-0.095200211,-0.04109478,0.051414847
