Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,-0.010554492,-0.117349625,0.233448327
0.01,0.093513191,-0.088693619,0.423424959
0.02,0.092421308,-0.088738441,0.422601402
0.03,-0.134616584,0.023869514,-0.001343161
0.04,-0.152538881,0.024044037,0.063869089
0.05,-0.054976344,-0.021194458,0.116317868
0.06,-0.01245667,-0.037646294,0.112917349
0.07,0.111091599,-0.054073334,-0.057280451
0.08,0.06115289,-0.020207405,0.067929387
0.09,0.025026873,0.02553463,0.164564103
0.1,-0.078497723,0.025726318,0.165581614
0.11,-0.05280076,0.021077156,0.292210907
0.12,0.006148949,0.011566162,0.294572383
0.13,-0.164804637,-0.041068077,0.233779609
0.14,-0.248077616,-0.0649786,0.043415457
0.15,-0.177455291,-0.084043503,-0.101094544
0.16,-0.176900581,-0.083963394,-0.099107176
0.17,-0.219143555,-0.019325256,0.014858246
0.18,-0.141626015,-0.009776115,0.183422014
0.19,0.067500368,0.026137352,0.249946147
0.2,-0.074765846,0.026148796,0.350095958
0.21,0.083415508,-0.009714127,0.296823353
0.22,0.218549669,-0.033588409,0.127934009
0.23,0.27346164,-0.134092331,0.019555032
0.24,0.272877991,-0.134031296,0.021448314
0.25,-0.07166554,-0.112415314,-0.268693924
0.26,-0.154086843,-0.035703659,-0.252696842
0.27,-0.181117207,-0.071579933,-0.027540326
0.28,-0.117297694,0.02649498,0.664681673
0.29,-0.119689256,0.026267052,0.660365522
0.3,0.035286352,-0.086449623,0.934653878
0.31,-0.076890007,-0.076893806,0.236532196
0.32,-0.238497064,-0.07683754,-0.091845363
0.33,0.142653018,0.002138138,-0.172563314
0.34,0.138964951,0.002102852,-0.171618134
0.35,0.091845036,0.085803986,0.311982691
0.36,0.075312644,0.128630638,0.839079261
0.37,0.070100755,0.128278732,0.832202971
0.38,-0.035441831,0.00347805,0.283215702
0.39,-0.205251649,-0.025420189,0.113425091
0.4,-0.108192816,-0.056676865,0.034943104
0.41,-0.112039849,-0.056825638,0.03327018
0.42,-0.000770837,-0.064105988,0.151843518
0.43,-0.034889162,-0.023487091,0.273616582
0.44,-0.0372857,-0.02353096,0.273755699
0.45,-0.069966972,0.031607628,0.173645601
0.46,0.048676193,0.048470497,0.146301284
0.47,0.048142821,0.048628807,0.151031241
0.48,0.041341111,0.027277946,0.115652397
0.49,-0.003612638,0.025071144,0.085214108
0.5,-0.017494589,0.025267601,0.013837546
0.51,-0.06776531,-0.022455215,0.013415962
0.52,-0.097082868,-0.058236122,0.167827845
0.53,-0.107736081,-0.122797966,0.173206702
0.54,-0.109055921,-0.122731209,0.175453022
0.55,-0.139027894,-0.096348763,0.139157116
0.56,-0.174169183,-0.158557892,0.145975143
0.57,-0.175828651,-0.158655167,0.144533128
0.58,-0.115255073,-0.070220947,0.318062037
0.59,-0.133882552,-0.003358841,0.196861938
0.6,-0.207096115,0.025243759,0.060319364
0.61,-0.202990875,0.025197029,0.097271681
0.62,-0.129195333,0.025164604,0.173207492
0.63,0.121330224,0.025152206,0.238266751
0.64,0.114557527,0.025167465,0.298882335
0.65,0.101107895,0.025164604,0.220788956
0.66,-0.043719694,0.015593529,0.176392555
0.67,-0.219431132,-0.001134872,0.055303365
0.68,-0.219612047,-0.00108242,0.05682838
0.69,-0.138757318,0.027762413,-0.183754265
0.7,-0.105726734,0.025496483,-0.132641047
0.71,0.106123976,-0.115761757,0.835059822
0.72,0.007971346,-0.144676209,0.402900934
0.73,-0.180737317,-0.159130096,-0.084310561
0.74,-0.197941482,-0.094406128,-0.020024717
0.75,-0.004393339,-0.101595879,0.277052999
0.76,0.006695405,-0.101654053,-0.08816272
0.77,-0.116942301,-0.017873764,-0.042583823
0.78,-0.080538571,0.025097847,0.381228626
0.79,-0.082817331,0.024847031,0.375168294
0.8,-0.080131009,0.03183651,0.29144305
0.81,-0.081430703,0.031726837,0.289442241
0.82,-0.070613474,0.024537086,0.057149649
0.83,0.031114027,-0.001852989,0.19324103
0.84,-0.045164555,-0.021053314,0.259333819
0.85,-0.02060768,-0.047435761,0.23230353
0.86,0.082814984,-0.016355515,0.186511874
0.87,-0.178287163,0.026720047,0.24702692
0.88,-0.245944992,0.014777184,0.295896769
0.89,-0.025602713,-0.02348423,0.138939604
0.9,-0.107827261,0.022062302,0.085923523
0.91,-0.074382827,0.010134697,0.159175679
0.92,0.05206424,-0.042531967,0.219138339
0.93,0.04153233,-0.006640434,0.240599737
0.94,0.0357875,0.005310059,0.304746568
0.95,-0.101451889,0.021986008,0.303245515
0.96,-0.098941877,-0.011561394,0.179913521
0.97,-0.134317651,-0.009139061,0.080209106
0.98,-0.248243913,-0.049781799,0.165102959
0.99,-0.246648163,-0.049746513,0.165512115
1,-0.13547574,-0.109525681,-0.038668841
1.01,-0.099009529,-0.102272987,-0.082535088
1.02,-0.096848771,0.024637222,0.286605835
1.03,0.004567087,0.024608612,0.307137847
1.04,-0.117010459,0.055733681,0.302393705
1.05,-0.079850152,0.024680138,0.274788797
1.06,-0.023588821,-0.020716667,0.092662483
1.07,0.005494639,-0.104366303,-0.009094298
1.08,-0.002272114,-0.188070297,-0.207035929
1.09,-0.035042241,-0.211948395,-0.125990123
1.1,-0.087421313,-0.073163033,0.004628241
1.11,-0.14660123,0.094310761,0.133801654
1.12,-0.146873906,0.094244003,0.131772205
1.13,-0.079114974,0.063080788,0.324218512
1.14,-0.040621579,0.027207375,0.313441902
1.15,-0.222226098,0.020101547,-0.227903366
1.16,-0.199886754,0.025081635,-0.161047339
1.17,-0.12951757,0.04196167,0.167214319
1.18,0.111009985,0.025247574,0.244938776
1.19,0.09198001,0.046852112,0.134010062
1.2,0.12565738,0.11873436,0.326195598
1.21,0.077107571,0.173704147,0.496572018
1.22,0.051761962,0.099311829,0.471235275
1.23,-0.074694961,0.029705048,0.378920794
1.24,-0.130741209,0.024791718,0.284800053
1.25,-0.07142967,-0.073439598,0.158816576
1.26,-0.181675628,-0.080622673,0.137208462
1.27,-0.19241716,-0.044603348,0.153822184
1.28,-0.187858999,0.020202637,0.076135576
1.29,-0.21114862,0.085148811,-0.34580937
1.3,-0.206250623,0.085704803,-0.33322522
1.31,-0.176634476,0.115053177,-0.054400742
1.32,-0.093969926,0.082159996,-0.048686087
1.33,-0.088662475,0.082795143,-0.036262095
1.34,0.069180064,0.011534691,0.118433118
1.35,0.217578262,-0.081409454,0.223151371
1.36,0.217585862,-0.081143379,0.228916511
1.37,0.042831287,-0.169568062,0.404825479
1.38,-0.048315421,-0.179042816,0.277761668
1.39,-0.103703752,-0.212522507,0.250047445
1.4,-0.146676213,-0.250822067,0.290806234
1.41,-0.127017558,-0.317939758,0.025665462
1.42,-0.327888846,-0.27966404,0.005614609
1.43,-0.403001338,-0.169570923,-0.060523659
1.44,-0.360050619,-0.045093536,-0.190939099
1.45,-0.331678867,0.029150963,-0.107655048
1.46,-0.284015536,0.127329826,0.09043029
1.47,-0.03787148,0.306913376,0.181093574
1.48,0.03741838,0.397985458,0.385871261
1.49,0.141528383,0.366997719,0.390859067
1.5,0.104166627,0.297761917,0.409104168
1.51,0.062171802,0.144751549,0.401285231
1.52,-0.049040437,-0.010665894,0.170588315
1.53,-0.10454984,-0.070317268,0.109848112
1.54,-0.180894345,-0.096459389,0.239304274
1.55,-0.201419964,-0.153821945,0.412498713
1.56,-0.170182839,-0.271175385,0.556592464
1.57,-0.118216723,-0.35519886,0.750069499
1.58,-0.31257242,-0.410596848,0.383306652
1.59,-0.351081789,-0.250370026,0.180683166
1.6,-0.168343395,-0.202635765,-0.246422321
1.61,-0.204708949,-0.125992775,-0.434767991
1.62,-0.047712788,-0.022948265,-0.235828668
1.63,-0.047625989,-0.023101807,-0.239511758
1.64,0.070789546,0.045993805,0.297272474
1.65,0.150558516,0.220416069,0.586851955
1.66,-0.022648469,0.224986076,0.373820692
1.67,-0.147158071,0.153036118,0.371181577
1.68,-0.109988406,0.07645607,0.23503463
1.69,-0.106051564,-0.033527374,0.137095511
1.7,-0.063600883,-0.148238182,0.306329578
1.71,0.128923088,-0.27978611,0.222877681
1.72,0.226181775,-0.296433449,0.024550855
1.73,0.138179079,-0.293959618,0.051154912
1.74,0.035436347,-0.284403801,0.248096287
1.75,0.062054887,-0.176752091,0.239655599
1.76,0.059661567,-0.176885605,0.238121793
1.77,-0.329402208,0.028938293,0.129042655
1.78,-0.329850256,0.028876305,0.127585441
1.79,-0.413377166,0.064772606,-0.004311889
1.8,-0.238145918,0.131816864,0.086505145
1.81,-0.168168038,0.050410271,0.110139847
1.82,-0.231925592,0.048032761,0.081063092
1.83,-0.206079647,0.028927803,0.09820354
1.84,-0.124713823,0.036131859,0.200658768
1.85,-0.081871212,0.028940201,0.304645538
1.86,0.042215988,0.03370285,0.348488987
1.87,-0.052277818,0.028871536,0.4739739
1.88,0.002535284,-0.028656006,0.478295475
1.89,0.039841741,-0.162825584,0.315180361
1.9,0.002375349,-0.172452927,0.222387061
1.91,0.132077098,-0.234777451,0.163289547
1.92,0.226569459,-0.198949814,0.183142915
1.93,-0.005548865,-0.184729576,0.128064722
1.94,-0.190618813,-0.158528328,-0.18339318
1.95,-0.190600991,-0.158561707,-0.18421793
1.96,-0.276520491,-0.026893616,-0.242237568
1.97,-0.236186013,0.028120995,0.333769679
1.98,-0.019565478,0.001614571,0.361855745
