Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,-0.045395672,0.074697495,0.141842127
0.01,-0.025797844,0.074730873,0.476997912
0.02,-0.025478244,0.074660301,0.47494334
0.03,-0.022478104,0.062624931,0.535407007
0.04,-0.074041367,-0.045040131,0.14961198
0.05,-0.071894586,-0.04477787,0.150790364
0.06,-0.066635132,-0.01573658,0.149087548
0.07,-0.107063055,-0.058446884,0.110924631
0.08,-0.072832465,-0.086634636,0.201073408
0.09,0.021642923,-0.10044384,0.004159391
0.1,0.024436355,-0.099836349,0.009600699
0.11,-0.113331437,-0.142241478,-0.113823831
0.12,-0.112412572,-0.057837486,0.034591138
0.13,-0.109489501,-0.057294846,0.038923621
0.14,0.028763533,0.079683304,0.087168515
0.15,0.030577123,0.080202103,0.092659473
0.16,-0.079719424,0.090272903,0.190551668
0.17,-0.032248557,0.105121613,0.22113052
0.18,-0.095059156,0.081613541,0.131863594
0.19,-0.092904627,0.082056999,0.135472417
0.2,-0.227206051,0.068140984,0.091091752
0.21,-0.132116318,-0.012925148,0.155915976
0.22,-0.018979371,-0.089356422,0.040661037
0.23,-0.018887877,-0.089142799,0.043805778
0.24,-0.142358959,-0.045754433,0.125591517
0.25,-0.127920628,-0.076490402,0.068021894
0.26,-0.163505435,-0.071247101,0.094775617
0.27,-0.066934824,-0.008536339,0.190392196
0.28,0.022087395,0.02299881,0.3813169
0.29,-0.001201689,0.054517746,0.421258986
0.3,0.002148688,0.055006027,0.423528731
0.31,-0.039701402,-0.088061333,-0.003850639
0.32,-0.146996498,-0.168784142,-0.122713447
0.33,-0.1443277,-0.168130875,-0.116989851
0.34,-0.0737921,-0.15585804,-0.104844868
0.35,0.074337423,-0.100711823,0.059401989
0.36,0.053985417,-0.029018402,0.416089833
0.37,0.040305793,0.011383057,0.81641376
0.38,0.038581729,0.010866165,0.811517775
0.39,-0.029186308,-0.149748802,0.215723336
0.4,-0.103633523,-0.133072853,-0.08687824
0.41,-0.012723923,-0.192868233,-0.131230235
0.42,0.0286448,-0.135452271,0.081176877
0.43,0.113948524,-0.080693245,0.51725167
0.44,0.135740459,0.016832352,0.638883412
0.45,-0.050130486,-0.010108948,0.544449925
0.46,-0.214991272,0.011021614,0.139173389
0.47,-0.203222632,-0.051272392,-0.091212392
0.48,-0.197717071,-0.065477371,-0.137558281
0.49,-0.175603151,-0.077192307,0.051937163
0.5,-0.012588859,-0.120094299,0.24840793
0.51,0.09382385,-0.158367157,0.380046189
0.52,0.091975629,-0.158381462,0.3824597
0.53,0.032382131,-0.12966156,0.299006611
0.54,-0.026881397,-0.124840736,0.067176878
0.55,-0.033798337,-0.112863541,0.014930606
0.56,-0.081715465,-0.017166138,0.036398947
0.57,-0.083643675,-0.017282486,0.03721261
0.58,-0.23159492,0.111931801,0.007439613
0.59,-0.218349636,0.085707664,-0.070864797
0.6,-0.219433487,0.085923195,-0.066466272
0.61,-0.201167882,0.081398964,-0.04736656
0.62,-0.119170249,-0.021399498,-0.002105832
0.63,-0.002167821,-0.105161667,0.006518364
0.64,-0.005171835,-0.047823906,0.185752809
0.65,-0.008413613,-0.048083305,0.186340809
0.66,0.007820487,-0.002905846,0.252748638
0.67,-0.025747418,0.08054924,0.332716078
0.68,-0.001533508,0.082731247,0.284425527
0.69,-0.003022611,0.082637787,0.285127491
0.7,-0.112111211,0.041982651,0.093580782
0.71,-0.021661043,-0.000921249,0.034463227
0.72,0.053381085,-0.003203392,0.004531205
0.73,0.031591594,0.001595497,0.108293891
0.74,-0.033885837,-0.02731514,0.169678748
0.75,-0.037390769,-0.027550697,0.170765936
0.76,-0.043176651,0.096805573,0.08182174
0.77,-0.045930624,0.096757889,0.084570169
0.78,-0.149098396,0.127913475,-0.045864761
0.79,-0.109134913,-0.003884315,0.540271938
0.8,-0.0179106,-0.181519508,0.537276745
0.81,-0.022591352,-0.182049751,0.535831809
0.82,0.197650075,-0.197034836,0.12391901
0.83,-0.049107254,-0.070642471,-0.344006181
0.84,-0.160611868,0.082393646,-0.110023201
0.85,0.006405473,0.141648293,0.34312436
0.86,-0.005278707,0.18149662,0.545731783
0.87,0.08410728,0.075338364,0.403181911
0.88,-0.038936853,-0.004378319,0.194383264
0.89,-0.201215863,-0.098327637,0.122277439
0.9,-0.192058981,-0.11311245,0.05997318
0.91,-0.195007205,-0.113393784,0.059388101
0.92,-0.066410661,-0.065683365,0.012902558
0.93,0.136121452,0.027541161,0.292225927
0.94,0.132423759,0.027401924,0.294416755
0.95,0.005313098,0.032200813,0.045953989
0.96,-0.090037465,-0.013057709,-0.046968162
0.97,-0.030852616,-0.026979446,-0.004586875
0.98,0.046974361,0.014092445,-0.043996751
0.99,-0.174897611,0.064731598,0.017417133
1,-0.176143825,0.065068245,0.023064196
1.01,-0.099297941,0.086812973,0.061233282
1.02,-0.099197328,0.120330811,0.154651463
1.03,-0.102190554,0.120184898,0.155867279
1.04,0.08577168,0.040984154,0.343795598
1.05,-0.139422298,-0.009426117,0.316108286
1.06,-0.323488593,-0.08357048,0.218473136
1.07,-0.326079965,-0.143202782,-0.010811388
1.08,-0.085058331,-0.224411011,-0.108143687
1.09,-0.048841596,-0.150173187,0.143127739
1.1,-0.048429191,-0.150372505,0.140208602
1.11,-0.097455859,-0.042870522,0.334854633
1.12,-0.096186876,-0.04299736,0.331967086
1.13,-0.085214555,0.00250721,0.167808533
1.14,0.102069378,0.079154968,0.323208988
1.15,-0.038044989,0.079137802,0.345843524
1.16,-0.081801057,0.079255104,0.201790214
1.17,-0.144274533,0.002928734,-0.002651453
1.18,-0.223471999,0.005742073,-0.219970584
1.19,-0.233160198,0.039755821,-0.25441289
1.2,-0.160795867,0.097421646,0.073213339
1.21,0.134765446,-0.075109482,0.724112928
1.22,0.25298202,-0.078125954,0.672397673
1.23,0.248620927,-0.078743935,0.669109762
1.24,-0.023423254,-0.107718468,0.308499605
1.25,-0.1522398,-0.012151718,0.070739329
1.26,-0.150612176,-0.012129784,0.069273353
1.27,-0.115843773,0.079064369,-0.039534688
1.28,-0.115373552,0.079043388,-0.040384531
1.29,-0.117821574,0.083604813,0.59119606
1.3,0.027801454,0.121663094,0.701210082
1.31,0.026962817,0.121436119,0.699195266
1.32,-0.07319808,-0.007927895,0.312396526
1.33,-0.069539368,-0.050889015,-0.041597784
1.34,-0.101073861,-0.060065269,-0.088922858
1.35,-0.16121012,-0.083597183,0.184711814
1.36,-0.199348509,-0.078588486,0.477043062
1.37,-0.079576612,-0.114395142,0.197957575
1.38,-0.090136051,-0.123756409,-0.018716753
1.39,-0.088740647,-0.12339592,-0.015486121
1.4,0.075030982,-0.075171471,-0.01933074
1.41,0.04366678,-0.0486269,0.009741843
1.42,-0.083540022,0.071227074,0.126789451
1.43,-0.084002674,0.071256638,0.127721191
1.44,0.045770764,-0.022283554,0.146862507
1.45,-0.126311839,0.022990227,0.213384867
1.46,-0.213650942,0.070713997,0.119100452
1.47,-0.21522516,0.070561409,0.118885338
1.48,0.003839612,0.012816429,0.080673993
1.49,-0.133109629,-0.049768448,0.402700454
1.5,-0.195851028,-0.037968636,0.288419485
1.51,-0.195376098,-0.038038254,0.286849439
1.52,-0.284907877,-0.083530426,0.118023276
1.53,-0.250172019,-0.052340508,0.050359309
1.54,-0.151438654,-0.064301491,-0.053015351
1.55,-0.107967317,0.017086029,-0.017693341
1.56,-0.071715653,0.079200745,0.260387421
1.57,-0.030655563,0.086249352,0.421006769
1.58,0.003406167,0.043117523,0.151872456
1.59,0.004003227,0.043128967,0.15142411
1.6,-0.156612515,-0.081484795,-0.019813836
1.61,-0.101930261,-0.002667427,-0.256424367
1.62,-0.103297055,-0.002900124,-0.258117735
1.63,-0.009464264,-0.036786079,0.263509274
1.64,0.192100346,-0.00155735,0.728446424
1.65,0.186041355,-0.002497673,0.722581387
1.66,0.249992192,-0.175383568,0.321872413
1.67,0.043004155,0.011054039,0.096427143
1.68,-0.028213799,0.075440407,0.233686447
1.69,-0.01578331,0.005735397,-0.088660836
1.7,-0.018908739,0.005497932,-0.088670194
1.71,-0.121486902,0.074388504,-0.028813839
1.72,0.110553503,0.006258011,0.570104003
1.73,-0.031007767,0.072142601,0.626673102
1.74,-0.096570849,0.071079254,0.460229188
1.75,-0.048143744,0.04397583,0.10210228
1.76,-0.051469266,0.043563843,0.09990567
1.77,-0.108887851,-0.002054214,-0.105334461
1.78,-0.034644604,-0.014177322,0.155922055
1.79,0.046059608,-0.031170845,0.187138856
1.8,0.042917252,-0.033752441,0.091831923
1.81,0.040436804,-0.033854485,0.093133092
1.82,-0.00935477,-0.048267365,0.230925471
1.83,0.096417189,-0.007728577,0.340846986
1.84,0.033537865,0.063828468,0.282563686
1.85,0.030480385,0.063546181,0.281964004
1.86,-0.010821939,0.094447136,0.166731298
1.87,-0.047242641,0.067883492,0.1643067
1.88,-0.052140951,0.058098793,0.15909791
1.89,-0.104378343,0.014856339,0.185302198
1.9,-0.058074057,0.005192757,0.128324747
1.91,-0.093185604,-0.013998985,0.170075476
1.92,-0.221054375,0.002729416,0.132294357
1.93,-0.048838437,-0.021203041,0.216365159
1.94,-0.013699412,-0.033287048,0.29705739
1.95,-0.013934493,-0.033388138,0.295708895
1.96,-0.049722075,-0.028641701,0.239995271
1.97,0.048271179,0.009610176,0.193827748
1.98,0.047202826,0.009552956,0.194262087
1.99,0.038773775,0.052649498,0.202561259
2,-0.010404646,0.047859192,0.242099494
2.01,0.084129691,0.043081284,0.023250103
2.02,-0.006271958,0.00484848,0.018769026
2.03,-0.141618609,-0.081250191,0.007017314
2.04,-0.192675114,-0.009339333,0.01859349
2.05,-0.092327595,-0.011597633,0.015715718
2.06,-0.057620525,-0.057008743,0.12806946
2.07,-0.018533885,0.050690651,0.485988975
2.08,-0.137403786,-0.172106743,0.444963068
2.09,-0.109781027,-0.014167786,0.236560017
2.1,-0.291731596,-0.011716843,0.074442625
2.11,-0.173037469,-0.08332634,0.083292425
2.12,-0.043535233,-0.176470757,-0.215369463
2.13,0.13721925,-0.176259041,-0.273656428
2.14,0.120151699,-0.027892113,0.161275029
2.15,0.004250526,0.088977814,0.431167096
