Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
0,-0.011693001,-0.057929039,0.09057492
0.01,0.033035934,0.027835846,0.371086866
0.02,0.014516294,0.084586143,0.491513163
0.03,0.0099684,0.083787918,0.486460954
0.04,0.01069659,0.032888412,0.286885083
0.05,-0.087405145,0.068405151,0.171880007
0.06,-0.107973278,0.041804314,0.13667047
0.07,-0.122585416,-0.006146431,0.160182357
0.08,0.011970401,-0.042016983,0.411596417
0.09,0.022139668,-0.063556671,0.31759119
0.1,0.023144543,-0.063391685,0.318614304
0.11,0.045649171,-0.09436512,0.202343762
0.12,0.041386008,-0.130208015,0.305494428
0.13,0.043746173,-0.106349945,0.201632679
0.14,0.000264525,-0.017858505,0.169707418
0.15,-0.043205261,0.013127327,0.230782688
0.16,-0.134671688,0.07994175,0.295408964
0.17,-0.163512111,0.084488869,0.237832964
0.18,-0.046294332,0.062831879,0.116773188
0.19,-0.059091985,0.034014702,0.080705345
0.2,-0.059705615,0.03394413,0.080442309
0.21,-0.036443651,0.07212162,0.240015268
0.22,0.024719656,0.002479553,0.283958018
0.23,-0.007872581,0.01900959,0.3066926
0.24,-0.016301155,-0.014724731,0.245464027
0.25,0.006372213,-0.077172279,0.182150602
0.26,0.074273527,-0.103685379,0.138408899
0.27,0.120166957,-0.108664513,0.21943754
0.28,0.065621972,-0.056186676,0.302653611
0.29,0.092940748,0.013032913,0.32541576
0.3,0.06777209,-0.011207581,0.296714485
0.31,0.066811323,-0.01154995,0.293651342
0.32,-0.12051177,0.009726524,-0.008597493
0.33,-0.119979203,0.009569168,-0.010846138
0.34,-0.262549937,0.062127113,0.024874806
0.35,-0.269521415,-0.031413078,-0.104250968
0.36,-0.016765893,-0.093858719,0.303777039
0.37,-0.019763827,-0.094368935,0.300549388
0.38,0.180487156,-0.150286675,0.874981761
0.39,0.151078939,-0.107573509,0.688938737
0.4,-0.037510157,-0.019023895,-0.31045872
0.41,-0.142588854,-0.006881714,-0.277477324
0.42,-0.031092465,0.052959442,0.247664869
0.43,-0.070221126,0.081208229,0.683077157
0.44,-0.074218631,0.080412865,0.677004457
0.45,0.012780249,0.029438972,0.262890339
0.46,0.009424686,0.029066086,0.261408269
0.47,-0.172441065,0.074410439,-0.006284535
0.48,-0.071288943,0.024010658,0.106481552
0.49,-0.023497045,0.007059097,0.221521616
0.5,-0.026501179,0.006829262,0.221419156
0.51,0.037737131,-0.010172844,0.297836661
0.52,-0.055213988,-0.055702209,0.208231151
