"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.950094621E1,9.273234367E0,3.623182058E0,-1.546062589E0
4.952594621E1,9.974630356E0,2.957528830E0,-1.865653872E0
4.955094621E1,9.771091461E0,1.468594968E-1,-1.063609719E0
4.957594621E1,9.662218094E0,-7.257730365E-1,-6.146563292E-1
4.960094621E1,1.030259705E1,-1.311117291E0,-1.032503009E0
4.962594621E1,1.174382401E1,-2.381307125E0,-5.333003402E-1
4.965094621E1,1.176431274E1,7.082754970E-1,4.206881225E-1
4.967594621E1,9.317502022E0,2.350649118E0,1.573280841E-1
4.970094621E1,9.892078400E0,8.914759755E-1,-1.147358418E0
4.972594621E1,1.117642593E1,-5.548357591E-2,-1.006181955E0
4.975094621E1,9.844222069E0,1.364207983E0,-1.282702446E0
4.977594621E1,9.769894600E0,2.929712236E-1,-7.296613455E-1
4.980094621E1,1.035778141E1,3.192922771E-1,-3.741776347E-1
4.982594621E1,9.881310463E0,4.013361931E0,-7.763214111E-1
4.985094621E1,8.037790298E0,4.110270977E0,-7.500003576E-1
4.987594621E1,7.895417213E0,3.384348452E-1,-1.170090318E0
4.990094621E1,1.249083328E1,-7.556833029E-1,-7.009474635E-1
4.992594621E1,7.914559841E0,8.447261810E0,-1.192971587E0
4.995094621E1,7.136444092E0,1.160384369E1,-5.027021408E0
4.997594621E1,9.341429710E0,4.623830795E0,-2.062014818E0
5.000094621E1,1.428888988E1,-3.800998688E0,-3.849453330E-1
5.002594621E1,1.273505116E1,-4.465306282E0,1.174875975E0
5.005094621E1,9.576076508E0,1.104586720E0,-1.170090318E0
5.007594621E1,8.246115685E0,4.523332119E0,-3.502045393E0
5.010094621E1,8.951250076E0,2.829512835E0,-3.997658968E0
5.012594621E1,9.614361763E0,2.905783951E-1,-2.882005215E0
5.015094621E1,9.445517540E0,-1.542174220E0,-1.215703487E0
5.017594621E1,9.342626572E0,-1.141077280E0,-1.688435435E0
5.020094621E1,9.266056061E0,-3.643072546E-1,-2.109871387E0
5.022594621E1,9.404839516E0,-6.505486369E-2,-2.741875648E0
5.025094621E1,9.400053978E0,1.600050569E0,-2.859123945E0
5.027594621E1,9.219246864E0,1.869392633E0,-3.369094372E0
5.030094621E1,9.121140480E0,1.127318621E0,-2.743072033E0
5.032594621E1,9.476624489E0,1.712662816E0,-2.378016949E0
5.035094621E1,9.362965584E0,2.075325012E0,-1.901546240E0
5.037594621E1,9.195318222E0,2.053789616E0,-2.148156643E0
5.040094621E1,9.269645691E0,1.568943858E0,-2.383999109E0
5.042594621E1,9.493373871E0,1.940130472E0,-2.173281193E0
5.045094621E1,9.273234367E0,2.590080976E0,-2.194816589E0
5.047594621E1,8.623134613E0,2.049003839E0,-2.569442749E0
5.050094621E1,9.553344727E0,1.478016615E0,-2.383999109E0
5.052594621E1,9.926774025E0,1.835893154E0,-2.020140409E0
5.055094621E1,9.088837624E0,1.716252089E0,-2.133799553E0
5.057594621E1,9.254092216E0,1.512712598E0,-2.181656122E0
5.060094621E1,9.695717812E0,1.771286964E0,-2.450998068E0
5.062594621E1,9.124730110E0,1.346261859E0,-2.411516666E0
5.065094621E1,9.171390533E0,1.176371455E0,-2.375624180E0
5.067594621E1,9.883703232E0,1.513908982E0,-2.260619164E0
5.070094621E1,7.609325409E0,-5.309075117E-2,-2.041675806E0
5.072594621E1,9.858578682E0,1.671984792E-1,-1.497009635E0
5.075094621E1,1.339457226E1,7.070791125E-1,-8.122137189E-1
5.077594621E1,1.020688438E1,1.731805354E-1,2.436192483E-1
5.080094621E1,9.096015930E0,4.365405738E-1,5.979065299E-1
5.082594621E1,9.018249512E0,2.046611071E0,-1.634597033E-1
5.085094621E1,9.237341881E0,2.561367035E0,-6.267699599E-1
5.087594621E1,1.022243786E1,2.422433853E0,-1.183400393E0
5.090094621E1,9.760323524E0,3.412464142E0,-1.690828323E0
5.092594621E1,9.030213356E0,4.088735580E0,-2.442623377E0
5.095094621E1,8.771638870E0,2.253739834E0,-1.927867293E0
5.097594621E1,8.776424408E0,1.791625977E0,-1.202542901E0
5.100094621E1,9.340233803E0,7.322037220E-1,-1.093519926E0
5.102594621E1,9.629914284E0,5.539384484E-1,-1.135394335E0
5.105094621E1,1.012792110E1,-5.473581553E-1,-5.309075117E-1
5.107594621E1,1.090828037E1,-6.281159353E-3,-3.394817114E-1
5.110094621E1,9.611968994E0,1.263709426E0,-9.167502075E-2
5.112594621E1,9.468249321E0,-2.026421726E-1,-4.304089844E-1
5.115094621E1,1.140867901E1,-1.834248066E0,-3.189931810E-1
5.117594621E1,1.129741287E1,4.520939291E-1,6.696912646E-1
5.120094621E1,8.863762856E0,1.835893154E0,9.870393574E-2
5.122594621E1,9.672985077E0,1.068544865E0,-7.595716119E-1
5.125094621E1,8.866155624E0,3.987040758E0,-1.055234790E0
5.127594621E1,8.440083504E0,3.108426094E0,-4.686941206E-1
5.130094621E1,9.646664619E0,4.080360889E0,-1.670489311E0
5.132594621E1,8.746514320E0,5.014010429E0,-1.143769264E0
5.135094621E1,8.605188370E0,4.523332119E0,-1.894367814E0
5.137594621E1,1.018893814E1,4.258775711E0,-1.862064719E0
5.140094621E1,1.038171005E1,2.645115852E0,-2.744268417E0
5.142594621E1,1.214492130E1,4.066303074E-1,-2.075175524E0
5.145094621E1,1.186959648E1,-5.977569818E-1,-9.523434043E-1
5.147594621E1,1.000454140E1,5.353940651E-2,-1.923081636E0
5.150094621E1,8.163562775E0,4.556831717E-1,-1.301845074E0
5.152594621E1,9.031410217E0,-5.712863803E-1,-1.553241014E0
5.155094621E1,1.003684425E1,3.678964823E-2,-2.453391075E0
5.157594621E1,1.001291561E1,-1.667498350E-1,-1.876421571E0
5.160094621E1,9.414411545E0,8.364410400E-1,-2.744268417E0
5.162594621E1,9.473034859E0,1.637139320E0,-2.934647322E0
5.165094621E1,9.730413437E0,1.424178123E0,-2.707179785E0
5.167594621E1,9.416804314E0,2.202144623E0,-2.364856482E0
5.170094621E1,8.819495201E0,2.784049034E0,-2.368445873E0
5.172594621E1,9.185747147E0,2.433201551E0,-2.446212530E0
5.175094621E1,9.373733521E0,1.966451526E0,-2.060818434E0
5.177594621E1,9.266056061E0,2.105235338E0,-2.072782516E0
5.180094621E1,9.285199165E0,2.798406124E0,-2.212762833E0
5.182594621E1,9.177371979E0,2.796013355E0,-2.318196535E0
5.185094621E1,8.957232475E0,1.730608940E0,-2.339731932E0
5.187594621E1,8.777621269E0,4.114159346E-1,-2.523979187E0
5.190094621E1,9.732806206E0,-6.157031655E-1,-2.704786777E0
5.192594621E1,9.760323524E0,-5.989534259E-1,-2.523979187E0
5.195094621E1,9.739984512E0,-4.384847581E-1,-2.619841576E0
5.197594621E1,1.002607632E1,-9.915258884E-1,-2.854338408E0
5.200094621E1,1.086879826E1,-3.033650398E0,-1.625025630E0
5.202594621E1,9.542576790E0,-5.061418056E0,1.136590727E-2
5.205094621E1,8.815906525E0,-4.024877071E0,1.354487181E0
5.207594621E1,9.625128746E0,9.835996628E-1,7.701897621E-1
5.210094621E1,1.112617683E1,4.107878208E0,-6.853941083E-1
5.212594621E1,1.304746342E1,5.372036457E0,-1.558026671E0
5.215094621E1,1.269317627E1,4.921886444E0,-1.647757530E0
5.217594621E1,1.127707386E1,2.927618504E0,-1.519741535E0
5.220094621E1,1.026191902E1,1.845464468E0,-1.968545318E0
5.222594621E1,9.440732002E0,2.949153900E0,-2.032104731E0
5.225094621E1,9.500553131E0,3.224478006E0,-2.209173441E0
5.227594621E1,9.378519058E0,3.618247032E0,-1.842922091E0
5.230094621E1,8.726175308E0,2.782852650E0,-1.856082559E0
5.232594621E1,8.234151840E0,2.288435698E0,-1.711167336E0
5.235094621E1,8.034200668E0,1.600050569E0,-1.001396298E0
5.237594621E1,8.821887970E0,1.947159469E-1,-2.292623222E-1
5.240094621E1,9.307930946E0,-6.671488881E-1,-3.849453330E-1
5.242594621E1,8.369345665E0,-2.122134566E-1,-5.404788256E-1
5.245094621E1,7.452445984E0,-1.531406522E0,-1.841725707E0
5.247594621E1,8.805138588E0,-1.989781618E0,-1.203739285E0
5.250094621E1,8.276025772E0,-2.223231316E0,-1.077966571E0
5.252594621E1,9.220442772E0,-2.891277552E0,-1.828565121E0
5.255094621E1,9.058927536E0,-2.581257343E0,-1.462313771E0
5.257594621E1,8.272436142E0,-2.025823355E0,-2.334946156E0
5.260094621E1,8.303543091E0,-7.736294866E-1,-2.314607143E0
5.262594621E1,8.243722916E0,1.109372377E0,-1.459920883E0
5.265094621E1,7.466803074E0,5.688038349E0,-3.108127117E0
5.267594621E1,1.449108315E1,-2.155035973E0,3.108127117E0
5.270094621E1,2.153211403E1,-1.713844299E1,-2.437837601E0
5.272594621E1,1.059706402E1,-2.795415163E0,-1.808226109E0
5.275094621E1,4.052843571E0,1.056236744E1,-1.558026671E0
5.277594621E1,5.763412476E0,9.009874344E0,-7.967052460E0
5.280094621E1,1.167682457E1,1.588086486E0,-4.175924301E0
5.282594621E1,1.090947628E1,-6.803094149E-1,-3.177967668E-1
5.285094621E1,9.397661209E0,5.694918036E-1,-2.638984203E0
5.287594621E1,9.633503914E0,2.335095882E0,-2.795714140E0
5.290094621E1,8.993124962E0,3.263959646E0,-2.532354116E0
5.292594621E1,9.236145973E0,1.387089372E0,-2.729911566E0
5.295094621E1,9.113962173E0,1.364207983E0,-2.482104778E0
5.297594621E1,8.796763420E0,2.225025892E0,-2.914308310E0
5.300094621E1,9.841829300E0,1.062562823E0,-2.129014015E0
5.302594621E1,9.955488205E0,4.150051773E-1,-1.694417477E0
5.305094621E1,9.295966148E0,-4.719842672E-1,-1.595115423E0
5.307594621E1,8.556135178E0,-4.456632137E-1,-2.095514536E0
5.310094621E1,8.771638870E0,-3.882354796E-1,-2.543121815E0
5.312594621E1,8.730960846E0,-2.528914511E-1,-2.588735104E0
5.315094621E1,9.165408134E0,2.582753003E-1,-2.643769979E0
5.317594621E1,9.085248947E0,3.922733665E-1,-2.264208317E0
5.320094621E1,8.480761528E0,1.497159243E0,-2.164906263E0
5.322594621E1,8.212615967E0,1.857428551E0,-2.415105820E0
5.325094621E1,7.872685432E0,2.260918379E0,-2.521586418E0
5.327594621E1,8.970393181E0,2.965903759E0,-2.919094086E0
5.330094621E1,9.641879082E0,3.581158161E0,-2.817249537E0
5.332594621E1,1.203111267E1,1.424178123E0,-2.157727718E0
5.335094621E1,1.051690388E1,-1.040578723E0,-1.692024708E0
5.337594621E1,1.220713425E1,-4.004538059E0,-1.897956967E0
5.340094621E1,1.406261826E1,-8.044520378E0,-8.241778612E-1
5.342594621E1,1.296969700E1,-7.540532112E0,1.664507270E0
5.345094621E1,1.176550865E1,4.269692898E-1,1.133001566E0
5.347594621E1,1.078026390E1,5.174479008E0,-3.486492157E0
5.350094621E1,1.527039623E1,3.195764303E0,-1.502991676E0
5.352594621E1,1.458455276E1,1.986790538E0,-1.127019525E0
5.355094621E1,1.244776249E1,2.610419989E0,-8.469096422E-1
5.357594621E1,1.036017418E1,5.241477966E0,-3.572633743E0
5.360094621E1,9.608379364E0,6.510421753E0,-3.790530205E0
5.362594621E1,7.864310741E0,5.831607819E0,-2.014008999E0
5.365094621E1,7.467999458E0,5.107480049E0,-1.200150132E0
5.367594621E1,7.801947594E0,5.283352375E0,-1.508973837E0
5.370094621E1,6.341578007E0,6.633652210E0,-2.090728760E0
5.372594621E1,5.668895721E0,8.114510536E0,-2.166102648E0
5.375094621E1,4.315007210E0,7.310073376E0,-1.507777333E0
5.377594621E1,5.998058796E0,6.219544411E0,4.685445726E-1
5.380094621E1,5.552694321E0,3.158675432E0,-3.442673683E-1
5.382594621E1,8.266454697E0,-2.188535452E0,-7.069295645E-1
5.385094621E1,1.084008503E1,-7.915307522E0,1.469342709E0
5.387594621E1,1.308814144E1,-1.249397373E1,2.063809484E-1
5.390094621E1,1.234846020E1,-1.110419273E1,-3.810869217E0
5.392594621E1,9.487392426E0,-6.153143406E0,-5.070092201E0
5.395094621E1,8.228169441E0,-3.918247223E-1,-3.737888098E0
5.397594621E1,1.016022396E1,7.866703510E0,6.112615108E0
5.400094621E1,1.520339680E1,-1.198998547E1,-3.366701365E0
5.402594621E1,1.873819351E1,-4.454538345E0,-7.780262947E0
5.405094621E1,5.321786880E0,1.550025654E1,2.186292171E0
5.407594621E1,5.568247795E0,1.335987663E1,-7.673782349E0
5.410094621E1,1.261301708E1,2.819941521E0,-5.086842060E0
5.412594621E1,1.198684502E1,-5.102694035E-1,4.709374011E-1
5.415094621E1,9.695717812E0,2.246262282E-1,-1.547258973E0
5.417594621E1,9.376126289E0,3.212513924E0,-3.472135305E0
5.420094621E1,9.044570923E0,2.545813799E0,-2.526371956E0
5.422594621E1,9.701699257E0,-5.234299302E-1,-2.388784647E0
5.425094621E1,8.685497284E0,-3.547359705E-1,-2.500051022E0
5.427594621E1,8.878119469E0,2.437688112E-1,-2.253440619E0
5.430094621E1,8.878119469E0,1.001994461E-1,-2.394766808E0
5.432594621E1,8.914011955E0,-6.982555389E-1,-1.827368736E0
5.435094621E1,8.637491226E0,-9.209375978E-1,-1.552044630E0
5.437594621E1,8.735746384E0,1.884347759E-2,-1.656132340E0
5.440094621E1,8.693872452E0,8.111668825E-1,-2.295315027E0
5.442594621E1,8.374131203E0,-3.954139352E-1,-2.625823736E0
5.445094621E1,8.323882103E0,-1.065703392E0,-2.383999109E0
5.447594621E1,8.520243645E0,5.371887088E-1,-2.473729849E0
5.450094621E1,9.881310463E0,1.373779297E0,-2.903540611E0
5.452594621E1,1.061740303E1,3.838984966E-1,-2.308625221E0
5.455094621E1,1.002966595E1,-2.868545771E0,-1.441825151E0
5.457594621E1,1.128185940E1,-6.239434719E0,-7.918747663E-1
5.460094621E1,1.444920921E1,-7.238886833E0,-7.971090078E-2
5.462594621E1,1.522852135E1,-5.096263409E0,3.477070332E-1
5.465094621E1,1.297208977E1,1.475623846E0,-2.663510740E-1
5.467594621E1,1.458933830E1,4.980510712E0,-2.887987375E0
5.470094621E1,1.448031616E1,6.084200382E0,-1.403540015E0
5.472594621E1,1.348445320E1,2.591277361E0,-1.435843110E0
5.475094621E1,1.005718327E1,4.733900547E0,-1.164108157E0
5.477594621E1,9.523433685E0,3.629164219E0,-2.096710920E0
5.480094621E1,8.650651932E0,4.766353130E0,-2.880808830E0
5.482594621E1,8.289186478E0,5.021338463E0,-4.032354832E0
5.485094621E1,7.908577919E0,4.726722240E0,-2.891576529E0
5.487594621E1,6.687490463E0,4.660919189E0,-2.473729849E0
5.490094621E1,6.857530594E0,6.227919102E0,-2.292922258E0
5.492594621E1,5.447410107E0,6.385845661E0,-1.238435268E0
5.495094621E1,5.125426292E0,5.485695362E0,-9.646066278E-2
5.497594621E1,5.114658356E0,4.209722996E0,3.608675599E-1
5.500094621E1,6.444619179E0,1.983201265E0,-1.973330975E0
5.502594621E1,7.877471447E0,-1.683350682E0,-1.535294771E0
5.505094621E1,1.077667522E1,-5.584548950E0,-4.280161560E-1
5.507594621E1,1.180857944E1,-8.712416649E0,1.502842188E0
5.510094621E1,1.165528965E1,-8.385646820E0,-2.619841576E0
5.512594621E1,8.375328064E0,-4.488038063E0,-4.385445595E0
5.515094621E1,9.695717812E0,1.525873065E0,-1.063609719E0
5.517594621E1,1.162896824E1,-4.794468880E0,9.872636795E0
5.520094621E1,2.433680153E1,-1.699846268E1,-1.200224876E1
5.522594621E1,1.019970608E1,4.273132801E0,-3.906582117E0
5.525094621E1,-1.744517207E0,2.064751625E1,1.319641709E0
5.527594621E1,1.024038315E1,8.587242126E0,-1.092248726E1
5.530094621E1,1.359811211E1,-2.691925503E-3,1.675274968E0
5.532594621E1,1.104123116E1,-1.308724403E0,-7.763214111E-1
5.535094621E1,9.051749229E0,2.083699942E0,-3.771387577E0
5.537594621E1,9.136693954E0,4.836941242E0,-2.966950417E0
5.540094621E1,9.790233612E0,1.234995604E0,-2.296511650E0
5.542594621E1,9.820293427E0,6.209374666E-1,-2.087139606E0
5.545094621E1,9.190532684E0,1.540230036E0,-2.027318954E0
5.547594621E1,9.098408699E0,8.926724195E-1,-2.345713854E0
5.550094621E1,9.311519623E0,4.173980057E-1,-2.058425665E0
5.552594621E1,9.327073097E0,-8.982058167E-1,-1.674078584E0
5.555094621E1,8.399405479E0,-1.773231149E0,-1.028913736E0
5.557594621E1,7.855936050E0,-9.065806866E-1,-1.893171310E0
5.560094621E1,8.806335449E0,-9.017950296E-1,-2.272583246E0
5.562594621E1,9.140283585E0,-1.291974664E0,-2.245065928E0
5.565094621E1,8.136045456E0,-1.029811025E0,-2.503640175E0
5.567594621E1,8.041379929E0,-5.189434066E-2,-2.364856482E0
5.570094621E1,9.376126289E0,-4.983053207E-1,-2.459372997E0
5.572594621E1,9.858578682E0,-3.149851799E0,-1.064806104E0
5.575094621E1,1.074915791E1,-3.737588882E0,5.922235921E-2
5.577594621E1,1.432956791E1,-5.513960838E0,-7.284649611E-1
5.580094621E1,1.653814316E1,-9.032157898E0,-8.325527310E-1
5.582594621E1,1.645783424E1,-5.862266064E0,1.325623751E0
5.585094621E1,1.245494080E1,6.203990936E0,-2.968147039E0
5.587594621E1,1.708998871E1,8.754889488E0,-5.742923737E0
5.590094621E1,1.588804340E1,5.230710506E0,-2.946611643E0
5.592594621E1,8.479565620E0,4.842923641E0,-1.287488103E0
5.595094621E1,9.407232285E0,3.339483023E0,-1.236042500E0
5.597594621E1,7.931309700E0,4.828566551E0,-1.202542901E0
5.600094621E1,7.567451000E0,6.059075356E0,-3.010021448E0
5.602594621E1,7.599754333E0,6.032754421E0,-3.257827997E0
5.605094621E1,6.669544697E0,6.422934055E0,-2.567049980E0
5.607594621E1,4.651348114E0,6.279364586E0,-1.445414424E0
5.610094621E1,6.907779694E0,5.599503994E0,-1.847707748E0
5.612594621E1,5.145765305E0,4.146163464E0,-1.095912814E0
5.615094621E1,5.830411434E0,3.483052492E0,6.936194897E-1
5.617594621E1,7.001249313E0,7.268198580E-2,-1.125823021E0
5.620094621E1,8.434102058E0,-2.310719013E0,-2.174477577E0
5.622594621E1,9.683753014E0,-5.513960838E0,-1.095912814E0
5.625094621E1,1.174621677E1,-8.297112465E0,2.579762042E-1
5.627594621E1,1.094551849E1,-7.698607922E0,-1.949402690E0
5.630094621E1,8.919994354E0,-5.038686275E0,-3.469742298E0
5.632594621E1,7.503891945E0,-9.281160831E-1,-2.311017990E0
5.635094621E1,9.777072906E0,5.946612835E0,6.421737671E-1
5.637594621E1,1.332757378E1,-8.239685059E0,5.970242023E0
5.640094621E1,2.661476898E1,-1.152906799E1,-9.160472870E0
5.642594621E1,7.412964344E0,5.709573746E0,-2.206780672E0
5.645094621E1,4.058825493E0,1.843535233E1,-2.750250578E0
5.647594621E1,9.395268440E0,1.049656487E1,-1.044018459E1
5.650094621E1,1.312164116E1,1.315155149E0,2.231307179E-1
5.652594621E1,1.035404301E1,-3.006133080E0,-7.851449400E-2
5.655094621E1,8.735746384E0,-1.799103469E-1,-1.944617033E0
5.657594621E1,8.750103951E0,3.536890984E0,-3.876671791E0
5.660094621E1,8.578866959E0,1.809572101E0,-3.281756163E0
5.662594621E1,9.719645500E0,-9.317052960E-1,-2.971736193E0
5.665094621E1,8.856584549E0,-1.270439267E0,-1.841725707E0
5.667594621E1,8.855387688E0,-6.420242190E-1,-2.126621008E0
5.670094621E1,8.771638870E0,-5.222335458E-1,-2.546710968E0
5.672594621E1,8.909226418E0,-1.204636693E0,-1.620239973E0
5.675094621E1,8.474779129E0,-1.033400297E0,-1.380808234E0
5.677594621E1,8.360970497E0,3.719343841E-1,-1.761566162E0
5.680094621E1,8.912816048E0,1.197906852E0,-1.805833340E0
5.682594621E1,7.958827019E0,-5.509474277E-1,-1.488634825E0
5.685094621E1,7.942077637E0,-1.125523925E0,-1.622632861E0
5.687594621E1,8.438887596E0,3.551846147E-1,-2.658126831E0
5.690094621E1,1.046306610E1,5.214858055E-1,-2.395963192E0
5.692594621E1,1.081256771E1,-4.564309120E-1,-1.364058495E0
5.695094621E1,1.027507973E1,-3.471836090E0,-3.801597059E-1
5.697594621E1,1.446117306E1,-7.516603470E0,2.711367011E-1
5.700094621E1,1.662189293E1,-7.955985546E0,4.242773652E-1
5.702594621E1,1.445519161E1,-1.713410616E0,-1.225274801E0
5.705094621E1,1.498908997E1,4.046861172E0,-4.797160625E0
5.707594621E1,1.741795349E1,6.036343575E0,-3.589383602E0
5.710094621E1,1.337064457E1,6.090182304E0,-3.309273720E0
5.712594621E1,9.461071014E0,5.862714767E0,-2.674876690E0
5.715094621E1,9.295966148E0,3.832554102E0,-2.312214375E0
5.717594621E1,8.921190262E0,3.949951887E0,-7.296613455E-1
5.720094621E1,7.620093346E0,4.156930923E0,-2.009223223E0
5.722594621E1,7.508677483E0,4.838137627E0,-2.828017235E0
5.725094621E1,7.268198967E0,5.276174068E0,-2.992075205E0
5.727594621E1,5.701199055E0,5.959773540E0,-2.047657967E0
5.730094621E1,4.611866474E0,6.369095802E0,-1.772333860E0
5.732594621E1,5.977719784E0,5.799304962E0,-2.047657967E0
5.735094621E1,4.586741924E0,3.967898130E0,5.644070506E-1
5.737594621E1,5.762216091E0,3.094069242E0,-2.807080150E-1
5.740094621E1,7.572237015E0,-7.497012615E-1,4.505984187E-1
5.742594621E1,1.088435173E1,-6.032305717E0,-9.167502075E-2
5.745094621E1,1.269078350E1,-8.068448067E0,1.250249863E0
5.747594621E1,1.084247780E1,-8.744869232E0,-2.872434139E0
5.750094621E1,9.208478928E0,-6.342326164E0,-4.379463673E0
5.752594621E1,6.621687889E0,-6.049354672E-1,-3.316452265E0
5.755094621E1,9.049356461E0,1.043554783E1,1.502842188E0
5.757594621E1,1.296371460E1,-1.115922737E1,8.264959335E0
5.760094621E1,3.052793121E1,-1.476117325E1,-1.348176098E1
5.762594621E1,7.302894592E0,8.736943245E0,5.882904053E0
5.765094621E1,-1.125523925E0,1.943016815E1,-1.859671831E0
5.767594621E1,1.039367390E1,8.627920151E0,-1.134153080E1
5.770094621E1,1.518664742E1,9.991530180E-1,8.959625363E-1
5.772594621E1,9.998558998E0,-3.233600616E0,-1.447807193E0
5.775094621E1,8.041379929E0,3.677020550E0,-3.877868176E0
5.777594621E1,9.467053413E0,5.085944653E0,-3.049502850E0
5.780094621E1,9.803544044E0,1.236191988E0,-1.664507270E0
5.782594621E1,9.597611427E0,4.485046864E-1,-1.603490233E0
5.785094621E1,8.582456589E0,5.047360063E-1,-2.132603168E0
5.787594621E1,8.603992462E0,3.200400248E-2,-2.216351986E0
5.790094621E1,8.884101868E0,-2.911766171E-1,-2.268994093E0
5.792594621E1,8.692675591E0,1.097707376E-1,-1.718345761E0
5.795094621E1,8.391031265E0,3.934697807E-1,-1.427468300E0
5.797594621E1,8.309525490E0,1.899302900E-1,-2.016401768E0
5.800094621E1,8.857780457E0,-1.631605923E-1,-1.967348814E0
5.802594621E1,8.380113602E0,-1.262064338E0,-1.746012807E0
5.805094621E1,8.031807899E0,-1.710868239E0,-1.913510323E0
5.807594621E1,7.538587570E0,-1.915604115E0,-2.047657967E0
5.810094621E1,8.769246101E0,-1.661815286E0,-1.717149377E0
5.812594621E1,1.156914806E1,-2.049751759E0,-9.762716293E-1
5.815094621E1,1.230523968E1,-2.437538624E0,1.788634956E-1
5.817594621E1,1.419900990E1,-2.854188681E0,9.414261580E-1
5.820094621E1,1.436546040E1,-4.842474937E0,2.003988922E-1
5.822594621E1,1.304028511E1,1.286142133E-2,-1.967348814E0
5.825094621E1,1.825349808E1,2.309971094E0,-4.835595608E0
5.827594621E1,1.518664742E1,6.433851242E0,-4.298107624E0
5.830094621E1,1.240110207E1,5.285745144E0,-2.784946442E0
5.832594621E1,9.724431038E0,6.808477879E0,-3.777668774E-1
5.835094621E1,8.775228500E0,5.929862976E0,-6.038886309E-1
5.837594621E1,8.462815285E0,5.081159115E0,9.737292528E-1
5.840094621E1,7.056284428E0,4.579563618E0,2.687439024E-1
5.842594621E1,7.112515926E0,4.990082264E0,-1.841725707E0
5.845094621E1,7.531409264E0,5.716752529E0,-1.303041458E0
5.847594621E1,4.781906605E0,4.937439919E0,-1.423879027E0
5.850094621E1,7.307680130E0,6.281757832E0,-4.198656082E0
5.852594621E1,5.423481941E0,3.772733450E0,-1.611865163E0
5.855094621E1,7.154390335E0,1.993968964E0,2.123630047E-1
5.857594621E1,7.083801746E0,-5.437689424E-1,-2.914757133E-1
5.860094621E1,8.243722916E0,-2.439931393E0,-7.834998369E-1
5.862594621E1,9.751948357E0,-4.843671322E0,-7.971090078E-2
5.865094621E1,1.086999512E1,-5.942574978E0,1.812563092E-1
5.867594621E1,9.956684113E0,-6.217899323E0,-1.037288666E0
5.870094621E1,8.316703796E0,-5.073382378E0,-2.155334949E0
5.872594621E1,7.172336102E0,-2.223231316E0,-2.583949327E0
5.875094621E1,9.084052086E0,4.738686085E0,-1.298255801E0
5.877594621E1,1.282837105E1,-4.715505600E0,6.584300041E0
5.880094621E1,2.831471825E1,-1.569601917E1,-1.134033394E1
5.882594621E1,1.093116188E1,2.060968161E0,-7.488039136E-1
5.885094621E1,-1.046560764E0,1.986700821E1,1.269392371E0
5.887594621E1,9.037391663E0,1.280803204E1,-9.093473434E0
5.890094621E1,1.396197033E1,4.185944200E-1,-5.117649436E-1
5.892594621E1,1.081496048E1,-3.012115002E0,2.651546597E-1
5.895094621E1,8.033004761E0,-9.496514499E-2,-3.530759335E0
5.897594621E1,9.001500130E0,2.918047190E0,-3.875475407E0
5.900094621E1,9.465856552E0,1.606032610E0,-2.367249250E0
5.902594621E1,9.483802795E0,-9.017950296E-2,-1.909921169E0
5.905094621E1,8.560921669E0,5.479564071E-1,-1.962563276E0
5.907594621E1,8.959625244E0,8.890831470E-1,-1.998455524E0
5.910094621E1,8.959625244E0,-2.828017175E-1,-2.076371908E0
5.912594621E1,9.036195755E0,-1.197458148E0,-1.535294771E0
5.915094621E1,9.086444855E0,-3.152543902E-1,-1.134197950E0
5.917594621E1,8.299954414E0,3.037389219E-1,-1.404736400E0
5.920094621E1,8.388488770E0,-2.265703976E-1,-1.890778542E0
5.922594621E1,8.440083504E0,1.046859939E-2,-2.575424910E0
5.925094621E1,9.312716484E0,-1.248754337E-1,-2.878416061E0
5.927594621E1,8.507082939E0,9.010472894E-1,-2.593520641E0
5.930094621E1,8.490332603E0,1.606032610E0,-2.958575726E0
5.932594621E1,9.594022751E0,4.485046864E-1,-5.297111273E-1
5.935094621E1,1.141107178E1,2.530260324E0,-9.320043921E-1
5.937594621E1,1.170194912E1,1.280459166E0,-1.808226109E0
5.940094621E1,1.331321621E1,-4.210320950E0,-1.361665606E0
5.942594621E1,1.414277840E1,-1.000528908E1,1.854437590E-2
5.945094621E1,1.227532959E1,-6.454788685E0,8.648558259E-1
5.947594621E1,1.098858929E1,3.461517096E0,-1.815404654E0
5.950094621E1,1.268121243E1,6.602545261E0,-2.844767094E0
5.952594621E1,1.541052532E1,5.111069202E0,-1.866850257E0
5.955094621E1,1.186002541E1,3.647110462E0,-1.514955908E-1
5.957594621E1,8.559724808E0,3.937987804E0,-1.446610808E0
5.960094621E1,8.665008545E0,4.184597969E0,-1.564008713E0
5.962594621E1,8.323882103E0,5.308626652E0,-2.551496744E0
5.965094621E1,8.271240234E0,5.559873104E0,-3.269792080E0
5.967594621E1,7.887042522E0,5.577819347E0,-2.139781713E0
5.970094621E1,6.304489613E0,5.166104317E0,-1.914706826E0
5.972594621E1,6.103343010E0,6.259026051E0,-2.764607430E0
5.975094621E1,6.936493874E0,6.671937466E0,-2.892772913E0
5.977594621E1,6.887440681E0,5.467749119E0,-1.019342422E0
5.980094621E1,5.702395439E0,4.256382942E0,5.787639618E-1
