"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.415094621E1,7.184300423E0,6.581009865E0,-4.248905182E0
2.417594621E1,7.915756226E0,4.926672459E0,-4.968397141E0
2.420094621E1,9.798758507E0,9.919745326E-1,-3.395415306E0
2.422594621E1,1.081854916E1,-1.155583739E0,4.007977992E-2
2.425094621E1,8.952446938E0,4.018446505E-1,-1.164108157E0
2.427594621E1,9.716055870E0,1.876571178E0,-2.710768938E0
2.430094621E1,9.490981102E0,1.570140362E0,-3.226721287E0
2.432594621E1,9.182157516E0,1.711466432E0,-2.841177702E0
2.435094621E1,9.541379929E0,1.431356549E0,-2.473729849E0
2.437594621E1,9.554540634E0,1.743769497E-1,-1.371236920E0
2.440094621E1,9.136693954E0,-1.942672879E-1,-1.652543187E0
2.442594621E1,9.106783867E0,9.357432127E-1,-2.671287298E0
2.445094621E1,9.232556343E0,9.118149877E-1,-2.249851465E0
2.447594621E1,9.214461327E0,5.262714028E-1,-1.605883121E0
2.450094621E1,9.374929428E0,7.585247755E-1,-1.657328725E0
2.452594621E1,9.184550285E0,1.049402237E0,-1.869243145E0
2.455094621E1,9.080462456E0,1.573729515E0,-2.455783844E0
2.457594621E1,8.993124962E0,1.052991509E0,-2.793321371E0
2.460094621E1,8.917601585E0,2.246262282E-1,-2.428266287E0
2.462594621E1,9.231210709E0,2.941676378E-1,-2.767000198E0
2.465094621E1,9.310323715E0,7.980063558E-1,-3.066252708E0
2.467594621E1,9.255288124E0,1.361815214E0,-2.653341293E0
2.470094621E1,1.011236763E1,2.356631279E0,-2.703590393E0
2.472594621E1,1.079821014E1,1.952094674E0,-3.035145998E0
2.475094621E1,1.103285694E1,-1.284646690E-1,-2.321785688E0
2.477594621E1,1.082812023E1,-1.280010581E0,-1.165304661E0
2.480094621E1,1.188993549E1,-2.783450842E0,-6.243771315E-1
2.482594621E1,1.194975662E1,-3.945764542E0,1.956132501E-1
2.485094621E1,1.040444183E1,-2.461466789E0,5.560321808E-1
2.487594621E1,9.213264465E0,1.230209947E0,-6.662515402E-1
2.490094621E1,1.277213955E1,2.951546669E0,-1.737637877E0
2.492594621E1,1.194855976E1,4.409523487E0,-1.204935789E0
2.495094621E1,1.149377441E1,3.498605728E0,-1.101894855E0
2.497594621E1,1.042478085E1,3.764358759E0,-8.828020096E-1
2.500094621E1,1.008485031E1,2.853441000E0,-1.729113460E0
2.502594621E1,9.833454132E0,4.203740597E0,-2.643769979E0
2.505094621E1,8.447261810E0,4.422684193E0,-2.805285454E0
2.507594621E1,8.393424034E0,3.502195120E0,-2.017598152E0
2.510094621E1,8.637491226E0,3.572783232E0,-2.533550501E0
2.512594621E1,8.714211464E0,4.465904236E0,-2.662912607E0
2.515094621E1,8.174330711E0,4.426273346E0,-2.349303246E0
2.517594621E1,8.325078964E0,3.642324686E0,-7.416254878E-1
2.520094621E1,8.830263138E0,2.282453775E0,3.620639741E-1
2.522594621E1,8.187491417E0,1.054187894E0,-4.088735580E-1
2.525094621E1,7.171139717E0,-6.324529648E-1,-8.744271398E-1
2.527594621E1,7.559076309E0,-2.334647179E0,-1.128215909E0
2.530094621E1,8.639883995E0,-4.525276184E0,-2.972932577E0
2.532594621E1,1.034925747E1,-4.676023960E0,-1.329362512E0
2.535094621E1,1.007767200E1,-5.861069679E0,-1.267149091E0
2.537594621E1,9.111569405E0,-5.816802502E0,-2.284547329E0
2.540094621E1,9.091230392E0,-4.592275143E0,-1.678864241E0
2.542594621E1,8.364560127E0,-2.056930065E0,-1.678864241E0
2.545094621E1,7.149604321E0,1.068544865E0,-4.169941902E0
2.547594621E1,9.535398483E0,3.908077478E0,-2.726322412E0
2.550094621E1,1.264771271E1,-5.797659874E0,2.684298277E0
2.552594621E1,1.807388687E1,-1.094731331E1,7.701897621E-1
2.555094621E1,1.261301708E1,-2.262712955E0,-1.427468300E0
2.557594621E1,5.108676434E0,8.362167358E0,-3.735495329E0
2.560094621E1,5.854339600E0,1.037213802E1,-5.495117188E0
2.562594621E1,1.084965611E1,2.500349998E0,-4.854738235E0
2.565094621E1,1.150454140E1,-3.151048422E0,5.859424472E-1
2.567594621E1,8.863762856E0,-1.673779488E0,-1.407278776E-1
2.570094621E1,9.151051521E0,1.333101273E0,-3.431457281E0
2.572594621E1,9.117551804E0,2.044218302E0,-3.840779543E0
2.575094621E1,9.287591934E0,1.647907019E0,-3.385843992E0
2.577594621E1,9.603593826E0,9.979565740E-1,-2.796910524E0
2.580094621E1,9.492177963E0,-4.528416991E-1,-1.793869257E0
2.582594621E1,9.392875671E0,-4.528416991E-1,-1.905135512E0
2.585094621E1,9.465856552E0,1.387089372E0,-2.972932577E0
2.587594621E1,9.112766266E0,1.393071413E0,-2.896362305E0
2.590094621E1,9.464660645E0,1.707877219E-1,-2.331357002E0
2.592594621E1,9.889685631E0,-9.137591720E-2,-1.966152430E0
2.595094621E1,8.990732193E0,6.077769399E-1,-2.162513494E0
2.597594621E1,9.024231911E0,2.570788860E-1,-2.534746885E0
2.600094621E1,9.011071205E0,7.322037220E-1,-2.617448807E0
2.602594621E1,9.216854095E0,9.249755144E-1,-2.878416061E0
2.605094621E1,9.124730110E0,1.017099142E0,-2.904737234E0
2.607594621E1,9.195318222E0,3.360420167E-1,-2.520390034E0
2.610094621E1,9.449107170E0,7.764709592E-1,-2.617448807E0
2.612594621E1,9.956684113E0,1.831107497E0,-2.497658253E0
2.615094621E1,9.745966911E0,2.160270214E0,-2.580360174E0
2.617594621E1,9.959077835E0,2.463111877E0,-2.830410004E0
2.620094621E1,9.828668594E0,1.694716692E0,-2.167299032E0
2.622594621E1,1.082692432E1,6.616154313E-1,-2.609073877E0
2.625094621E1,1.164452171E1,-2.158625126E0,-2.247458696E0
2.627594621E1,1.103764248E1,-4.563561440E0,-2.169692039E0
2.630094621E1,1.210304642E1,-6.580561161E0,-2.591725886E-1
2.632594621E1,1.126152039E1,-5.662465096E0,1.964956045E0
2.635094621E1,9.657432556E0,8.075776510E-3,1.058674455E0
2.637594621E1,1.185643578E1,9.931709766E-1,-1.945663840E-1
2.640094621E1,1.356461239E1,3.123979568E0,-1.103091240E0
2.642594621E1,1.092996502E1,4.025325775E0,-1.579562068E0
2.645094621E1,1.068335533E1,2.205733776E0,-3.056681395E0
2.647594621E1,1.161341476E1,3.001796007E0,-3.403790236E0
2.650094621E1,1.053245735E1,5.168497086E0,-5.399404526E0
2.652594621E1,8.273633003E0,6.348756790E0,-5.856583118E0
2.655094621E1,7.909774303E0,5.539534092E0,-5.626722336E0
2.657594621E1,7.830811024E0,3.080908775E0,-4.193870544E0
2.660094621E1,8.615956306E0,3.295066357E0,-3.596561909E0
2.662594621E1,8.687890053E0,4.405934334E0,-2.592324257E0
2.665094621E1,6.935297489E0,4.336542606E0,-1.791476369E0
2.667594621E1,7.891828060E0,4.407130718E0,-1.162911773E0
2.670094621E1,7.470392227E0,3.187389374E0,1.854437590E-2
2.672594621E1,7.575826168E0,1.697109461E0,-6.327520609E-1
2.675094621E1,7.854739666E0,6.173482537E-1,-1.945663840E-1
2.677594621E1,7.851150036E0,-1.937139511E0,-1.192971587E0
2.680094621E1,9.523433685E0,-3.091078281E0,-1.124626637E0
2.682594621E1,1.036615658E1,-5.510371208E0,-5.608177781E-1
2.685094621E1,1.084965611E1,-7.313064098E0,-1.360469222E0
2.687594621E1,9.807132721E0,-5.943771362E0,-3.079413176E0
2.690094621E1,8.784799576E0,-4.082304955E0,-3.874279022E0
2.692594621E1,7.696663380E0,-1.337438345E0,-3.365504980E0
2.695094621E1,1.021765137E1,5.793322563E0,-4.112663865E-1
2.697594621E1,1.017458057E1,-8.298608065E-1,6.511319160E0
2.700094621E1,1.545359612E1,-9.848409653E0,-4.884648323E0
2.702594621E1,1.617413521E1,-1.640279889E0,-4.028765678E0
2.705094621E1,8.349006653E0,5.952594757E0,-1.491027594E0
2.707594621E1,6.051897049E0,1.006675434E1,-4.493122578E0
2.710094621E1,8.575278282E0,4.701597214E0,-4.310071945E0
2.712594621E1,1.090828037E1,1.407428384E0,-1.562812328E-1
2.715094621E1,1.037094212E1,-5.856433511E-1,-1.790130436E-1
2.717594621E1,9.372536659E0,1.306780219E0,-3.911367655E0
2.720094621E1,8.808728218E0,3.043670416E0,-3.662364721E0
2.722594621E1,9.238538742E0,3.168994486E-1,-2.246262312E0
2.725094621E1,9.063713074E0,9.788140059E-1,-3.139233828E0
2.727594621E1,8.695068359E0,1.150050402E0,-2.871237516E0
2.730094621E1,9.116354942E0,7.393822074E-1,-2.715554714E0
2.732594621E1,9.664610863E0,1.297209024E0,-2.547907352E0
2.735094621E1,9.358180046E0,1.412214041E0,-2.412713051E0
2.737594621E1,9.149854660E0,6.556333899E-1,-1.958974004E0
2.740094621E1,8.991928101E0,1.470838189E0,-2.090728760E0
2.742594621E1,9.742377281E0,1.108175993E0,-2.004437685E0
2.745094621E1,9.068498611E0,1.245763302E0,-2.263011932E0
2.747594621E1,8.892477036E0,1.388285756E0,-3.025574684E0
2.750094621E1,9.203693390E0,9.477072954E-1,-2.430659056E0
2.752594621E1,9.182157516E0,1.207478166E0,-2.392374039E0
2.755094621E1,9.201300621E0,1.266102314E0,-2.856731176E0
2.757594621E1,9.163015366E0,1.325922847E0,-2.780160904E0
2.760094621E1,9.319894791E0,1.510319710E0,-2.971736193E0
2.762594621E1,9.851400375E0,1.634746552E0,-2.215155602E0
2.765094621E1,9.663414001E0,1.497159243E0,-2.113460541E0
2.767594621E1,9.643074989E0,4.975575507E-1,-1.872832417E0
2.770094621E1,1.083888817E1,-1.120738268E0,-1.564008713E0
2.772594621E1,1.123519993E1,-3.283849955E0,-1.316202044E0
2.775094621E1,1.156555843E1,-4.841278553E0,-1.850100517E0
2.777594621E1,1.362802219E1,-6.590132713E0,2.171486616E-1
2.780094621E1,1.265608788E1,-3.872783422E0,2.641227484E0
2.782594621E1,1.055877876E1,2.751596451E0,-8.210372925E-2
2.785094621E1,1.216645622E1,3.612264872E0,-2.067996979E0
2.787594621E1,1.381481171E1,4.095914364E0,-1.865653872E0
2.790094621E1,1.123280716E1,3.633949757E0,-2.267797709E0
2.792594621E1,9.985398293E0,2.426023006E0,-3.528366566E0
2.795094621E1,9.702896118E0,2.542224407E0,-3.336791277E0
2.797594621E1,9.112766266E0,5.140979290E0,-5.542973518E0
2.800094621E1,7.472784996E0,5.732305527E0,-5.441278458E0
2.802594621E1,6.925725937E0,5.311019421E0,-4.661966324E0
2.805094621E1,6.882655144E0,3.637539148E0,-4.523033142E0
2.807594621E1,8.334650040E0,3.672235012E0,-4.478765965E0
2.810094621E1,8.022236824E0,4.006183147E0,-2.903540611E0
2.812594621E1,8.170742035E0,4.019343853E0,-2.257030010E0
2.815094621E1,7.776823044E0,3.376571894E0,-1.330558896E0
2.817594621E1,8.536993027E0,2.239382982E0,7.956135273E-2
2.820094621E1,9.361768723E0,-2.457129806E-1,8.289635181E-1
2.822594621E1,8.935547829E0,-2.527269363E0,1.070788145E0
2.825094621E1,8.569295883E0,-2.937937498E0,-1.117448211E0
2.827594621E1,8.742925644E0,-2.503341198E0,-3.460170984E0
2.830094621E1,9.872936249E0,-4.172035694E0,-2.114656925E0
2.832594621E1,9.605986595E0,-4.959722996E0,3.788137436E-1
2.835094621E1,9.661021233E0,-4.690381050E0,-1.207328558E0
2.837594621E1,9.452695847E0,-3.201297522E0,-3.056681395E0
2.840094621E1,8.428119659E0,-2.242373943E0,-2.625823736E0
2.842594621E1,8.097610474E0,-4.241278172E-1,-3.117698431E0
2.845094621E1,1.026072216E1,3.223281622E0,-9.774680734E-1
2.847594621E1,1.340773296E1,-3.393919706E0,4.059722900E0
2.850094621E1,1.995210266E1,-7.948807240E0,-8.457132578E-1
2.852594621E1,8.296364784E0,2.094467640E0,-5.388636589E0
2.855094621E1,6.194419384E0,1.241187000E1,-3.790530205E0
2.857594621E1,7.089784145E0,1.077547836E1,-3.676721573E0
2.860094621E1,1.248365498E1,2.913261652E0,-4.661966324E0
2.862594621E1,1.056834984E1,-3.906283081E-1,1.228714466E0
2.865094621E1,9.857382774E0,-1.329063416E0,5.204389244E-2
2.867594621E1,9.125926018E0,-6.946663260E-1,-3.238685369E0
2.870094621E1,8.771638870E0,1.221835017E0,-3.094966650E0
2.872594621E1,9.493373871E0,2.294118702E-1,-1.210917830E0
2.875094621E1,9.656235695E0,7.561319470E-1,-1.753191233E0
2.877594621E1,9.325876236E0,1.722234130E0,-2.817249537E0
2.880094621E1,9.345019341E0,9.847960472E-1,-2.547907352E0
2.882594621E1,9.190532684E0,6.903293133E-1,-2.418694973E0
2.885094621E1,9.547362328E0,3.635594845E-1,-2.168495417E0
2.887594621E1,8.959625244E0,3.320041299E-2,-1.279113293E0
2.890094621E1,8.466404915E0,7.920243144E-1,-1.933849335E0
2.892594621E1,8.983553886E0,2.241775751E0,-2.079961061E0
2.895094621E1,9.111569405E0,2.873780012E0,-2.196012974E0
2.897594621E1,9.564111710E0,2.445165634E0,-2.268994093E0
2.900094621E1,9.892078400E0,2.441576481E0,-1.899153471E0
2.902594621E1,9.521040916E0,1.439731479E0,-1.878814459E0
2.905094621E1,9.732806206E0,3.408276737E-1,-1.748405576E0
2.907594621E1,9.547362328E0,-1.823031753E-1,-1.654935956E0
2.910094621E1,9.536594391E0,2.546860576E-1,-1.920688868E0
2.912594621E1,9.055337906E0,1.037886813E-1,-2.125424623E0
2.915094621E1,9.003892899E0,-1.766052604E0,-1.748405576E0
2.917594621E1,9.664610863E0,-2.909223795E0,-7.260721326E-1
2.920094621E1,1.179302597E1,-3.350848913E0,-9.786644578E-1
2.922594621E1,1.303310680E1,-5.157280445E0,-5.213362575E-1
2.925094621E1,1.237717438E1,-3.957878113E0,-5.859424472E-1
2.927594621E1,1.169477081E1,-7.628617883E-1,-2.480908394E0
2.930094621E1,1.464796257E1,1.658824325E0,-5.589633465E0
2.932594621E1,1.262617779E1,5.338536739E0,-5.128865719E0
2.935094621E1,1.073599720E1,3.077319384E0,-5.776423454E0
2.937594621E1,9.665806770E0,4.958975315E0,-3.869493246E0
2.940094621E1,7.865507126E0,5.160121918E0,-5.136044025E0
2.942594621E1,8.206633568E0,5.236692429E0,-4.865505695E0
2.945094621E1,7.336394310E0,4.535296440E0,-5.468796253E0
2.947594621E1,7.937291622E0,4.741228580E0,-5.684299946E0
2.950094621E1,8.541778564E0,5.040481091E0,-4.553092957E0
2.952594621E1,7.300501823E0,4.786692142E0,-4.913362026E0
2.955094621E1,7.982755661E0,4.086342812E0,-2.333749771E0
2.957594621E1,8.764460564E0,3.285495043E0,-1.885843277E-1
2.960094621E1,8.514261246E0,2.982653379E0,3.955634832E-1
2.962594621E1,8.249704361E0,1.577318788E0,-2.747259438E-1
2.965094621E1,8.879316330E0,9.895817041E-1,-1.009771109E0
2.967594621E1,8.444869041E0,1.056580782E0,-2.412713051E0
2.970094621E1,8.065307617E0,-4.169493318E-1,-3.047110081E0
2.972594621E1,9.109176636E0,-3.004936695E0,-2.210369825E0
2.975094621E1,1.053245735E1,-4.892724037E0,-3.598206937E-1
2.977594621E1,1.106276703E1,-7.085746288E0,-1.079162955E0
2.980094621E1,1.080897808E1,-6.117250919E0,-2.123031855E0
2.982594621E1,9.451499939E0,-4.009324074E0,-2.461765766E0
2.985094621E1,8.673533440E0,-1.680957913E0,-2.589931488E0
2.987594621E1,8.262865067E0,2.228615284E0,-3.006432056E0
2.990094621E1,1.084128094E1,4.030111313E0,2.101346970E0
2.992594621E1,1.355982685E1,-5.087888718E0,4.792375088E0
2.995094621E1,1.950793457E1,-3.458675623E0,-4.836791992E0
2.997594621E1,7.123283386E0,6.412166595E0,-4.636841774E0
3.000094621E1,4.584349155E0,1.033848953E1,-5.073681355E0
3.002594621E1,9.908827782E0,6.387042046E0,-4.714608192E0
3.005094621E1,1.225379467E1,3.671038628E0,-2.292922258E0
3.007594621E1,9.828668594E0,6.939185858E-1,6.984050870E-1
3.010094621E1,9.414411545E0,-8.310571909E-1,-1.122233868E0
3.012594621E1,9.274431229E0,1.944916129E0,-3.068645477E0
3.015094621E1,8.577671051E0,3.284298658E0,-3.540330648E0
3.017594621E1,9.499356270E0,4.042374790E-1,-2.096710920E0
3.020094621E1,9.301948547E0,-6.744768471E-2,-1.577169180E0
3.022594621E1,9.013463974E0,1.393071413E0,-3.054288626E0
3.025094621E1,9.315109253E0,9.381360412E-1,-2.485694170E0
3.027594621E1,9.218050003E0,5.611169338E-1,-1.900349855E0
3.030094621E1,9.141479492E0,3.085245788E-1,-2.124228239E0
3.032594621E1,9.201300621E0,6.687939167E-1,-1.907528281E0
3.035094621E1,9.321090698E0,1.918445587E0,-2.339731932E0
3.037594621E1,9.188139915E0,1.765304923E0,-2.412713051E0
3.040094621E1,9.093623161E0,1.276870012E0,-2.144567251E0
3.042594621E1,9.109176636E0,5.095216632E-1,-2.343321085E0
3.045094621E1,8.987142563E0,-4.432703853E-1,-2.452194452E0
3.047594621E1,8.718997002E0,7.028916478E-2,-2.556282282E0
3.050094621E1,8.829067230E0,7.752745152E-1,-3.534348488E0
3.052594621E1,9.609575272E0,6.364908218E-1,-2.775375128E0
3.055094621E1,1.083051395E1,-1.787139475E-1,-2.989682436E0
3.057594621E1,1.192223835E1,-2.638685226E0,-1.929063678E0
3.060094621E1,1.174023438E1,-4.895116806E0,-1.084247753E-1
3.062594621E1,1.129741287E1,-4.014109612E0,2.027169466E0
3.065094621E1,1.047861862E1,1.268495083E0,1.385593891E0
3.067594621E1,1.163495064E1,5.084748268E0,-1.147358418E0
3.070094621E1,1.275778294E1,5.294120312E0,-8.997012973E-1
3.072594621E1,1.210304642E1,5.440231800E0,-1.073180914E0
3.075094621E1,1.145653534E1,3.801447392E0,-2.543869615E-1
3.077594621E1,1.015783119E1,3.691377640E0,-4.076771438E-1
3.080094621E1,9.318697929E0,3.627967834E0,-2.603690028E-1
3.082594621E1,7.955237865E0,3.629164219E0,-1.337737441E0
3.085094621E1,8.969196320E0,3.274727345E0,-2.398355961E0
3.087594621E1,8.874530792E0,4.383202553E0,-2.393570423E0
3.090094621E1,7.694270611E0,4.343720913E0,-2.227119684E0
3.092594621E1,8.115706444E0,5.014010429E0,-3.193221807E0
3.095094621E1,7.906185150E0,2.629562616E0,-2.320589304E0
3.097594621E1,8.127670288E0,2.151895285E0,-1.192971587E0
3.100094621E1,8.458029747E0,9.225826859E-1,-8.612666130E-1
3.102594621E1,7.709824085E0,7.268198580E-2,-1.785494328E0
3.105094621E1,7.260870934E0,-3.571287692E-1,-1.468295813E0
3.107594621E1,8.180313110E0,-1.640279889E0,-1.838136435E0
3.110094621E1,8.768050194E0,-2.784647465E0,-1.732702732E0
3.112594621E1,9.339036942E0,-3.994966984E0,-7.452147007E-1
3.115094621E1,1.007767200E1,-6.472734928E0,-7.428218722E-1
3.117594621E1,1.074915791E1,-6.429664135E0,-1.573580027E0
3.120094621E1,9.914810181E0,-4.297808647E0,-1.555633783E0
3.122594621E1,9.012267113E0,-2.693720102E0,-2.118246317E0
3.125094621E1,8.292775154E0,-5.234299302E-1,-2.688037157E0
3.127594621E1,1.105439186E1,4.872833729E0,-5.548357368E-1
3.130094621E1,1.177029419E1,-1.804337859E0,2.685494661E0
3.132594621E1,1.608201218E1,-7.260422230E0,-4.027569294E0
3.135094621E1,1.282478142E1,-5.892325640E-1,-2.105085611E0
3.137594621E1,7.014410019E0,5.784947872E0,-2.048854351E0
3.140094621E1,6.036343575E0,6.043522358E0,-4.887041092E0
3.142594621E1,1.310848045E1,3.965505362E0,-2.231905222E0
3.145094621E1,1.031456089E1,3.418446302E0,-6.291627884E-1
3.147594621E1,8.785996437E0,4.508975148E-1,-3.561866045E0
3.150094621E1,9.832258224E0,1.037886813E-1,-4.948058128E0
3.152594621E1,9.825078964E0,1.857428551E0,-2.903540611E0
3.155094621E1,8.384899139E0,1.639532208E0,-2.348106861E0
3.157594621E1,8.904440880E0,2.138585299E-1,-2.977718115E0
3.160094621E1,9.109176636E0,-1.478764415E0,-2.136192322E0
3.162594621E1,9.024231911E0,2.234298140E-1,-3.055485010E0
3.165094621E1,8.720193863E0,1.096211910E0,-3.117698431E0
3.167594621E1,8.746514320E0,3.480061293E-1,-2.299053907E0
3.170094621E1,9.316305161E0,1.044616580E0,-2.465355158E0
3.172594621E1,9.293573380E0,1.156032443E0,-1.791476369E0
3.175094621E1,8.978767395E0,2.738286555E-1,-2.501247406E0
3.177594621E1,9.045766830E0,1.075723290E0,-2.476122856E0
3.180094621E1,9.849007607E0,1.509123325E0,-2.311017990E0
3.182594621E1,9.588040352E0,1.613211155E0,-2.770589590E0
3.185094621E1,8.687890053E0,1.428963780E0,-2.708376169E0
3.187594621E1,8.681908607E0,7.788637877E-1,-2.631805897E0
3.190094621E1,8.404191017E0,-4.839483798E-1,-2.582752943E0
3.192594621E1,9.973434448E0,-1.511067510E0,-2.437837601E0
3.195094621E1,1.341251850E1,-2.233999014E0,-1.159322619E0
3.197594621E1,1.031216812E1,-1.100399256E0,-6.794120669E-1
3.200094621E1,1.034327507E1,-3.343969584E-1,-1.022931695E0
3.202594621E1,1.126391315E1,3.085245788E-1,2.991028363E-3
3.205094621E1,9.226425171E0,2.045414686E0,-4.363910258E-1
3.207594621E1,9.772287369E0,5.419892788E0,-1.598704606E-1
3.210094621E1,9.015856743E0,7.851150036E0,-1.623829246E0
3.212594621E1,9.635896683E0,8.038987160E0,-1.778315902E0
3.215094621E1,9.407232285E0,4.656133652E0,-6.830013394E-1
3.217594621E1,9.019445419E0,2.531456709E0,-9.954141974E-1
3.220094621E1,8.278418541E0,1.454088449E0,-1.589133382E0
3.222594621E1,8.956035614E0,4.891826808E-1,-5.428716540E-1
3.225094621E1,9.835846901E0,-1.284646690E-1,-1.077966571E0
3.227594621E1,8.758478165E0,1.026670456E0,-9.885348380E-2
3.230094621E1,8.334650040E0,1.717448473E0,-4.423730969E-1
3.232594621E1,8.490332603E0,2.075325012E0,-1.708774447E0
3.235094621E1,8.138438225E0,1.973630071E0,-1.087537885E0
3.237594621E1,8.815906525E0,2.268096685E0,-1.537687659E0
3.240094621E1,9.418000221E0,1.574925900E0,-5.249254704E-1
3.242594621E1,1.045469093E1,-5.581258535E-1,-7.906783223E-1
3.245094621E1,1.141346455E1,1.688734531E0,-6.865905523E-1
3.247594621E1,1.050135040E1,3.449553013E0,7.534400225E-1
3.250094621E1,1.033729267E1,4.305585325E-1,-8.732306957E-1
3.252594621E1,1.040324497E1,2.788834810E0,-1.620239973E0
3.255094621E1,8.791977882E0,2.793620348E0,-2.422284365E0
3.257594621E1,9.086444855E0,1.662413478E0,-2.235494614E0
3.260094621E1,9.554540634E0,6.927221417E-1,-1.197757244E0
3.262594621E1,9.959077835E0,-1.224826127E-1,-8.146065474E-1
3.265094621E1,9.676574707E0,3.695415556E-1,-1.091127157E0
3.267594621E1,9.536594391E0,9.345467687E-1,-1.724327803E0
3.270094621E1,9.534201622E0,1.476820230E0,-2.091925144E0
3.272594621E1,9.394072533E0,2.153091669E0,-1.918295979E0
3.275094621E1,9.560523033E0,1.725823283E0,-1.757976890E0
3.277594621E1,9.580862045E0,1.182353497E0,-1.158126116E0
3.280094621E1,9.419197083E0,1.536640763E0,-1.365254879E0
3.282594621E1,9.549755096E0,1.664806366E0,-1.605883121E0
3.285094621E1,9.457482338E0,1.645514250E0,-1.676471353E0
3.287594621E1,9.342626572E0,1.207478166E0,-1.766351819E0
3.290094621E1,9.458678246E0,1.498355627E0,-1.591526151E0
3.292594621E1,9.407232285E0,1.719841242E0,-1.674078584E0
3.295094621E1,9.579665184E0,1.521087408E0,-1.622632861E0
3.297594621E1,9.391679764E0,1.753340840E0,-1.402343631E0
3.300094621E1,9.412018776E0,1.902892232E0,-1.536491275E0
3.302594621E1,9.508927345E0,1.935344815E0,-1.702792406E0
3.305094621E1,9.428768158E0,1.768894196E0,-1.632204175E0
3.307594621E1,9.450303078E0,1.835893154E0,-1.559223056E0
3.310094621E1,9.395268440E0,1.686341763E0,-1.449003696E0
3.312594621E1,9.626325607E0,1.497159243E0,-1.602293849E0
3.315094621E1,9.484999657E0,1.549801350E0,-1.574776411E0
3.317594621E1,9.510124207E0,1.645514250E0,-1.587936878E0
3.320094621E1,9.549755096E0,1.631157279E0,-1.534098387E0
3.322594621E1,9.366554260E0,1.634746552E0,-1.384397507E0
3.325094621E1,9.490981102E0,1.609621882E0,-1.550848126E0
3.327594621E1,9.558130264E0,1.662413478E0,-1.619043589E0
3.330094621E1,9.479017258E0,1.657627940E0,-1.528116345E0
3.332594621E1,9.590433121E0,1.833500385E0,-1.665703654E0
3.335094621E1,9.487392426E0,1.821536183E0,-1.575972795E0
3.337594621E1,9.404839516E0,1.595264912E0,-1.451396465E0
3.340094621E1,9.626325607E0,1.747358680E0,-1.553241014E0
3.342594621E1,9.429964066E0,1.850250125E0,-1.555633783E0
3.345094621E1,9.480214119E0,1.680359721E0,-1.628614902E0
3.347594621E1,9.407232285E0,1.522283912E0,-1.540080428E0
3.350094621E1,9.457482338E0,1.588086486E0,-1.520937920E0
3.352594621E1,9.490981102E0,1.851446509E0,-1.583151340E0
3.355094621E1,9.477821350E0,1.749751568E0,-1.605883121E0
3.357594621E1,9.367751122E0,1.584497213E0,-1.486241937E0
3.360094621E1,9.468249321E0,1.556979775E0,-1.595115423E0
3.362594621E1,9.266056061E0,1.433749437E0,-1.592722535E0
3.365094621E1,9.550951958E0,1.675574064E0,-1.566401482E0
3.367594621E1,9.432356834E0,1.918445587E0,-1.507777333E0
3.370094621E1,9.426375389E0,1.990379810E0,-1.536491275E0
3.372594621E1,9.433553696E0,2.003540277E0,-1.523330688E0
3.375094621E1,9.474231720E0,2.020290136E0,-1.499402523E0
3.377594621E1,9.488588333E0,1.948505402E0,-1.656132340E0
3.380094621E1,9.355787277E0,1.798804402E0,-1.486241937E0
3.382594621E1,9.433553696E0,1.919641972E0,-1.469492197E0
3.385094621E1,9.534201622E0,1.722234130E0,-1.469492197E0
3.387594621E1,9.307930946E0,1.910070658E0,-1.310220003E0
3.390094621E1,9.408429146E0,1.849053741E0,-1.568794370E0
3.392594621E1,9.589237213E0,1.978415728E0,-1.540080428E0
3.395094621E1,9.336644173E0,1.828714728E0,-1.382004619E0
3.397594621E1,9.501749039E0,1.925624013E0,-1.501795292E0
3.400094621E1,9.530612946E0,1.866999865E0,-1.476670623E0
3.402594621E1,9.510124207E0,1.660020709E0,-1.479063511E0
3.405094621E1,9.353394508E0,1.701895118E0,-1.396361589E0
3.407594621E1,9.492177963E0,1.717448473E0,-1.456182122E0
3.410094621E1,9.423982620E0,1.616800308E0,-1.401147246E0
3.412594621E1,9.451499939E0,1.560569048E0,-1.530509233E0
3.415094621E1,9.614361763E0,1.874178290E0,-1.548455358E0
3.417594621E1,9.495766640E0,2.066950083E0,-1.504188180E0
3.420094621E1,9.500553131E0,1.704287887E0,-1.522134304E0
3.422594621E1,9.348608971E0,1.454088449E0,-1.379611850E0
3.425094621E1,9.469446182E0,1.710269928E0,-1.410718441E0
3.427594621E1,9.585647583E0,1.405035496E0,-1.532902002E0
3.430094621E1,9.510124207E0,1.480409503E0,-1.385593891E0
3.432594621E1,9.304341316E0,1.517498255E0,-1.347308755E0
3.435094621E1,9.477821350E0,1.585693598E0,-1.474277854E0
3.437594621E1,9.749555588E0,1.853839397E0,-1.467099428E0
3.440094621E1,9.327073097E0,1.764108539E0,-1.349701524E0
3.442594621E1,9.435946465E0,1.849053741E0,-1.444218040E0
3.445094621E1,9.518648148E0,1.634746552E0,-1.458724499E0
3.447594621E1,9.507731438E0,1.585693598E0,-1.444218040E0
3.450094621E1,9.507731438E0,1.445713520E0,-1.467099428E0
